Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Condition
Human,1,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.183,0.077,0.5,Empty
Human,1,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.184,1.183,0.05,Empty
Human,1,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.185,0.767,0.1,Empty
Human,1,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.186,0.461,0.1,Empty
Human,1,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.187,1.065,0.2,Empty
Human,1,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.188,1.065,0.23,Empty
Human,1,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.189,0.203,0.05,Empty
Human,1,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.190,1.065,0.3,Empty
Human,1,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.191,0.203,0.05,Empty
Human,1,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.192,1.065,0.5,Empty
Human,1,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.193,0.461,0.05,Empty
Human,1,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.194,1.183,0.1,Empty
Human,1,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.195,0.461,0.07,Empty
Human,1,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.196,0.767,0.2,Empty
Human,1,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.197,0.348,0.09,Empty
Human,1,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.198,1.183,0.1,Empty
Human,1,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.199,0.077,0.05,Empty
Human,1,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.200,0.582,0.08,Empty
Human,1,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.201,0.203,0.07,Empty
Human,1,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.202,1.183,0.2,Empty
Human,1,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.203,0.582,0.06,Empty
Human,1,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.204,0.767,0.1,Empty
Human,1,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.205,0.203,0.05,Empty
Human,1,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.206,0.582,0.08,Empty
Human,1,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.207,0.461,0.09,Empty
Human,1,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.208,0.461,0.09,Empty
Human,1,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.209,1.065,0.1,Empty
Human,1,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.210,0.348,0.2,Empty
Human,1,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.211,0.582,0.2,Empty
Human,1,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.212,0.077,0.05,Empty
Human,1,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.213,0.348,0.05,Empty
Human,1,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.214,0.582,0.07,Empty
Human,1,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.215,0.834,0.07,Empty
Human,1,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.216,0.958,0.08,Empty
Human,1,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.217,0.077,0.05,Empty
Human,1,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.218,0.203,0.07,Empty
Human,1,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.219,0.767,0.1,Empty
Human,1,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.220,0.834,0.2,Empty
Human,1,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.221,0.958,0.3,Empty
Human,1,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.222,0.348,0.1,Empty
Human,1,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.223,0.767,0.2,Empty
Human,1,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.224,1.183,0.5,Empty
Human,1,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.225,0.834,0.5,Empty
Human,1,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.226,0.958,0.3,Empty
Human,1,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.227,0.834,0.3,Empty
Human,1,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.228,0.834,0.3,Empty
Human,1,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.229,0.077,0.05,Empty
Human,1,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.230,0.958,0.2,Empty
Human,1,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.231,0.348,0.09,Empty
Human,1,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.232,0.958,0.2,Empty
Human,2,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.233,0.077,0.1,Empty
Human,2,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.234,0.767,0.8,Empty
Human,2,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.235,0.077,0.2,Empty
Human,2,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.236,0.834,0.7,Empty
Human,2,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.237,0.834,0.9,Empty
Human,2,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.238,0.834,0.8,Empty
Human,2,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.239,0.461,0.6,Empty
Human,2,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.240,0.077,0.2,Empty
Human,2,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.241,0.203,0.5,Empty
Human,2,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.242,0.348,0.5,Empty
Human,2,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.243,0.958,1,Empty
Human,2,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.244,0.077,0.8,Empty
Human,2,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.245,0.077,0.7,Empty
Human,2,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.246,0.582,0.9,Empty
Human,2,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.247,1.065,1.25,Empty
Human,2,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.248,0.348,0.4,Empty
Human,2,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.249,1.065,1.25,Empty
Human,2,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.250,1.183,1.25,Empty
Human,2,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.251,0.958,1.15,Empty
Human,2,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.252,0.767,0.5,Empty
Human,2,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.253,1.065,1.25,Empty
Human,2,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.254,1.065,1.25,Empty
Human,2,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.255,0.767,1,Empty
Human,2,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.256,0.582,0.8,Empty
Human,2,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.257,1.065,0.9,Empty
Human,2,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.258,0.582,0.8,Empty
Human,2,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.259,0.203,0.5,Empty
Human,2,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.260,0.461,0.75,Empty
Human,2,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.261,0.461,0.78,Empty
Human,2,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.262,0.834,0.95,Empty
Human,2,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.263,0.834,0.98,Empty
Human,2,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.264,0.461,0.8,Empty
Human,2,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.265,0.767,1,Empty
Human,2,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.266,0.461,0.85,Empty
Human,2,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.267,0.582,0.84,Empty
Human,2,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.268,0.582,0.85,Empty
Human,2,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.269,1.183,1.25,Empty
Human,2,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.270,0.767,1.15,Empty
Human,2,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.271,0.958,1.25,Empty
Human,2,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.272,0.958,1.25,Empty
Human,2,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.273,0.203,0.11,Empty
Human,2,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.274,0.348,0.42,Empty
Human,2,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.275,1.183,1.2,Empty
Human,2,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.276,0.958,1.25,Empty
Human,2,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.277,0.203,0.8,Empty
Human,2,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.278,1.183,1.25,Empty
Human,2,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.279,0.203,0.86,Empty
Human,2,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.280,0.348,0.75,Empty
Human,2,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.281,1.183,1.25,Empty
Human,2,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.282,0.348,0.54,Empty
Human,3,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.283,0.958,0.5,Empty
Human,3,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.284,0.958,0.5,Empty
Human,3,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.285,0.203,0.2,Empty
Human,3,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.286,0.077,0.1,Empty
Human,3,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.287,0.834,0.8,Empty
Human,3,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.288,0.834,0.7,Empty
Human,3,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.289,0.077,0.075,Empty
Human,3,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.290,0.077,0.075,Empty
Human,3,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.291,0.834,0.5,Empty
Human,3,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.292,1.065,1,Empty
Human,3,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.293,0.767,0.7,Empty
Human,3,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.294,0.461,0.15,Empty
Human,3,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.295,0.348,0.1,Empty
Human,3,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.296,0.461,0.15,Empty
Human,3,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.297,1.183,1.2,Empty
Human,3,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.298,0.582,0.65,Empty
Human,3,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.299,0.767,0.75,Empty
Human,3,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.300,0.834,0.9,Empty
Human,3,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.301,0.203,0.1,Empty
Human,3,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.302,0.767,0.5,Empty
Human,3,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.303,1.183,1.2,Empty
Human,3,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.304,0.348,0.3,Empty
Human,3,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.305,0.461,0.27,Empty
Human,3,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.306,0.767,0.5,Empty
Human,3,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.307,1.065,0.75,Empty
Human,3,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.308,0.461,0.2,Empty
Human,3,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.309,0.958,0.45,Empty
Human,3,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.310,1.065,0.9,Empty
Human,3,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.311,1.065,1,Empty
Human,3,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.312,1.065,0.9,Empty
Human,3,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.313,0.958,0.8,Empty
Human,3,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.314,0.077,0.05,Empty
Human,3,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.315,1.183,1.05,Empty
Human,3,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.316,0.767,0.8,Empty
Human,3,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.317,0.348,0.175,Empty
Human,3,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.318,1.183,0.8,Empty
Human,3,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.319,0.348,0.175,Empty
Human,3,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.320,0.203,0.1,Empty
Human,3,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.321,0.077,0.05,Empty
Human,3,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.322,0.834,0.5,Empty
Human,3,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.323,1.183,0.95,Empty
Human,3,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.324,0.203,0.1,Empty
Human,3,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.325,0.958,0.4,Empty
Human,3,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.326,0.582,0.25,Empty
Human,3,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.327,0.348,0.175,Empty
Human,3,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.328,0.582,0.2,Empty
Human,3,1,1,47,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.329,0.461,0.15,Empty
Human,3,1,1,48,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.330,0.203,0.1,Empty
Human,3,1,1,49,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.331,0.582,0.3,Empty
Human,3,1,1,50,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.332,0.582,0.35,Empty
Human,4,1,1,1,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.333,0.077,0.05,Empty
Human,4,1,1,2,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.334,0.958,0.2,Empty
Human,4,1,1,3,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.335,0.834,0.2,Empty
Human,4,1,1,4,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.336,0.077,0.1,Empty
Human,4,1,1,5,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.337,1.183,0.6,Empty
Human,4,1,1,6,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.338,1.065,0.7,Empty
Human,4,1,1,7,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.339,0.461,0.5,Empty
Human,4,1,1,8,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.340,1.183,0.8,Empty
Human,4,1,1,9,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.341,0.077,0.3,Empty
Human,4,1,1,10,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.342,0.203,0.2,Empty
Human,4,1,1,11,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.343,1.183,0.7,Empty
Human,4,1,1,12,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.344,0.767,0.4,Empty
Human,4,1,1,13,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.345,0.348,0.1,Empty
Human,4,1,1,14,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.346,0.461,0.1,Empty
Human,4,1,1,15,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.347,1.183,0.35,Empty
Human,4,1,1,16,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.348,0.834,0.375,Empty
Human,4,1,1,17,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.349,0.348,0.2,Empty
Human,4,1,1,18,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.350,0.767,0.25,Empty
Human,4,1,1,19,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.351,0.582,0.25,Empty
Human,4,1,1,20,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.352,0.077,0.1,Empty
Human,4,1,1,21,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.353,0.767,0.28,Empty
Human,4,1,1,22,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.354,0.077,0.15,Empty
Human,4,1,1,23,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.355,0.348,0.12,Empty
Human,4,1,1,24,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.356,1.183,0.12,Empty
Human,4,1,1,25,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.357,0.582,0.12,Empty
Human,4,1,1,26,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.358,0.348,0.1,Empty
Human,4,1,1,27,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.359,0.767,0.1,Empty
Human,4,1,1,28,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.360,0.958,0.16,Empty
Human,4,1,1,29,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.361,0.348,0.16,Empty
Human,4,1,1,30,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.362,0.834,0.155,Empty
Human,4,1,1,31,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.363,0.767,0.155,Empty
Human,4,1,1,32,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.364,0.958,0.155,Empty
Human,4,1,1,33,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.365,1.065,0.17,Empty
Human,4,1,1,34,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.366,0.461,0.2,Empty
Human,4,1,1,35,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.367,1.065,0.1,Empty
Human,4,1,1,36,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.368,0.203,0.05,Empty
Human,4,1,1,37,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.369,1.065,0.3,Empty
Human,4,1,1,38,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.370,0.461,0.4,Empty
Human,4,1,1,39,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.371,0.461,0.4,Empty
Human,4,1,1,40,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.372,0.582,0.4,Empty
Human,4,1,1,41,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.373,0.203,0.3,Empty
Human,4,1,1,42,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.374,0.834,0.6,Empty
Human,4,1,1,43,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.375,0.958,0.5,Empty
Human,4,1,1,44,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.376,0.958,0.7,Empty
Human,4,1,1,45,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.377,0.582,0.5,Empty
Human,4,1,1,46,Auditory,TE,0.077;0.203;0.348;0.461;0.582;0.767;0.834;0.958;1.065;1.378,0.582,0.5,Empty
