Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,VideoType
Human,1,1,1,1,Audiovisual,TE,12,12,15.3,Office and cafe
Human,1,1,1,2,Audiovisual,TE,16,16,10,Office and cafe
Human,1,1,1,3,Audiovisual,TE,4,4,5.3,Office and cafe
Human,1,1,1,4,Audiovisual,TE,3,3,4,Office and cafe
Human,1,1,1,5,Audiovisual,TE,4,4,4,Campus and outside
Human,1,1,1,6,Audiovisual,TE,6,6,8.4,Office and cafe
Human,1,1,1,7,Audiovisual,TE,24,24,23.3,City
Human,1,1,1,8,Audiovisual,TE,48,48,60,City
Human,1,1,1,9,Audiovisual,TE,3,3,3.1,Office and cafe
Human,1,1,1,10,Audiovisual,TE,4,4,6,Campus and outside
Human,1,1,1,11,Audiovisual,TE,3,3,4.2,Office and cafe
Human,1,1,1,12,Audiovisual,TE,12,12,9,Office and cafe
Human,1,1,1,13,Audiovisual,TE,1.5,1.5,3,City
Human,1,1,1,14,Audiovisual,TE,4,4,7.5,Office and cafe
Human,1,1,1,15,Audiovisual,TE,6,6,7.6,Office and cafe
Human,1,1,1,16,Audiovisual,TE,24,24,20.7,Campus and outside
Human,1,1,1,17,Audiovisual,TE,64,64,70.1,Office and cafe
Human,1,1,1,18,Audiovisual,TE,64,64,45.1,Office and cafe
Human,1,1,1,19,Audiovisual,TE,48,48,50.1,City
Human,1,1,1,20,Audiovisual,TE,12,12,14.9,City
Human,1,1,1,21,Audiovisual,TE,16,16,20.1,Campus and outside
Human,1,1,1,22,Audiovisual,TE,64,64,39.7,Office and cafe
Human,1,1,1,23,Audiovisual,TE,16,16,16.8,City
Human,1,1,1,24,Audiovisual,TE,12,12,18,Office and cafe
Human,1,1,1,25,Audiovisual,TE,2,2,3.6,Campus and outside
Human,1,1,1,26,Audiovisual,TE,1,1,1,Office and cafe
Human,1,1,1,27,Audiovisual,TE,4,4,6,City
Human,1,1,1,28,Audiovisual,TE,8,8,8.4,City
Human,1,1,1,29,Audiovisual,TE,32,32,24.8,City
Human,1,1,1,30,Audiovisual,TE,32,32,35.3,Campus and outside
Human,1,1,1,31,Audiovisual,TE,32,32,20.4,Office and cafe
Human,1,1,1,32,Audiovisual,TE,8,8,10,Office and cafe
Human,1,1,1,33,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,1,1,1,34,Audiovisual,TE,12,12,9.9,City
Human,1,1,1,35,Audiovisual,TE,32,32,21,Office and cafe
Human,1,1,1,36,Audiovisual,TE,24,24,13.1,City
Human,1,1,1,37,Audiovisual,TE,4,4,9.2,City
Human,1,1,1,38,Audiovisual,TE,1,1,1.1,City
Human,1,1,1,39,Audiovisual,TE,16,16,16.8,Office and cafe
Human,1,1,1,40,Audiovisual,TE,24,24,20,City
Human,1,1,1,41,Audiovisual,TE,32,32,20.4,Campus and outside
Human,1,1,1,42,Audiovisual,TE,48,48,30,Office and cafe
Human,1,1,1,43,Audiovisual,TE,64,64,25.3,Campus and outside
Human,1,1,1,44,Audiovisual,TE,12,12,15.1,Office and cafe
Human,1,1,1,45,Audiovisual,TE,6,6,8.3,Office and cafe
Human,1,1,1,46,Audiovisual,TE,2,2,3.3,City
Human,1,1,1,47,Audiovisual,TE,4,4,5,Office and cafe
Human,1,1,1,48,Audiovisual,TE,3,3,4.3,Campus and outside
Human,1,1,1,49,Audiovisual,TE,4,4,5,City
Human,1,1,1,50,Audiovisual,TE,64,64,30,Office and cafe
Human,1,1,1,51,Audiovisual,TE,1,1,2,Campus and outside
Human,1,1,1,52,Audiovisual,TE,24,24,20,Office and cafe
Human,1,1,1,53,Audiovisual,TE,64,64,39,Campus and outside
Human,1,1,1,54,Audiovisual,TE,1,1,2.6,Campus and outside
Human,1,1,1,55,Audiovisual,TE,2,2,3.4,Office and cafe
Human,1,1,1,56,Audiovisual,TE,24,24,16.2,Campus and outside
Human,1,1,1,57,Audiovisual,TE,4,4,3,Office and cafe
Human,1,1,1,58,Audiovisual,TE,6,6,5.5,Office and cafe
Human,1,1,1,59,Audiovisual,TE,32,32,15.8,Office and cafe
Human,1,1,1,60,Audiovisual,TE,4,4,6.2,Campus and outside
Human,1,1,1,61,Audiovisual,TE,24,24,20.1,Campus and outside
Human,1,1,1,62,Audiovisual,TE,3,3,3.2,Office and cafe
Human,1,1,1,63,Audiovisual,TE,24,24,16.5,Campus and outside
Human,1,1,1,64,Audiovisual,TE,48,48,30.1,City
Human,1,1,1,65,Audiovisual,TE,6,6,9.3,City
Human,1,1,1,66,Audiovisual,TE,3,3,5.2,Office and cafe
Human,1,1,1,67,Audiovisual,TE,64,64,60.4,Campus and outside
Human,1,1,1,68,Audiovisual,TE,6,6,7.1,Campus and outside
Human,1,1,1,69,Audiovisual,TE,8,8,10.1,Office and cafe
Human,1,1,1,70,Audiovisual,TE,16,16,15,City
Human,1,1,1,71,Audiovisual,TE,32,32,29.9,Office and cafe
Human,1,1,1,72,Audiovisual,TE,8,8,8.1,Campus and outside
Human,1,1,1,73,Audiovisual,TE,6,6,5.4,Office and cafe
Human,1,1,1,74,Audiovisual,TE,64,64,36.3,Office and cafe
Human,1,1,1,75,Audiovisual,TE,2,2,3,Office and cafe
Human,1,1,1,76,Audiovisual,TE,3,3,5,Campus and outside
Human,1,1,1,77,Audiovisual,TE,1,1,2.1,Office and cafe
Human,1,1,1,78,Audiovisual,TE,2,2,4,City
Human,1,1,1,79,Audiovisual,TE,12,12,13.3,Office and cafe
Human,1,1,1,80,Audiovisual,TE,3,3,5,Campus and outside
Human,2,2,1,1,Audiovisual,TE,48,48,46,Office and cafe
Human,2,2,1,2,Audiovisual,TE,32,32,18,Office and cafe
Human,2,2,1,3,Audiovisual,TE,16,16,15,City
Human,2,2,1,4,Audiovisual,TE,64,64,75,Office and cafe
Human,2,2,1,5,Audiovisual,TE,8,8,20.8,Office and cafe
Human,2,2,1,6,Audiovisual,TE,1,1,1,Office and cafe
Human,2,2,1,7,Audiovisual,TE,32,32,21.8,Office and cafe
Human,2,2,1,8,Audiovisual,TE,8,8,9,Office and cafe
Human,2,2,1,9,Audiovisual,TE,1,1,0.9,Campus and outside
Human,2,2,1,10,Audiovisual,TE,32,32,8.1,City
Human,2,2,1,11,Audiovisual,TE,4,4,4,Office and cafe
Human,2,2,1,12,Audiovisual,TE,24,24,10,Office and cafe
Human,2,2,1,13,Audiovisual,TE,3,3,2,City
Human,2,2,1,14,Audiovisual,TE,12,12,5,City
Human,2,2,1,15,Audiovisual,TE,8,8,3,Campus and outside
Human,2,2,1,16,Audiovisual,TE,16,16,10,Office and cafe
Human,2,2,1,17,Audiovisual,TE,48,48,20.5,Campus and outside
Human,2,2,1,18,Audiovisual,TE,16,16,5.4,Campus and outside
Human,2,2,1,19,Audiovisual,TE,8,8,8.4,Office and cafe
Human,2,2,1,20,Audiovisual,TE,48,48,20,Campus and outside
Human,2,2,1,21,Audiovisual,TE,8,8,4,Campus and outside
Human,2,2,1,22,Audiovisual,TE,6,6,2,Office and cafe
Human,2,2,1,23,Audiovisual,TE,16,16,6,Office and cafe
Human,2,2,1,24,Audiovisual,TE,64,64,30,City
Human,2,2,1,25,Audiovisual,TE,12,12,20,Office and cafe
Human,2,2,1,26,Audiovisual,TE,6,6,2,Office and cafe
Human,2,2,1,27,Audiovisual,TE,32,32,10,Campus and outside
Human,2,2,1,28,Audiovisual,TE,64,64,58,Office and cafe
Human,2,2,1,29,Audiovisual,TE,16,16,5,Office and cafe
Human,2,2,1,30,Audiovisual,TE,48,48,75.1,Office and cafe
Human,2,2,1,31,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,2,2,1,32,Audiovisual,TE,24,24,9.9,Campus and outside
Human,2,2,1,33,Audiovisual,TE,8,8,5,Office and cafe
Human,2,2,1,34,Audiovisual,TE,3,3,2,Office and cafe
Human,2,2,1,35,Audiovisual,TE,1,1,1,Office and cafe
Human,2,2,1,36,Audiovisual,TE,64,64,30,Office and cafe
Human,2,2,1,37,Audiovisual,TE,32,32,20.4,City
Human,2,2,1,38,Audiovisual,TE,64,64,35,Office and cafe
Human,2,2,1,39,Audiovisual,TE,8,8,4.3,City
Human,2,2,1,40,Audiovisual,TE,12,12,9.8,Campus and outside
Human,2,2,1,41,Audiovisual,TE,6,6,1,Campus and outside
Human,2,2,1,42,Audiovisual,TE,64,64,45,Office and cafe
Human,2,2,1,43,Audiovisual,TE,48,48,29.9,Campus and outside
Human,2,2,1,44,Audiovisual,TE,48,48,70,Office and cafe
Human,2,2,1,45,Audiovisual,TE,24,24,21,Office and cafe
Human,2,2,1,46,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,2,2,1,47,Audiovisual,TE,4,4,2,Campus and outside
Human,2,2,1,48,Audiovisual,TE,16,16,7.7,Office and cafe
Human,2,2,1,49,Audiovisual,TE,8,8,3,City
Human,2,2,1,50,Audiovisual,TE,2,2,0.9,City
Human,2,2,1,51,Audiovisual,TE,4,4,3.3,Office and cafe
Human,2,2,1,52,Audiovisual,TE,1,1,0.4,City
Human,2,2,1,53,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,2,2,1,54,Audiovisual,TE,64,64,60.1,Office and cafe
Human,2,2,1,55,Audiovisual,TE,48,48,19.2,Campus and outside
Human,2,2,1,56,Audiovisual,TE,24,24,30.2,Office and cafe
Human,2,2,1,57,Audiovisual,TE,1.5,1.5,0.9,Office and cafe
Human,2,2,1,58,Audiovisual,TE,1,1,1,City
Human,2,2,1,59,Audiovisual,TE,8,8,6,City
Human,2,2,1,60,Audiovisual,TE,3,3,0.9,Office and cafe
Human,2,2,1,61,Audiovisual,TE,16,16,15,Campus and outside
Human,2,2,1,62,Audiovisual,TE,8,8,4.5,Campus and outside
Human,2,2,1,63,Audiovisual,TE,48,48,10,Office and cafe
Human,2,2,1,64,Audiovisual,TE,12,12,9,Office and cafe
Human,2,2,1,65,Audiovisual,TE,2,2,2,City
Human,2,2,1,66,Audiovisual,TE,4,4,1,Office and cafe
Human,2,2,1,67,Audiovisual,TE,2,2,0.4,Office and cafe
Human,2,2,1,68,Audiovisual,TE,12,12,4,Campus and outside
Human,2,2,1,69,Audiovisual,TE,1.5,1.5,0.3,Office and cafe
Human,2,2,1,70,Audiovisual,TE,6,6,2.9,Campus and outside
Human,2,2,1,71,Audiovisual,TE,8,8,1,Office and cafe
Human,2,2,1,72,Audiovisual,TE,6,6,3.9,Office and cafe
Human,2,2,1,73,Audiovisual,TE,16,16,7.9,City
Human,2,2,1,74,Audiovisual,TE,48,48,15,Office and cafe
Human,2,2,1,75,Audiovisual,TE,2,2,0.4,Office and cafe
Human,2,2,1,76,Audiovisual,TE,64,64,20,Campus and outside
Human,2,2,1,77,Audiovisual,TE,2,2,1,Campus and outside
Human,2,2,1,78,Audiovisual,TE,64,64,10,Office and cafe
Human,2,2,1,79,Audiovisual,TE,12,12,4,Campus and outside
Human,2,2,1,80,Audiovisual,TE,3,3,3,Office and cafe
Human,3,3,1,1,Audiovisual,TE,4,4,4.3,Office and cafe
Human,3,3,1,2,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,3,3,1,3,Audiovisual,TE,12,12,8.3,Office and cafe
Human,3,3,1,4,Audiovisual,TE,2,2,2,Campus and outside
Human,3,3,1,5,Audiovisual,TE,1,1,1.1,Campus and outside
Human,3,3,1,6,Audiovisual,TE,24,24,10,Office and cafe
Human,3,3,1,7,Audiovisual,TE,32,32,20.2,Campus and outside
Human,3,3,1,8,Audiovisual,TE,64,64,60.6,Campus and outside
Human,3,3,1,9,Audiovisual,TE,4,4,2.5,Campus and outside
Human,3,3,1,10,Audiovisual,TE,6,6,3.6,Campus and outside
Human,3,3,1,11,Audiovisual,TE,1,1,1.4,City
Human,3,3,1,12,Audiovisual,TE,4,4,2,Campus and outside
Human,3,3,1,13,Audiovisual,TE,24,24,8.3,Office and cafe
Human,3,3,1,14,Audiovisual,TE,48,48,50.3,Campus and outside
Human,3,3,1,15,Audiovisual,TE,24,24,12.1,Office and cafe
Human,3,3,1,16,Audiovisual,TE,2,2,2,Office and cafe
Human,3,3,1,17,Audiovisual,TE,32,32,16,Office and cafe
Human,3,3,1,18,Audiovisual,TE,64,64,57,City
Human,3,3,1,19,Audiovisual,TE,6,6,4,Office and cafe
Human,3,3,1,20,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,3,3,1,21,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,3,3,1,22,Audiovisual,TE,48,48,14.4,Office and cafe
Human,3,3,1,23,Audiovisual,TE,48,48,15.7,City
Human,3,3,1,24,Audiovisual,TE,8,8,5,Campus and outside
Human,3,3,1,25,Audiovisual,TE,6,6,2.1,Office and cafe
Human,3,3,1,26,Audiovisual,TE,2,2,1,Campus and outside
Human,3,3,1,27,Audiovisual,TE,24,24,8.5,Campus and outside
Human,3,3,1,28,Audiovisual,TE,12,12,4.9,Office and cafe
Human,3,3,1,29,Audiovisual,TE,64,64,33.1,Campus and outside
Human,3,3,1,30,Audiovisual,TE,64,64,41,Campus and outside
Human,3,3,1,31,Audiovisual,TE,64,64,28.9,Office and cafe
Human,3,3,1,32,Audiovisual,TE,16,16,5.5,Campus and outside
Human,3,3,1,33,Audiovisual,TE,48,48,16,City
Human,3,3,1,34,Audiovisual,TE,32,32,21,Campus and outside
Human,3,3,1,35,Audiovisual,TE,32,32,14.6,City
Human,3,3,1,36,Audiovisual,TE,32,32,14.7,Office and cafe
Human,3,3,1,37,Audiovisual,TE,1.5,1.5,1.2,Campus and outside
Human,3,3,1,38,Audiovisual,TE,1,1,0.7,Office and cafe
Human,3,3,1,39,Audiovisual,TE,6,6,2.5,City
Human,3,3,1,40,Audiovisual,TE,2,2,1.4,City
Human,3,3,1,41,Audiovisual,TE,6,6,2,Office and cafe
Human,3,3,1,42,Audiovisual,TE,1,1,1,City
Human,3,3,1,43,Audiovisual,TE,8,8,2.5,Office and cafe
Human,3,3,1,44,Audiovisual,TE,2,2,1.4,City
Human,3,3,1,45,Audiovisual,TE,1,1,0.8,Office and cafe
Human,3,3,1,46,Audiovisual,TE,24,24,9.6,Office and cafe
Human,3,3,1,47,Audiovisual,TE,2,2,2.2,Office and cafe
Human,3,3,1,48,Audiovisual,TE,3,3,2,Office and cafe
Human,3,3,1,49,Audiovisual,TE,16,16,5.2,Office and cafe
Human,3,3,1,50,Audiovisual,TE,64,64,24.6,Campus and outside
Human,3,3,1,51,Audiovisual,TE,3,3,2.1,Office and cafe
Human,3,3,1,52,Audiovisual,TE,12,12,4.5,City
Human,3,3,1,53,Audiovisual,TE,12,12,4.9,Office and cafe
Human,3,3,1,54,Audiovisual,TE,1.5,1.5,1.1,Office and cafe
Human,3,3,1,55,Audiovisual,TE,16,16,3.5,Office and cafe
Human,3,3,1,56,Audiovisual,TE,48,48,15,Campus and outside
Human,3,3,1,57,Audiovisual,TE,3,3,1.9,Office and cafe
Human,3,3,1,58,Audiovisual,TE,1,1,0.9,Office and cafe
Human,3,3,1,59,Audiovisual,TE,48,48,20.5,Office and cafe
Human,3,3,1,60,Audiovisual,TE,2,2,1.7,City
Human,3,3,1,61,Audiovisual,TE,3,3,2.1,City
Human,3,3,1,62,Audiovisual,TE,4,4,1,Office and cafe
Human,3,3,1,63,Audiovisual,TE,1.5,1.5,0.6,Office and cafe
Human,3,3,1,64,Audiovisual,TE,6,6,2,Campus and outside
Human,3,3,1,65,Audiovisual,TE,3,3,2.1,Office and cafe
Human,3,3,1,66,Audiovisual,TE,64,64,15.6,Office and cafe
Human,3,3,1,67,Audiovisual,TE,8,8,3.2,Office and cafe
Human,3,3,1,68,Audiovisual,TE,6,6,3,Office and cafe
Human,3,3,1,69,Audiovisual,TE,32,32,11.5,Campus and outside
Human,3,3,1,70,Audiovisual,TE,8,8,3.2,Office and cafe
Human,3,3,1,71,Audiovisual,TE,64,64,44.6,Office and cafe
Human,3,3,1,72,Audiovisual,TE,6,6,4.2,Campus and outside
Human,3,3,1,73,Audiovisual,TE,6,6,3.1,Office and cafe
Human,3,3,1,74,Audiovisual,TE,64,64,40.5,Campus and outside
Human,3,3,1,75,Audiovisual,TE,6,6,3.3,Office and cafe
Human,3,3,1,76,Audiovisual,TE,24,24,15.6,Campus and outside
Human,3,3,1,77,Audiovisual,TE,3,3,2.8,City
Human,3,3,1,78,Audiovisual,TE,48,48,15.4,Campus and outside
Human,3,3,1,79,Audiovisual,TE,8,8,2.9,Office and cafe
Human,3,3,1,80,Audiovisual,TE,64,64,59.4,Office and cafe
Human,4,4,1,1,Audiovisual,TE,16,16,10,City
Human,4,4,1,2,Audiovisual,TE,64,64,41.4,City
Human,4,4,1,3,Audiovisual,TE,4,4,3.5,City
Human,4,4,1,4,Audiovisual,TE,6,6,4,City
Human,4,4,1,5,Audiovisual,TE,12,12,8.6,City
Human,4,4,1,6,Audiovisual,TE,32,32,20.3,City
Human,4,4,1,7,Audiovisual,TE,64,64,34,Campus and outside
Human,4,4,1,8,Audiovisual,TE,1.5,1.5,0.9,Campus and outside
Human,4,4,1,9,Audiovisual,TE,3,3,1.1,Office and cafe
Human,4,4,1,10,Audiovisual,TE,1,1,0.8,Office and cafe
Human,4,4,1,11,Audiovisual,TE,12,12,3.9,City
Human,4,4,1,12,Audiovisual,TE,64,64,40.3,Office and cafe
Human,4,4,1,13,Audiovisual,TE,16,16,10,Campus and outside
Human,4,4,1,14,Audiovisual,TE,3,3,2.1,City
Human,4,4,1,15,Audiovisual,TE,6,6,3.9,Office and cafe
Human,4,4,1,16,Audiovisual,TE,3,3,1.9,Office and cafe
Human,4,4,1,17,Audiovisual,TE,32,32,11,Campus and outside
Human,4,4,1,18,Audiovisual,TE,8,8,2.1,Office and cafe
Human,4,4,1,19,Audiovisual,TE,32,32,7.4,Office and cafe
Human,4,4,1,20,Audiovisual,TE,8,8,5.4,Campus and outside
Human,4,4,1,21,Audiovisual,TE,2,2,0.8,Campus and outside
Human,4,4,1,22,Audiovisual,TE,3,3,0.6,Campus and outside
Human,4,4,1,23,Audiovisual,TE,16,16,7.5,Office and cafe
Human,4,4,1,24,Audiovisual,TE,32,32,19.7,Campus and outside
Human,4,4,1,25,Audiovisual,TE,4,4,1.8,City
Human,4,4,1,26,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,4,4,1,27,Audiovisual,TE,2,2,0.9,Office and cafe
Human,4,4,1,28,Audiovisual,TE,48,48,26.5,City
Human,4,4,1,29,Audiovisual,TE,64,64,35.4,City
Human,4,4,1,30,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,4,4,1,31,Audiovisual,TE,8,8,3.3,Office and cafe
Human,4,4,1,32,Audiovisual,TE,32,32,12.4,Office and cafe
Human,4,4,1,33,Audiovisual,TE,1.5,1.5,0.4,Office and cafe
Human,4,4,1,34,Audiovisual,TE,32,32,12.4,Office and cafe
Human,4,4,1,35,Audiovisual,TE,1,1,0.6,Campus and outside
Human,4,4,1,36,Audiovisual,TE,1.5,1.5,0.3,Office and cafe
Human,4,4,1,37,Audiovisual,TE,3,3,1.3,City
Human,4,4,1,38,Audiovisual,TE,1.5,1.5,0.3,City
Human,4,4,1,39,Audiovisual,TE,3,3,0.9,Office and cafe
Human,4,4,1,40,Audiovisual,TE,4,4,1.1,Office and cafe
Human,4,4,1,41,Audiovisual,TE,2,2,1.2,City
Human,4,4,1,42,Audiovisual,TE,24,24,8.8,Campus and outside
Human,4,4,1,43,Audiovisual,TE,24,24,11.9,Campus and outside
Human,4,4,1,44,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,4,4,1,45,Audiovisual,TE,1.5,1.5,0.4,Office and cafe
Human,4,4,1,46,Audiovisual,TE,1.5,1.5,0.6,Office and cafe
Human,4,4,1,47,Audiovisual,TE,1,1,0.8,City
Human,4,4,1,48,Audiovisual,TE,8,8,2.1,Campus and outside
Human,4,4,1,49,Audiovisual,TE,6,6,4.3,Office and cafe
Human,4,4,1,50,Audiovisual,TE,32,32,14.3,Office and cafe
Human,4,4,1,51,Audiovisual,TE,3,3,0.7,Office and cafe
Human,4,4,1,52,Audiovisual,TE,8,8,0.6,Office and cafe
Human,4,4,1,53,Audiovisual,TE,4,4,1,Office and cafe
Human,4,4,1,54,Audiovisual,TE,12,12,0.8,Office and cafe
Human,4,4,1,55,Audiovisual,TE,1.5,1.5,0.9,City
Human,4,4,1,56,Audiovisual,TE,1,1,0.7,Office and cafe
Human,4,4,1,57,Audiovisual,TE,8,8,2.8,Campus and outside
Human,4,4,1,58,Audiovisual,TE,64,64,15.6,Office and cafe
Human,4,4,1,59,Audiovisual,TE,4,4,1.4,City
Human,4,4,1,60,Audiovisual,TE,12,12,2.1,Office and cafe
Human,4,4,1,61,Audiovisual,TE,64,64,21.5,City
Human,4,4,1,62,Audiovisual,TE,48,48,19.6,Campus and outside
Human,4,4,1,63,Audiovisual,TE,16,16,15,City
Human,4,4,1,64,Audiovisual,TE,2,2,0.6,Office and cafe
Human,4,4,1,65,Audiovisual,TE,3,3,0.6,City
Human,4,4,1,66,Audiovisual,TE,6,6,0.9,Campus and outside
Human,4,4,1,67,Audiovisual,TE,8,8,5,Office and cafe
Human,4,4,1,68,Audiovisual,TE,8,8,3.1,Office and cafe
Human,4,4,1,69,Audiovisual,TE,24,24,12.2,Office and cafe
Human,4,4,1,70,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,4,4,1,71,Audiovisual,TE,16,16,6.1,Campus and outside
Human,4,4,1,72,Audiovisual,TE,48,48,15.9,Office and cafe
Human,4,4,1,73,Audiovisual,TE,16,16,5.4,Campus and outside
Human,4,4,1,74,Audiovisual,TE,12,12,7.4,Office and cafe
Human,4,4,1,75,Audiovisual,TE,6,6,8.3,Office and cafe
Human,4,4,1,76,Audiovisual,TE,1,1,0.4,Office and cafe
Human,4,4,1,77,Audiovisual,TE,24,24,12.6,Campus and outside
Human,4,4,1,78,Audiovisual,TE,24,24,11.6,Office and cafe
Human,4,4,1,79,Audiovisual,TE,64,64,19.5,Campus and outside
Human,4,4,1,80,Audiovisual,TE,1.5,1.5,0.8,Office and cafe
Human,5,5,1,1,Audiovisual,TE,32,32,48,City
Human,5,5,1,2,Audiovisual,TE,2,2,2,Campus and outside
Human,5,5,1,3,Audiovisual,TE,1,1,1,Campus and outside
Human,5,5,1,4,Audiovisual,TE,3,3,4.3,City
Human,5,5,1,5,Audiovisual,TE,6,6,10,City
Human,5,5,1,6,Audiovisual,TE,24,24,24.6,Office and cafe
Human,5,5,1,7,Audiovisual,TE,6,6,8.2,Office and cafe
Human,5,5,1,8,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,5,5,1,9,Audiovisual,TE,12,12,15.1,Office and cafe
Human,5,5,1,10,Audiovisual,TE,32,32,30,Campus and outside
Human,5,5,1,11,Audiovisual,TE,6,6,8.6,Campus and outside
Human,5,5,1,12,Audiovisual,TE,48,48,50.5,Office and cafe
Human,5,5,1,13,Audiovisual,TE,1,1,1.9,City
Human,5,5,1,14,Audiovisual,TE,6,6,10,City
Human,5,5,1,15,Audiovisual,TE,32,32,20.7,Office and cafe
Human,5,5,1,16,Audiovisual,TE,8,8,8.9,Campus and outside
Human,5,5,1,17,Audiovisual,TE,32,32,40.7,Campus and outside
Human,5,5,1,18,Audiovisual,TE,4,4,4.9,City
Human,5,5,1,19,Audiovisual,TE,1,1,2,Office and cafe
Human,5,5,1,20,Audiovisual,TE,32,32,45,Campus and outside
Human,5,5,1,21,Audiovisual,TE,2,2,1,Office and cafe
Human,5,5,1,22,Audiovisual,TE,16,16,16.3,Campus and outside
Human,5,5,1,23,Audiovisual,TE,48,48,45,Campus and outside
Human,5,5,1,24,Audiovisual,TE,2,2,2.5,Campus and outside
Human,5,5,1,25,Audiovisual,TE,16,16,24.4,Office and cafe
Human,5,5,1,26,Audiovisual,TE,2,2,3.4,Office and cafe
Human,5,5,1,27,Audiovisual,TE,32,32,41.1,Campus and outside
Human,5,5,1,28,Audiovisual,TE,48,48,50.3,Campus and outside
Human,5,5,1,29,Audiovisual,TE,16,16,20.6,Campus and outside
Human,5,5,1,30,Audiovisual,TE,12,12,18.9,Office and cafe
Human,5,5,1,31,Audiovisual,TE,48,48,42,Campus and outside
Human,5,5,1,32,Audiovisual,TE,16,16,15.1,Campus and outside
Human,5,5,1,33,Audiovisual,TE,64,64,66.7,Campus and outside
Human,5,5,1,34,Audiovisual,TE,4,4,2.9,Office and cafe
Human,5,5,1,35,Audiovisual,TE,4,4,4.6,Office and cafe
Human,5,5,1,36,Audiovisual,TE,12,12,10.5,Office and cafe
Human,5,5,1,37,Audiovisual,TE,16,16,16,City
Human,5,5,1,38,Audiovisual,TE,32,32,55.3,City
Human,5,5,1,39,Audiovisual,TE,32,32,20.7,Office and cafe
Human,5,5,1,40,Audiovisual,TE,64,64,55.9,City
Human,5,5,1,41,Audiovisual,TE,3,3,3.6,Office and cafe
Human,5,5,1,42,Audiovisual,TE,12,12,9.7,Campus and outside
Human,5,5,1,43,Audiovisual,TE,4,4,6.8,Office and cafe
Human,5,5,1,44,Audiovisual,TE,4,4,8.5,Campus and outside
Human,5,5,1,45,Audiovisual,TE,6,6,6.9,City
Human,5,5,1,46,Audiovisual,TE,2,2,2.2,Office and cafe
Human,5,5,1,47,Audiovisual,TE,32,32,22.6,Office and cafe
Human,5,5,1,48,Audiovisual,TE,12,12,10.9,City
Human,5,5,1,49,Audiovisual,TE,12,12,12.1,Campus and outside
Human,5,5,1,50,Audiovisual,TE,1,1,2,Office and cafe
Human,5,5,1,51,Audiovisual,TE,32,32,24.6,City
Human,5,5,1,52,Audiovisual,TE,1.5,1.5,3,Office and cafe
Human,5,5,1,53,Audiovisual,TE,24,24,27,Office and cafe
Human,5,5,1,54,Audiovisual,TE,4,4,5.6,Office and cafe
Human,5,5,1,55,Audiovisual,TE,16,16,12.5,Campus and outside
Human,5,5,1,56,Audiovisual,TE,64,64,38.1,City
Human,5,5,1,57,Audiovisual,TE,1.5,1.5,2,City
Human,5,5,1,58,Audiovisual,TE,64,64,66.9,City
Human,5,5,1,59,Audiovisual,TE,3,3,5.4,City
Human,5,5,1,60,Audiovisual,TE,8,8,5.7,Campus and outside
Human,6,6,1,1,Audiovisual,TE,16,16,8.6,City
Human,6,6,1,2,Audiovisual,TE,16,16,11,Office and cafe
Human,6,6,1,3,Audiovisual,TE,2,2,1,Office and cafe
Human,6,6,1,4,Audiovisual,TE,64,64,34.2,City
Human,6,6,1,5,Audiovisual,TE,32,32,23.4,Office and cafe
Human,6,6,1,6,Audiovisual,TE,1.5,1.5,2,Campus and outside
Human,6,6,1,7,Audiovisual,TE,64,64,80.3,Office and cafe
Human,6,6,1,8,Audiovisual,TE,2,2,3,Office and cafe
Human,6,6,1,9,Audiovisual,TE,3,3,2.5,Campus and outside
Human,6,6,1,10,Audiovisual,TE,16,16,6,Office and cafe
Human,6,6,1,11,Audiovisual,TE,3,3,2,Office and cafe
Human,6,6,1,12,Audiovisual,TE,48,48,58,Office and cafe
Human,6,6,1,13,Audiovisual,TE,6,6,5.8,Office and cafe
Human,6,6,1,14,Audiovisual,TE,8,8,8.5,Office and cafe
Human,6,6,1,15,Audiovisual,TE,3,3,4.9,Campus and outside
Human,6,6,1,16,Audiovisual,TE,24,24,14.2,City
Human,6,6,1,17,Audiovisual,TE,12,12,9.5,Campus and outside
Human,6,6,1,18,Audiovisual,TE,48,48,81.1,Office and cafe
Human,6,6,1,19,Audiovisual,TE,4,4,5.7,City
Human,6,6,1,20,Audiovisual,TE,3,3,2.3,Office and cafe
Human,6,6,1,21,Audiovisual,TE,48,48,30,Campus and outside
Human,6,6,1,22,Audiovisual,TE,24,24,8.2,Office and cafe
Human,6,6,1,23,Audiovisual,TE,64,64,54.3,Office and cafe
