Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,VideoType
Human,29,27,1,33,Audiovisual,TE,48,48,20.2,Office and cafe
Human,29,27,1,34,Audiovisual,TE,8,8,5.6,Office and cafe
Human,29,27,1,35,Audiovisual,TE,8,8,3.2,Office and cafe
Human,29,27,1,36,Audiovisual,TE,16,16,8.5,Office and cafe
Human,29,27,1,37,Audiovisual,TE,24,24,20,City
Human,29,27,1,38,Audiovisual,TE,1.5,1.5,1.3,Office and cafe
Human,29,27,1,39,Audiovisual,TE,8,8,4.5,Office and cafe
Human,29,27,1,40,Audiovisual,TE,2,2,1.4,Office and cafe
Human,29,27,1,41,Audiovisual,TE,1,1,1,Office and cafe
Human,29,27,1,42,Audiovisual,TE,3,3,2,Office and cafe
Human,29,27,1,43,Audiovisual,TE,6,6,4,Office and cafe
Human,29,27,1,44,Audiovisual,TE,2,2,2.2,City
Human,29,27,1,45,Audiovisual,TE,16,16,8.5,Office and cafe
Human,29,27,1,46,Audiovisual,TE,64,64,19.5,Campus and outside
Human,29,27,1,47,Audiovisual,TE,3,3,2.9,Office and cafe
Human,29,27,1,48,Audiovisual,TE,64,64,30,Office and cafe
Human,29,27,1,49,Audiovisual,TE,32,32,20.8,Office and cafe
Human,29,27,1,50,Audiovisual,TE,4,4,2.6,City
Human,29,27,1,51,Audiovisual,TE,1.5,1.5,1.3,City
Human,29,27,1,52,Audiovisual,TE,48,48,21,City
Human,29,27,1,53,Audiovisual,TE,8,8,4.7,City
Human,29,27,1,54,Audiovisual,TE,3,3,2.1,Campus and outside
Human,29,27,1,55,Audiovisual,TE,16,16,9.6,City
Human,29,27,1,56,Audiovisual,TE,2,2,1.5,Office and cafe
Human,29,27,1,57,Audiovisual,TE,1,1,0.4,Office and cafe
Human,29,27,1,58,Audiovisual,TE,16,16,5.8,City
Human,29,27,1,59,Audiovisual,TE,8,8,10,Campus and outside
Human,29,27,1,60,Audiovisual,TE,64,64,30.1,Campus and outside
Human,29,27,1,61,Audiovisual,TE,6,6,5,City
Human,29,27,1,62,Audiovisual,TE,8,8,2.8,Office and cafe
Human,29,27,1,63,Audiovisual,TE,6,6,3.3,Campus and outside
Human,29,27,1,64,Audiovisual,TE,64,64,30.2,City
Human,29,27,1,65,Audiovisual,TE,4,4,2.8,Office and cafe
Human,29,27,1,66,Audiovisual,TE,64,64,35.4,Office and cafe
Human,29,27,1,67,Audiovisual,TE,12,12,11.5,City
Human,29,27,1,68,Audiovisual,TE,32,32,19.2,Office and cafe
Human,29,27,1,69,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,29,27,1,70,Audiovisual,TE,3,3,1.8,City
Human,29,27,1,71,Audiovisual,TE,6,6,4.2,Office and cafe
Human,29,27,1,72,Audiovisual,TE,2,2,2,Office and cafe
Human,29,27,1,73,Audiovisual,TE,16,16,11.5,Office and cafe
Human,29,27,1,74,Audiovisual,TE,1.5,1.5,0.8,Office and cafe
Human,29,27,1,75,Audiovisual,TE,8,8,6.2,Campus and outside
Human,29,27,1,76,Audiovisual,TE,6,6,1.4,City
Human,29,27,1,77,Audiovisual,TE,1,1,1.1,Campus and outside
Human,29,27,1,78,Audiovisual,TE,48,48,23.3,Office and cafe
Human,29,27,1,79,Audiovisual,TE,1,1,0.7,Campus and outside
Human,29,27,1,80,Audiovisual,TE,2,2,1.4,Office and cafe
Human,30,28,1,1,Audiovisual,TE,64,64,60,City
Human,30,28,1,2,Audiovisual,TE,8,8,5,Campus and outside
Human,30,28,1,3,Audiovisual,TE,32,32,17,Office and cafe
Human,30,28,1,4,Audiovisual,TE,32,32,24,Office and cafe
Human,30,28,1,5,Audiovisual,TE,64,64,40,City
Human,30,28,1,6,Audiovisual,TE,24,24,20,Office and cafe
Human,30,28,1,7,Audiovisual,TE,2,2,2,City
Human,30,28,1,8,Audiovisual,TE,16,16,10,Office and cafe
Human,30,28,1,9,Audiovisual,TE,8,8,10,City
Human,30,28,1,10,Audiovisual,TE,16,16,15,Campus and outside
Human,30,28,1,11,Audiovisual,TE,64,64,30,Office and cafe
Human,30,28,1,12,Audiovisual,TE,4,4,3,Office and cafe
Human,30,28,1,13,Audiovisual,TE,6,6,4,Campus and outside
Human,30,28,1,14,Audiovisual,TE,6,6,5,City
Human,30,28,1,15,Audiovisual,TE,3,3,2,Office and cafe
Human,30,28,1,16,Audiovisual,TE,2,2,2,Campus and outside
Human,30,28,1,17,Audiovisual,TE,1.5,1.5,2,City
Human,30,28,1,18,Audiovisual,TE,48,48,15,Campus and outside
Human,30,28,1,19,Audiovisual,TE,6,6,3,City
Human,30,28,1,20,Audiovisual,TE,48,48,20,Office and cafe
Human,30,28,1,21,Audiovisual,TE,12,12,10,Campus and outside
Human,30,28,1,22,Audiovisual,TE,24,24,15,Office and cafe
Human,30,28,1,23,Audiovisual,TE,64,64,50,Office and cafe
Human,30,28,1,24,Audiovisual,TE,1,1,1,Office and cafe
Human,30,28,1,25,Audiovisual,TE,2,2,3,Campus and outside
Human,30,28,1,26,Audiovisual,TE,8,8,58.9,Office and cafe
Human,30,28,1,27,Audiovisual,TE,4,4,3,Office and cafe
Human,30,28,1,28,Audiovisual,TE,24,24,20,Office and cafe
Human,30,28,1,29,Audiovisual,TE,32,32,25,Office and cafe
Human,30,28,1,30,Audiovisual,TE,1,1,3,Office and cafe
Human,30,28,1,31,Audiovisual,TE,1.5,1.5,3,City
Human,30,28,1,32,Audiovisual,TE,24,24,10,Office and cafe
Human,30,28,1,33,Audiovisual,TE,8,8,7.8,Campus and outside
Human,30,28,1,34,Audiovisual,TE,4,4,3,Office and cafe
Human,30,28,1,35,Audiovisual,TE,2,2,4.5,Office and cafe
Human,30,28,1,36,Audiovisual,TE,8,8,5.6,Office and cafe
Human,30,28,1,37,Audiovisual,TE,64,64,60,Campus and outside
Human,30,28,1,38,Audiovisual,TE,8,8,6.9,Campus and outside
Human,30,28,1,39,Audiovisual,TE,12,12,10,Office and cafe
Human,30,28,1,40,Audiovisual,TE,64,64,15,Office and cafe
Human,30,28,1,41,Audiovisual,TE,8,8,6,Office and cafe
Human,30,28,1,42,Audiovisual,TE,2,2,2,Office and cafe
Human,30,28,1,43,Audiovisual,TE,12,12,7.1,City
Human,30,28,1,44,Audiovisual,TE,8,8,5,City
Human,30,28,1,45,Audiovisual,TE,64,64,60,Campus and outside
Human,30,28,1,46,Audiovisual,TE,3,3,2,Office and cafe
Human,30,28,1,47,Audiovisual,TE,2,2,2,Office and cafe
Human,30,28,1,48,Audiovisual,TE,64,64,50,City
Human,30,28,1,49,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,30,28,1,50,Audiovisual,TE,1,1,1,Office and cafe
Human,30,28,1,51,Audiovisual,TE,8,8,4,Office and cafe
Human,30,28,1,52,Audiovisual,TE,1.5,1.5,3,Campus and outside
Human,30,28,1,53,Audiovisual,TE,12,12,7.9,Campus and outside
Human,30,28,1,54,Audiovisual,TE,24,24,13,City
Human,30,28,1,55,Audiovisual,TE,24,24,10,Office and cafe
Human,30,28,1,56,Audiovisual,TE,8,8,6.6,Office and cafe
Human,30,28,1,57,Audiovisual,TE,6,6,5.1,Office and cafe
Human,30,28,1,58,Audiovisual,TE,16,16,6.9,Office and cafe
Human,30,28,1,59,Audiovisual,TE,6,6,4.4,Office and cafe
Human,30,28,1,60,Audiovisual,TE,1,1,1,City
Human,30,28,1,61,Audiovisual,TE,48,48,10,City
Human,30,28,1,62,Audiovisual,TE,24,24,20.2,Office and cafe
Human,30,28,1,63,Audiovisual,TE,3,3,4,Office and cafe
Human,30,28,1,64,Audiovisual,TE,48,48,30,City
Human,30,28,1,65,Audiovisual,TE,2,2,4.1,Campus and outside
Human,30,28,1,66,Audiovisual,TE,48,48,10,Office and cafe
Human,30,28,1,67,Audiovisual,TE,1.5,1.5,5,Office and cafe
Human,30,28,1,68,Audiovisual,TE,2,2,2,Office and cafe
Human,30,28,1,69,Audiovisual,TE,3,3,3,City
Human,30,28,1,70,Audiovisual,TE,16,16,6.9,Campus and outside
Human,30,28,1,71,Audiovisual,TE,16,16,6.3,Office and cafe
Human,30,28,1,72,Audiovisual,TE,16,16,13.5,Campus and outside
Human,30,28,1,73,Audiovisual,TE,3,3,3,Office and cafe
Human,30,28,1,74,Audiovisual,TE,64,64,25,Campus and outside
Human,30,28,1,75,Audiovisual,TE,48,48,15,Office and cafe
Human,30,28,1,76,Audiovisual,TE,3,3,3,Campus and outside
Human,30,28,1,77,Audiovisual,TE,4,4,3.4,Campus and outside
Human,30,28,1,78,Audiovisual,TE,48,48,19.5,City
Human,30,28,1,79,Audiovisual,TE,6,6,10,City
Human,30,28,1,80,Audiovisual,TE,24,24,22.4,City
Human,31,29,1,1,Audiovisual,TE,4,4,5,Office and cafe
Human,31,29,1,2,Audiovisual,TE,1.5,1.5,1.4,Office and cafe
Human,31,29,1,3,Audiovisual,TE,3,3,4.5,Campus and outside
Human,31,29,1,4,Audiovisual,TE,1.5,1.5,1.1,Office and cafe
Human,31,29,1,5,Audiovisual,TE,64,64,78.5,City
Human,31,29,1,6,Audiovisual,TE,64,64,44.9,Campus and outside
Human,31,29,1,7,Audiovisual,TE,3,3,4.1,Campus and outside
Human,31,29,1,8,Audiovisual,TE,24,24,30.1,Office and cafe
Human,31,29,1,9,Audiovisual,TE,48,48,35.3,City
Human,31,29,1,10,Audiovisual,TE,1.5,1.5,1.7,Office and cafe
Human,31,29,1,11,Audiovisual,TE,64,64,60.1,Office and cafe
Human,31,29,1,12,Audiovisual,TE,3,3,4.9,Office and cafe
Human,31,29,1,13,Audiovisual,TE,6,6,10.6,Office and cafe
Human,31,29,1,14,Audiovisual,TE,1,1,1,City
Human,31,29,1,15,Audiovisual,TE,3,3,5,City
Human,31,29,1,16,Audiovisual,TE,24,24,25.8,City
Human,31,29,1,17,Audiovisual,TE,24,24,30,Office and cafe
Human,31,29,1,18,Audiovisual,TE,1.5,1.5,3.4,City
Human,31,29,1,19,Audiovisual,TE,12,12,6.1,Office and cafe
Human,31,29,1,20,Audiovisual,TE,24,24,18.9,Office and cafe
Human,31,29,1,21,Audiovisual,TE,16,16,15.1,Campus and outside
Human,31,29,1,22,Audiovisual,TE,4,4,4.9,Office and cafe
Human,31,29,1,23,Audiovisual,TE,4,4,10.7,City
Human,31,29,1,24,Audiovisual,TE,12,12,15,City
Human,31,29,1,25,Audiovisual,TE,2,2,1.2,Office and cafe
Human,31,29,1,26,Audiovisual,TE,24,24,30.1,Office and cafe
Human,31,29,1,27,Audiovisual,TE,8,8,10,Campus and outside
Human,31,29,1,28,Audiovisual,TE,16,16,7.5,City
Human,31,29,1,29,Audiovisual,TE,2,2,2.4,City
Human,31,29,1,30,Audiovisual,TE,32,32,30.1,Office and cafe
Human,31,29,1,31,Audiovisual,TE,1.5,1.5,3.2,Office and cafe
Human,31,29,1,32,Audiovisual,TE,48,48,30,Office and cafe
Human,31,29,1,33,Audiovisual,TE,12,12,17.6,City
Human,31,29,1,34,Audiovisual,TE,3,3,6.2,Campus and outside
Human,31,29,1,35,Audiovisual,TE,1.5,1.5,1.2,Campus and outside
Human,31,29,1,36,Audiovisual,TE,24,24,35.5,Campus and outside
Human,31,29,1,37,Audiovisual,TE,32,32,35,Campus and outside
Human,31,29,1,38,Audiovisual,TE,24,24,21,Office and cafe
Human,31,29,1,39,Audiovisual,TE,6,6,3.5,Office and cafe
Human,31,29,1,40,Audiovisual,TE,1,1,1.9,Office and cafe
Human,31,29,1,41,Audiovisual,TE,6,6,7.8,Office and cafe
Human,31,29,1,42,Audiovisual,TE,48,48,30.2,Office and cafe
Human,31,29,1,43,Audiovisual,TE,6,6,3.4,City
Human,31,29,1,44,Audiovisual,TE,6,6,8.8,Campus and outside
Human,31,29,1,45,Audiovisual,TE,1,1,1,Campus and outside
Human,31,29,1,46,Audiovisual,TE,24,24,16.9,Campus and outside
Human,31,29,1,47,Audiovisual,TE,2,2,2.5,Campus and outside
Human,31,29,1,48,Audiovisual,TE,16,16,14.9,City
Human,31,29,1,49,Audiovisual,TE,8,8,10.5,Office and cafe
Human,31,29,1,50,Audiovisual,TE,3,3,2,Campus and outside
Human,31,29,1,51,Audiovisual,TE,2,2,4.9,Office and cafe
Human,31,29,1,52,Audiovisual,TE,32,32,30.1,Campus and outside
Human,31,29,1,53,Audiovisual,TE,48,48,25.6,Office and cafe
Human,31,29,1,54,Audiovisual,TE,1,1,2.1,Office and cafe
Human,31,29,1,55,Audiovisual,TE,1.5,1.5,3.2,Office and cafe
Human,31,29,1,56,Audiovisual,TE,1.5,1.5,2.3,Office and cafe
Human,31,29,1,57,Audiovisual,TE,6,6,10.9,Campus and outside
Human,31,29,1,58,Audiovisual,TE,48,48,60.2,Campus and outside
Human,31,29,1,59,Audiovisual,TE,6,6,10,Campus and outside
Human,31,29,1,60,Audiovisual,TE,4,4,6.8,Office and cafe
Human,31,29,1,61,Audiovisual,TE,24,24,20.4,Campus and outside
Human,31,29,1,62,Audiovisual,TE,12,12,10.4,Office and cafe
Human,31,29,1,63,Audiovisual,TE,32,32,30.2,Campus and outside
Human,31,29,1,64,Audiovisual,TE,1.5,1.5,0.9,City
Human,31,29,1,65,Audiovisual,TE,12,12,15.1,Campus and outside
Human,31,29,1,66,Audiovisual,TE,4,4,7.3,Office and cafe
Human,31,29,1,67,Audiovisual,TE,8,8,5.2,Office and cafe
Human,31,29,1,68,Audiovisual,TE,2,2,1.7,City
Human,31,29,1,69,Audiovisual,TE,4,4,4.9,Office and cafe
Human,31,29,1,70,Audiovisual,TE,2,2,6.4,City
Human,31,29,1,71,Audiovisual,TE,12,12,9.2,Campus and outside
Human,31,29,1,72,Audiovisual,TE,16,16,4.6,Campus and outside
Human,31,29,1,73,Audiovisual,TE,1.5,1.5,8.7,Office and cafe
Human,31,29,1,74,Audiovisual,TE,48,48,45.1,Campus and outside
Human,31,29,1,75,Audiovisual,TE,12,12,6.8,Office and cafe
Human,31,29,1,76,Audiovisual,TE,4,4,9.9,Office and cafe
Human,31,29,1,77,Audiovisual,TE,12,12,13.5,City
Human,31,29,1,78,Audiovisual,TE,1.5,1.5,2.2,Campus and outside
Human,31,29,1,79,Audiovisual,TE,48,48,60.1,Campus and outside
Human,31,29,1,80,Audiovisual,TE,2,2,5.3,Campus and outside
Human,32,30,1,1,Audiovisual,TE,1,1,1,Office and cafe
Human,32,30,1,2,Audiovisual,TE,64,64,60,Campus and outside
Human,32,30,1,3,Audiovisual,TE,6,6,4,Office and cafe
Human,32,30,1,4,Audiovisual,TE,1.5,1.5,2,Office and cafe
Human,32,30,1,5,Audiovisual,TE,2,2,2,City
Human,32,30,1,6,Audiovisual,TE,48,48,45.1,City
Human,32,30,1,7,Audiovisual,TE,16,16,20.8,Office and cafe
Human,32,30,1,8,Audiovisual,TE,32,32,15.1,Campus and outside
Human,32,30,1,9,Audiovisual,TE,16,16,7.9,Campus and outside
Human,32,30,1,10,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,32,30,1,11,Audiovisual,TE,32,32,20,Office and cafe
Human,32,30,1,12,Audiovisual,TE,12,12,8.1,City
Human,32,30,1,13,Audiovisual,TE,4,4,4,Office and cafe
Human,32,30,1,14,Audiovisual,TE,48,48,30,Office and cafe
Human,32,30,1,15,Audiovisual,TE,8,8,8.1,Office and cafe
Human,32,30,1,16,Audiovisual,TE,1.5,1.5,2,City
Human,32,30,1,17,Audiovisual,TE,6,6,6.9,City
Human,32,30,1,18,Audiovisual,TE,64,64,60.1,Office and cafe
Human,32,30,1,19,Audiovisual,TE,1,1,2,City
Human,32,30,1,20,Audiovisual,TE,6,6,6,City
Human,32,30,1,21,Audiovisual,TE,2,2,2,Office and cafe
Human,32,30,1,22,Audiovisual,TE,1.5,1.5,1,City
Human,32,30,1,23,Audiovisual,TE,8,8,5,Campus and outside
Human,32,30,1,24,Audiovisual,TE,1,1,1.5,Campus and outside
Human,32,30,1,25,Audiovisual,TE,12,12,15,Office and cafe
Human,32,30,1,26,Audiovisual,TE,24,24,15.1,Campus and outside
Human,32,30,1,27,Audiovisual,TE,4,4,4,Campus and outside
Human,32,30,1,28,Audiovisual,TE,24,24,20.7,City
Human,32,30,1,29,Audiovisual,TE,6,6,5.5,Campus and outside
Human,32,30,1,30,Audiovisual,TE,1,1,1.5,City
Human,32,30,1,31,Audiovisual,TE,4,4,3,Campus and outside
Human,32,30,1,32,Audiovisual,TE,64,64,40.8,City
Human,32,30,1,33,Audiovisual,TE,12,12,10,City
Human,32,30,1,34,Audiovisual,TE,1,1,2,Office and cafe
Human,32,30,1,35,Audiovisual,TE,48,48,59.9,City
Human,32,30,1,36,Audiovisual,TE,12,12,8.1,Campus and outside
Human,32,30,1,37,Audiovisual,TE,8,8,3,Office and cafe
Human,32,30,1,38,Audiovisual,TE,24,24,20.8,Office and cafe
Human,32,30,1,39,Audiovisual,TE,48,48,29.9,Office and cafe
Human,32,30,1,40,Audiovisual,TE,48,48,55,City
Human,32,30,1,41,Audiovisual,TE,8,8,4,Office and cafe
Human,32,30,1,42,Audiovisual,TE,3,3,2,Office and cafe
Human,32,30,1,43,Audiovisual,TE,48,48,70,City
Human,32,30,1,44,Audiovisual,TE,3,3,3,Campus and outside
Human,32,30,1,45,Audiovisual,TE,6,6,4,City
Human,32,30,1,46,Audiovisual,TE,6,6,23.3,City
Human,32,30,1,47,Audiovisual,TE,64,64,74.9,Office and cafe
Human,32,30,1,48,Audiovisual,TE,6,6,6,Office and cafe
Human,32,30,1,49,Audiovisual,TE,24,24,30,Office and cafe
Human,32,30,1,50,Audiovisual,TE,2,2,2,City
Human,32,30,1,51,Audiovisual,TE,6,6,6,Campus and outside
Human,32,30,1,52,Audiovisual,TE,48,48,45,Campus and outside
Human,32,30,1,53,Audiovisual,TE,64,64,70,City
Human,32,30,1,54,Audiovisual,TE,2,2,2,City
Human,32,30,1,55,Audiovisual,TE,2,2,1.5,Office and cafe
Human,32,30,1,56,Audiovisual,TE,64,64,45,Office and cafe
Human,32,30,1,57,Audiovisual,TE,2,2,2,City
Human,32,30,1,58,Audiovisual,TE,1.5,1.5,1.5,City
Human,32,30,1,59,Audiovisual,TE,6,6,4,City
Human,32,30,1,60,Audiovisual,TE,16,16,8.1,City
Human,32,30,1,61,Audiovisual,TE,48,48,29.9,Office and cafe
Human,32,30,1,62,Audiovisual,TE,24,24,21,Office and cafe
Human,32,30,1,63,Audiovisual,TE,12,12,10,Office and cafe
Human,32,30,1,64,Audiovisual,TE,24,24,15.1,Campus and outside
Human,32,30,1,65,Audiovisual,TE,4,4,4,Office and cafe
Human,32,30,1,66,Audiovisual,TE,16,16,6,Campus and outside
Human,32,30,1,67,Audiovisual,TE,1,1,2,Office and cafe
Human,32,30,1,68,Audiovisual,TE,48,48,37.5,City
Human,32,30,1,69,Audiovisual,TE,4,4,4,Office and cafe
Human,32,30,1,70,Audiovisual,TE,24,24,10.1,City
Human,32,30,1,71,Audiovisual,TE,48,48,25,Campus and outside
Human,32,30,1,72,Audiovisual,TE,48,48,35,City
Human,32,30,1,73,Audiovisual,TE,6,6,6,Office and cafe
Human,32,30,1,74,Audiovisual,TE,16,16,10,Campus and outside
Human,32,30,1,75,Audiovisual,TE,24,24,20,Office and cafe
Human,32,30,1,76,Audiovisual,TE,1,1,2,Office and cafe
Human,32,30,1,77,Audiovisual,TE,16,16,15,Campus and outside
Human,32,30,1,78,Audiovisual,TE,3,3,3,City
Human,32,30,1,79,Audiovisual,TE,8,8,6,City
Human,32,30,1,80,Audiovisual,TE,64,64,45,Office and cafe
Human,33,31,1,1,Audiovisual,TE,24,24,10,Campus and outside
Human,33,31,1,2,Audiovisual,TE,64,64,60,Office and cafe
Human,33,31,1,3,Audiovisual,TE,12,12,7.5,Campus and outside
Human,33,31,1,4,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,33,31,1,5,Audiovisual,TE,48,48,30,Office and cafe
Human,33,31,1,6,Audiovisual,TE,24,24,11,Office and cafe
Human,33,31,1,7,Audiovisual,TE,24,24,13,Office and cafe
Human,33,31,1,8,Audiovisual,TE,6,6,3,Office and cafe
Human,33,31,1,9,Audiovisual,TE,4,4,1.5,Office and cafe
Human,33,31,1,10,Audiovisual,TE,4,4,1,Office and cafe
Human,33,31,1,11,Audiovisual,TE,32,32,20,City
Human,33,31,1,12,Audiovisual,TE,24,24,15,City
Human,33,31,1,13,Audiovisual,TE,8,8,2.5,Office and cafe
Human,33,31,1,14,Audiovisual,TE,24,24,8.1,Office and cafe
Human,33,31,1,15,Audiovisual,TE,6,6,2.5,City
Human,33,31,1,16,Audiovisual,TE,1,1,1,Campus and outside
Human,33,31,1,17,Audiovisual,TE,1,1,0.8,Office and cafe
Human,33,31,1,18,Audiovisual,TE,6,6,2,City
Human,33,31,1,19,Audiovisual,TE,12,12,3,City
Human,33,31,1,20,Audiovisual,TE,6,6,1.5,Office and cafe
Human,33,31,1,21,Audiovisual,TE,6,6,3,Office and cafe
Human,33,31,1,22,Audiovisual,TE,1,1,0.7,Campus and outside
Human,33,31,1,23,Audiovisual,TE,16,16,5,Office and cafe
Human,33,31,1,24,Audiovisual,TE,32,32,50.5,City
Human,33,31,1,25,Audiovisual,TE,1,1,0.6,Office and cafe
Human,33,31,1,26,Audiovisual,TE,4,4,2,Campus and outside
Human,33,31,1,27,Audiovisual,TE,24,24,8.2,City
Human,33,31,1,28,Audiovisual,TE,3,3,1,Office and cafe
Human,33,31,1,29,Audiovisual,TE,8,8,4,Office and cafe
Human,33,31,1,30,Audiovisual,TE,16,16,5.1,City
Human,33,31,1,31,Audiovisual,TE,64,64,70,Campus and outside
Human,33,31,1,32,Audiovisual,TE,6,6,2,Office and cafe
Human,33,31,1,33,Audiovisual,TE,12,12,5,Campus and outside
Human,33,31,1,34,Audiovisual,TE,12,12,7.1,Campus and outside
Human,33,31,1,35,Audiovisual,TE,48,48,15,Office and cafe
Human,33,31,1,36,Audiovisual,TE,48,48,30,Office and cafe
Human,33,31,1,37,Audiovisual,TE,16,16,15,Office and cafe
Human,33,31,1,38,Audiovisual,TE,1,1,1,City
Human,33,31,1,39,Audiovisual,TE,16,16,5,City
Human,33,31,1,40,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,33,31,1,41,Audiovisual,TE,2,2,0.7,Office and cafe
Human,33,31,1,42,Audiovisual,TE,1,1,0.9,Office and cafe
Human,33,31,1,43,Audiovisual,TE,16,16,9,Campus and outside
Human,33,31,1,44,Audiovisual,TE,6,6,1,Office and cafe
Human,33,31,1,45,Audiovisual,TE,32,32,10,Office and cafe
Human,33,31,1,46,Audiovisual,TE,6,6,2,Office and cafe
Human,33,31,1,47,Audiovisual,TE,64,64,50,Office and cafe
Human,33,31,1,48,Audiovisual,TE,2,2,1,Office and cafe
Human,33,31,1,49,Audiovisual,TE,2,2,1,Campus and outside
Human,33,31,1,50,Audiovisual,TE,4,4,1.3,Office and cafe
Human,33,31,1,51,Audiovisual,TE,1,1,0.8,Campus and outside
Human,33,31,1,52,Audiovisual,TE,1,1,0.6,Campus and outside
Human,33,31,1,53,Audiovisual,TE,8,8,1.5,Office and cafe
Human,33,31,1,54,Audiovisual,TE,12,12,4,Office and cafe
Human,33,31,1,55,Audiovisual,TE,16,16,6,Campus and outside
Human,33,31,1,56,Audiovisual,TE,8,8,3,Office and cafe
Human,33,31,1,57,Audiovisual,TE,3,3,1,City
Human,33,31,1,58,Audiovisual,TE,48,48,11,Office and cafe
Human,33,31,1,59,Audiovisual,TE,32,32,9,Office and cafe
Human,33,31,1,60,Audiovisual,TE,8,8,5.1,City
Human,33,31,1,61,Audiovisual,TE,1.5,1.5,0.7,Office and cafe
Human,33,31,1,62,Audiovisual,TE,24,24,9,Office and cafe
Human,33,31,1,63,Audiovisual,TE,1,1,0.6,Office and cafe
Human,33,31,1,64,Audiovisual,TE,32,32,10,City
Human,33,31,1,65,Audiovisual,TE,32,32,15,Campus and outside
Human,33,31,1,66,Audiovisual,TE,2,2,1,Office and cafe
Human,33,31,1,67,Audiovisual,TE,48,48,12,Campus and outside
Human,33,31,1,68,Audiovisual,TE,32,32,13,Campus and outside
Human,33,31,1,69,Audiovisual,TE,4,4,1.5,Office and cafe
Human,33,31,1,70,Audiovisual,TE,6,6,3.5,Office and cafe
Human,33,31,1,71,Audiovisual,TE,48,48,15,Office and cafe
Human,33,31,1,72,Audiovisual,TE,24,24,10,City
Human,33,31,1,73,Audiovisual,TE,48,48,15,Office and cafe
Human,33,31,1,74,Audiovisual,TE,3,3,1,Office and cafe
Human,33,31,1,75,Audiovisual,TE,64,64,60.1,Office and cafe
Human,33,31,1,76,Audiovisual,TE,16,16,4.5,City
Human,33,31,1,77,Audiovisual,TE,48,48,30,Office and cafe
Human,33,31,1,78,Audiovisual,TE,1,1,1,City
Human,33,31,1,79,Audiovisual,TE,2,2,1.5,Campus and outside
Human,33,31,1,80,Audiovisual,TE,1.5,1.5,0.8,Office and cafe
Human,34,32,1,1,Audiovisual,TE,48,48,25,Office and cafe
Human,34,32,1,2,Audiovisual,TE,1.5,1.5,1,City
Human,34,32,1,3,Audiovisual,TE,48,48,30,City
Human,34,32,1,4,Audiovisual,TE,2,2,1,Campus and outside
Human,34,32,1,5,Audiovisual,TE,2,2,2,City
Human,34,32,1,6,Audiovisual,TE,1,1,1,Campus and outside
Human,34,32,1,7,Audiovisual,TE,12,12,12,Office and cafe
Human,34,32,1,8,Audiovisual,TE,6,6,3,Office and cafe
Human,34,32,1,9,Audiovisual,TE,3,3,1,Campus and outside
Human,34,32,1,10,Audiovisual,TE,8,8,6,City
Human,34,32,1,11,Audiovisual,TE,1,1,1,City
Human,34,32,1,12,Audiovisual,TE,2,2,1,City
Human,34,32,1,13,Audiovisual,TE,48,48,25,City
Human,34,32,1,14,Audiovisual,TE,8,8,6.1,Office and cafe
Human,34,32,1,15,Audiovisual,TE,6,6,5,Campus and outside
Human,34,32,1,16,Audiovisual,TE,24,24,10,Office and cafe
Human,34,32,1,17,Audiovisual,TE,16,16,7.1,City
Human,34,32,1,18,Audiovisual,TE,32,32,15,Campus and outside
Human,34,32,1,19,Audiovisual,TE,4,4,2,Office and cafe
Human,34,32,1,20,Audiovisual,TE,6,6,4,Campus and outside
Human,34,32,1,21,Audiovisual,TE,2,2,1,Campus and outside
Human,34,32,1,22,Audiovisual,TE,12,12,6,Office and cafe
Human,34,32,1,23,Audiovisual,TE,32,32,12,Office and cafe
Human,34,32,1,24,Audiovisual,TE,24,24,12,Office and cafe
Human,34,32,1,25,Audiovisual,TE,8,8,5,Office and cafe
Human,34,32,1,26,Audiovisual,TE,6,6,4,City
Human,34,32,1,27,Audiovisual,TE,4,4,4,City
Human,34,32,1,28,Audiovisual,TE,1.5,1.5,1,Campus and outside
Human,34,32,1,29,Audiovisual,TE,1.5,1.5,1,Office and cafe
Human,34,32,1,30,Audiovisual,TE,4,4,3,Office and cafe
Human,34,32,1,31,Audiovisual,TE,64,64,25,Office and cafe
Human,34,32,1,32,Audiovisual,TE,1,1,1,City
Human,34,32,1,33,Audiovisual,TE,12,12,8.1,City
Human,34,32,1,34,Audiovisual,TE,24,24,10,City
Human,34,32,1,35,Audiovisual,TE,16,16,10,Campus and outside
Human,34,32,1,36,Audiovisual,TE,48,48,20,Office and cafe
Human,34,32,1,37,Audiovisual,TE,2,2,2,City
Human,34,32,1,38,Audiovisual,TE,3,3,2,City
Human,34,32,1,39,Audiovisual,TE,2,2,2,Office and cafe
Human,34,32,1,40,Audiovisual,TE,12,12,5,Campus and outside
Human,34,32,1,41,Audiovisual,TE,3,3,2,Office and cafe
Human,34,32,1,42,Audiovisual,TE,12,12,6,City
Human,34,32,1,43,Audiovisual,TE,32,32,12,City
Human,34,32,1,44,Audiovisual,TE,12,12,10,Campus and outside
