Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,streamDur,Response,versionName,repGoal
Human,18,1,Motor,58,Visual,TE,5.75,3,7.16,5.75,7.159,Calibrated,Stream
Human,18,1,Motor,59,Visual,TE,1,1,2.32,6.75,7.852,Calibrated,Target
Human,18,1,Motor,59,Visual,TE,6.75,1,7.85,6.75,7.852,Calibrated,Stream
Human,18,1,Motor,60,Visual,TE,4.5,4.5,3.22,6.75,6.963,Calibrated,Target
Human,18,1,Motor,60,Visual,TE,6.75,4.5,6.96,6.75,6.963,Calibrated,Stream
Human,18,1,Motor,61,Visual,TE,1.5,1.5,2.16,4.75,5.744,Calibrated,Target
Human,18,1,Motor,61,Visual,TE,4.75,1.5,5.74,4.75,5.744,Calibrated,Stream
Human,18,1,Motor,62,Visual,TE,4.5,4.5,4.38,6.75,6.795,Calibrated,Target
Human,18,1,Motor,62,Visual,TE,6.75,4.5,6.8,6.75,6.795,Calibrated,Stream
Human,18,1,Motor,63,Visual,TE,3,3,2.98,4.75,6.909,Calibrated,Target
Human,18,1,Motor,63,Visual,TE,4.75,3,6.91,4.75,6.909,Calibrated,Stream
Human,18,1,Motor,64,Visual,TE,2,2,3.02,6.75,9.096,Calibrated,Target
Human,18,1,Motor,64,Visual,TE,6.75,2,9.1,6.75,9.096,Calibrated,Stream
Human,18,1,Motor,65,Visual,TE,5.5,5.5,3.5,6.75,6.843,Calibrated,Target
Human,18,1,Motor,65,Visual,TE,6.75,5.5,6.84,6.75,6.843,Calibrated,Stream
Human,18,1,Motor,66,Visual,TE,2,2,3.73,6.25,8.303,Calibrated,Target
Human,18,1,Motor,66,Visual,TE,6.25,2,8.3,6.25,8.303,Calibrated,Stream
Human,18,1,Motor,67,Visual,TE,5.5,5.5,4.94,7.25,6.536,Calibrated,Target
Human,18,1,Motor,67,Visual,TE,7.25,5.5,6.54,7.25,6.536,Calibrated,Stream
Human,18,1,Motor,68,Visual,TE,1,1,1.18,4.75,5.815,Calibrated,Target
Human,18,1,Motor,68,Visual,TE,4.75,1,5.82,4.75,5.815,Calibrated,Stream
Human,18,1,Motor,69,Visual,TE,3.5,3.5,4.5,6.25,6.651,Calibrated,Target
Human,18,1,Motor,69,Visual,TE,6.25,3.5,6.65,6.25,6.651,Calibrated,Stream
Human,18,1,Motor,70,Visual,TE,3,3,4.37,7.25,7.974,Calibrated,Target
Human,18,1,Motor,70,Visual,TE,7.25,3,7.97,7.25,7.974,Calibrated,Stream
Human,18,1,Motor,71,Visual,TE,2,2,2.3,4.75,4.443,Calibrated,Target
Human,18,1,Motor,71,Visual,TE,4.75,2,4.44,4.75,4.443,Calibrated,Stream
Human,18,1,Motor,72,Visual,TE,3.5,3.5,2.96,5.25,6.213,Calibrated,Target
Human,18,1,Motor,72,Visual,TE,5.25,3.5,6.21,5.25,6.213,Calibrated,Stream
Human,18,1,Line,85,Visual,TE,4,4,4.18,5.75,2.996261211,Calibrated,Target
Human,18,1,Line,85,Visual,TE,5.75,4,6.04,5.75,2.996261211,Calibrated,Stream
Human,18,1,Line,86,Visual,TE,3.5,3.5,4.27,4.75,3.803165999,Calibrated,Target
Human,18,1,Line,86,Visual,TE,4.75,3.5,6.1,4.75,3.803165999,Calibrated,Stream
Human,18,1,Line,87,Visual,TE,3.5,3.5,3.85,4.75,3.686521388,Calibrated,Target
Human,18,1,Line,87,Visual,TE,4.75,3.5,5.66,4.75,3.686521388,Calibrated,Stream
Human,18,1,Line,88,Visual,TE,3.5,3.5,3.78,4.75,3.142153608,Calibrated,Target
Human,18,1,Line,88,Visual,TE,4.75,3.5,5.19,4.75,3.142153608,Calibrated,Stream
Human,18,1,Line,89,Visual,TE,2.5,2.5,3.69,5.75,5.084574171,Calibrated,Target
Human,18,1,Line,89,Visual,TE,5.75,2.5,5.93,5.75,5.084574171,Calibrated,Stream
Human,18,1,Line,90,Visual,TE,2.5,2.5,4.34,4.75,2.998226901,Calibrated,Target
Human,18,1,Line,90,Visual,TE,4.75,2.5,6.76,4.75,2.998226901,Calibrated,Stream
Human,18,1,Line,91,Visual,TE,1.5,1.5,2.95,6.75,2.420146274,Calibrated,Target
Human,18,1,Line,91,Visual,TE,6.75,1.5,5.15,6.75,2.420146274,Calibrated,Stream
Human,18,1,Line,92,Visual,TE,1.5,1.5,2.53,4.75,2.903274003,Calibrated,Target
Human,18,1,Line,92,Visual,TE,4.75,1.5,5.24,4.75,2.903274003,Calibrated,Stream
Human,18,1,Line,93,Visual,TE,4,4,3.09,5.25,3.664825751,Calibrated,Target
Human,18,1,Line,93,Visual,TE,5.25,4,4.21,5.25,3.664825751,Calibrated,Stream
Human,18,1,Line,94,Visual,TE,3,3,3.22,6.25,3.140925656,Calibrated,Target
Human,18,1,Line,94,Visual,TE,6.25,3,5.94,6.25,3.140925656,Calibrated,Stream
Human,18,1,Line,95,Visual,TE,3,3,3.76,7.25,2.482945414,Calibrated,Target
Human,18,1,Line,95,Visual,TE,7.25,3,6.35,7.25,2.482945414,Calibrated,Stream
Human,18,1,Line,96,Visual,TE,1.5,1.5,3.17,5.75,3.266622039,Calibrated,Target
Human,18,1,Line,96,Visual,TE,5.75,1.5,6.12,5.75,3.266622039,Calibrated,Stream
Human,18,1,Line,97,Visual,TE,1.5,1.5,3.12,6.25,2.08608768,Calibrated,Target
Human,18,1,Line,97,Visual,TE,6.25,1.5,8.01,6.25,2.08608768,Calibrated,Stream
Human,18,1,Line,98,Visual,TE,4,4,4.32,5.75,3.586854999,Calibrated,Target
Human,18,1,Line,98,Visual,TE,5.75,4,2.63,5.75,3.586854999,Calibrated,Stream
Human,18,1,Line,99,Visual,TE,1.5,1.5,2.58,6.75,2.655707872,Calibrated,Target
Human,18,1,Line,99,Visual,TE,6.75,1.5,5.25,6.75,2.655707872,Calibrated,Stream
Human,18,1,Line,100,Visual,TE,2.5,2.5,2.85,6.75,2.147387197,Calibrated,Target
Human,18,1,Line,100,Visual,TE,6.75,2.5,6.72,6.75,2.147387197,Calibrated,Stream
Human,18,1,Line,101,Visual,TE,1,1,2.81,6.75,2.380793539,Calibrated,Target
Human,18,1,Line,101,Visual,TE,6.75,1,7.52,6.75,2.380793539,Calibrated,Stream
Human,18,1,Line,102,Visual,TE,4,4,2.67,5.25,3.697636651,Calibrated,Target
Human,18,1,Line,102,Visual,TE,5.25,4,5.24,5.25,3.697636651,Calibrated,Stream
Human,18,1,Line,103,Visual,TE,2,2,1.41,4.75,2.33970694,Calibrated,Target
Human,18,1,Line,103,Visual,TE,4.75,2,4.33,4.75,2.33970694,Calibrated,Stream
Human,18,1,Line,104,Visual,TE,1,1,1.76,5.25,4.977565727,Calibrated,Target
Human,18,1,Line,104,Visual,TE,5.25,1,5.49,5.25,4.977565727,Calibrated,Stream
Human,18,1,Line,105,Visual,TE,3.5,3.5,3.37,6.25,5.238935153,Calibrated,Target
Human,18,1,Line,105,Visual,TE,6.25,3.5,6,6.25,5.238935153,Calibrated,Stream
Human,18,1,Line,106,Visual,TE,2.5,2.5,4.22,7.25,1.868333807,Calibrated,Target
Human,18,1,Line,106,Visual,TE,7.25,2.5,6.99,7.25,1.868333807,Calibrated,Stream
Human,18,1,Line,107,Visual,TE,2.5,2.5,2.07,6.25,2.505527302,Calibrated,Target
Human,18,1,Line,107,Visual,TE,6.25,2.5,4.95,6.25,2.505527302,Calibrated,Stream
Human,18,1,Line,108,Visual,TE,2.5,2.5,2.36,6.75,3.381863922,Calibrated,Target
Human,18,1,Line,108,Visual,TE,6.75,2.5,5.59,6.75,3.381863922,Calibrated,Stream
Human,18,1,Line,109,Visual,TE,2.5,2.5,4.14,5.75,2.313018294,Calibrated,Target
Human,18,1,Line,109,Visual,TE,5.75,2.5,7.04,5.75,2.313018294,Calibrated,Stream
Human,18,1,Line,110,Visual,TE,4,4,4,5.25,4.288040269,Calibrated,Target
Human,18,1,Line,110,Visual,TE,5.25,4,5.99,5.25,4.288040269,Calibrated,Stream
Human,18,1,Line,111,Visual,TE,3.5,3.5,5.47,6.25,1.803140341,Calibrated,Target
Human,18,1,Line,111,Visual,TE,6.25,3.5,7.66,6.25,1.803140341,Calibrated,Stream
Human,18,1,Line,112,Visual,TE,2,2,2.27,6.25,2.670636489,Calibrated,Target
Human,18,1,Line,112,Visual,TE,6.25,2,6.34,6.25,2.670636489,Calibrated,Stream
Human,18,1,Line,113,Visual,TE,1,1,1.82,5.75,3.268711791,Calibrated,Target
Human,18,1,Line,113,Visual,TE,5.75,1,5.48,5.75,3.268711791,Calibrated,Stream
Human,18,1,Line,114,Visual,TE,1.5,1.5,3.22,7.25,2.498932038,Calibrated,Target
Human,18,1,Line,114,Visual,TE,7.25,1.5,7.07,7.25,2.498932038,Calibrated,Stream
Human,18,1,Line,115,Visual,TE,3.5,3.5,4.69,7.25,2.311421775,Calibrated,Target
Human,18,1,Line,115,Visual,TE,7.25,3.5,6.9,7.25,2.311421775,Calibrated,Stream
Human,18,1,Line,116,Visual,TE,2,2,3.13,7.25,2.987493486,Calibrated,Target
Human,18,1,Line,116,Visual,TE,7.25,2,6.53,7.25,2.987493486,Calibrated,Stream
Human,18,1,Line,117,Visual,TE,2.5,2.5,3.17,6.25,2.553497739,Calibrated,Target
Human,18,1,Line,117,Visual,TE,6.25,2.5,5.17,6.25,2.553497739,Calibrated,Stream
Human,18,1,Line,118,Visual,TE,2,2,3.18,5.75,2.261642613,Calibrated,Target
Human,18,1,Line,118,Visual,TE,5.75,2,6.71,5.75,2.261642613,Calibrated,Stream
Human,18,1,Line,119,Visual,TE,4,4,4.85,5.25,2.079851022,Calibrated,Target
Human,18,1,Line,119,Visual,TE,5.25,4,6.86,5.25,2.079851022,Calibrated,Stream
Human,18,1,Line,120,Visual,TE,4,4,2.37,5.25,2.860901797,Calibrated,Target
Human,18,1,Line,120,Visual,TE,5.25,4,4.77,5.25,2.860901797,Calibrated,Stream
Human,18,1,Line,121,Visual,TE,2,2,2.79,7.25,2.274040767,Calibrated,Target
Human,18,1,Line,121,Visual,TE,7.25,2,6.13,7.25,2.274040767,Calibrated,Stream
Human,18,1,Line,122,Visual,TE,2.5,2.5,2.99,5.25,2.838528794,Calibrated,Target
Human,18,1,Line,122,Visual,TE,5.25,2.5,4.32,5.25,2.838528794,Calibrated,Stream
Human,18,1,Line,123,Visual,TE,1,1,1.92,5.75,3.105040347,Calibrated,Target
Human,18,1,Line,123,Visual,TE,5.75,1,5.61,5.75,3.105040347,Calibrated,Stream
Human,18,1,Line,124,Visual,TE,2.5,2.5,3.01,5.75,2.966094876,Calibrated,Target
Human,18,1,Line,124,Visual,TE,5.75,2.5,4.7,5.75,2.966094876,Calibrated,Stream
Human,18,1,Line,125,Visual,TE,3.5,3.5,2.32,7.25,3.448547352,Calibrated,Target
Human,18,1,Line,125,Visual,TE,7.25,3.5,6.49,7.25,3.448547352,Calibrated,Stream
Human,18,1,Line,126,Visual,TE,1,1,2.44,7.25,3.86498652,Calibrated,Target
Human,18,1,Line,126,Visual,TE,7.25,1,7.56,7.25,3.86498652,Calibrated,Stream
Human,18,1,Line,127,Visual,TE,1,1,1.93,5.25,2.16858477,Calibrated,Target
Human,18,1,Line,127,Visual,TE,5.25,1,6.99,5.25,2.16858477,Calibrated,Stream
Human,18,1,Line,128,Visual,TE,1,1,1.86,6.25,2.217784367,Calibrated,Target
Human,18,1,Line,128,Visual,TE,6.25,1,5.86,6.25,2.217784367,Calibrated,Stream
Human,18,1,Line,129,Visual,TE,2,2,2.29,5.25,2.014496063,Calibrated,Target
Human,18,1,Line,129,Visual,TE,5.25,2,5.61,5.25,2.014496063,Calibrated,Stream
Human,18,1,Line,130,Visual,TE,3,3,4.84,5.75,1.48828918,Calibrated,Target
Human,18,1,Line,130,Visual,TE,5.75,3,6.23,5.75,1.48828918,Calibrated,Stream
Human,18,1,Line,131,Visual,TE,1,1,2.25,6.75,2.615869148,Calibrated,Target
Human,18,1,Line,131,Visual,TE,6.75,1,6.82,6.75,2.615869148,Calibrated,Stream
Human,18,1,Line,132,Visual,TE,4.5,4.5,3.56,6.75,3.229819086,Calibrated,Target
Human,18,1,Line,132,Visual,TE,6.75,4.5,5.78,6.75,3.229819086,Calibrated,Stream
Human,18,1,Line,133,Visual,TE,1.5,1.5,1.75,4.75,4.33626004,Calibrated,Target
Human,18,1,Line,133,Visual,TE,4.75,1.5,5.67,4.75,4.33626004,Calibrated,Stream
Human,18,1,Line,134,Visual,TE,4.5,4.5,3.24,6.75,2.660535162,Calibrated,Target
Human,18,1,Line,134,Visual,TE,6.75,4.5,6.9,6.75,2.660535162,Calibrated,Stream
Human,18,1,Line,135,Visual,TE,3,3,1.9,4.75,1.793048673,Calibrated,Target
Human,18,1,Line,135,Visual,TE,4.75,3,3.31,4.75,1.793048673,Calibrated,Stream
Human,18,1,Line,136,Visual,TE,2,2,3.19,6.75,1.633496664,Calibrated,Target
Human,18,1,Line,136,Visual,TE,6.75,2,6.42,6.75,1.633496664,Calibrated,Stream
Human,18,1,Line,137,Visual,TE,5.5,5.5,4.67,6.75,1.834512291,Calibrated,Target
Human,18,1,Line,137,Visual,TE,6.75,5.5,6.5,6.75,1.834512291,Calibrated,Stream
Human,18,1,Line,138,Visual,TE,2,2,3.24,6.25,2.915338605,Calibrated,Target
Human,18,1,Line,138,Visual,TE,6.25,2,7.36,6.25,2.915338605,Calibrated,Stream
Human,18,1,Line,139,Visual,TE,5.5,5.5,6.19,7.25,1.408320139,Calibrated,Target
Human,18,1,Line,139,Visual,TE,7.25,5.5,7.55,7.25,1.408320139,Calibrated,Stream
Human,18,1,Line,140,Visual,TE,1,1,2.33,4.75,2.501675612,Calibrated,Target
Human,18,1,Line,140,Visual,TE,4.75,1,5.35,4.75,2.501675612,Calibrated,Stream
Human,18,1,Line,141,Visual,TE,3.5,3.5,3.99,6.25,1.410913992,Calibrated,Target
Human,18,1,Line,141,Visual,TE,6.25,3.5,5.05,6.25,1.410913992,Calibrated,Stream
Human,18,1,Line,142,Visual,TE,3,3,4.17,7.25,2.238653219,Calibrated,Target
Human,18,1,Line,142,Visual,TE,7.25,3,5.89,7.25,2.238653219,Calibrated,Stream
Human,18,1,Line,143,Visual,TE,2,2,3.65,4.75,1.314533614,Calibrated,Target
Human,18,1,Line,143,Visual,TE,4.75,2,6.33,4.75,1.314533614,Calibrated,Stream
Human,18,1,Line,144,Visual,TE,3.5,3.5,4.35,5.25,2.092059912,Calibrated,Target
Human,18,1,Line,144,Visual,TE,5.25,3.5,6.02,5.25,2.092059912,Calibrated,Stream
Human,22,1,Motor,13,Visual,TE,1,1,1.59,4.75,4.134,Calibrated,Target
Human,22,1,Motor,13,Visual,TE,4.75,1,4.13,4.75,4.134,Calibrated,Stream
Human,22,1,Motor,14,Visual,TE,1,1,1.67,4.75,4.71,Calibrated,Target
Human,22,1,Motor,14,Visual,TE,4.75,1,4.71,4.75,4.71,Calibrated,Stream
Human,22,1,Motor,15,Visual,TE,1,1,1.27,5.75,5.835,Calibrated,Target
Human,22,1,Motor,15,Visual,TE,5.75,1,5.84,5.75,5.835,Calibrated,Stream
Human,22,1,Motor,16,Visual,TE,1,1,1.61,6.75,1.915,Calibrated,Target
Human,22,1,Motor,16,Visual,TE,6.75,1,1.92,6.75,1.915,Calibrated,Stream
Human,22,1,Motor,17,Visual,TE,1.5,1.5,1.48,4.75,4.979,Calibrated,Target
Human,22,1,Motor,17,Visual,TE,4.75,1.5,4.98,4.75,4.979,Calibrated,Stream
Human,22,1,Motor,18,Visual,TE,3,3,3.17,6.75,7.047,Calibrated,Target
Human,22,1,Motor,18,Visual,TE,6.75,3,7.05,6.75,7.047,Calibrated,Stream
Human,22,1,Motor,19,Visual,TE,2.5,2.5,2.05,4.75,4.328,Calibrated,Target
Human,22,1,Motor,19,Visual,TE,4.75,2.5,4.33,4.75,4.328,Calibrated,Stream
Human,22,1,Motor,20,Visual,TE,1,1,2.11,5.75,4.847,Calibrated,Target
Human,22,1,Motor,20,Visual,TE,5.75,1,4.85,5.75,4.847,Calibrated,Stream
Human,22,1,Motor,21,Visual,TE,2,2,1.76,6.25,4.692,Calibrated,Target
Human,22,1,Motor,21,Visual,TE,6.25,2,4.69,6.25,4.692,Calibrated,Stream
Human,22,1,Motor,22,Visual,TE,2,2,1.27,6.25,4.921,Calibrated,Target
Human,22,1,Motor,22,Visual,TE,6.25,2,4.92,6.25,4.921,Calibrated,Stream
Human,22,1,Motor,23,Visual,TE,4.5,4.5,3.43,6.75,5.599,Calibrated,Target
Human,22,1,Motor,23,Visual,TE,6.75,4.5,5.6,6.75,5.599,Calibrated,Stream
Human,22,1,Motor,24,Visual,TE,2,2,1.36,4.75,3.36,Calibrated,Target
Human,22,1,Motor,24,Visual,TE,4.75,2,3.36,4.75,3.36,Calibrated,Stream
Human,22,1,Motor,25,Visual,TE,1.5,1.5,3.04,7.25,6.994,Calibrated,Target
Human,22,1,Motor,25,Visual,TE,7.25,1.5,6.99,7.25,6.994,Calibrated,Stream
Human,22,1,Motor,26,Visual,TE,2.5,2.5,3.1,5.75,5.19,Calibrated,Target
Human,22,1,Motor,26,Visual,TE,5.75,2.5,5.19,5.75,5.19,Calibrated,Stream
Human,22,1,Motor,27,Visual,TE,2.5,2.5,3.44,6.25,6.958,Calibrated,Target
Human,22,1,Motor,27,Visual,TE,6.25,2.5,6.96,6.25,6.958,Calibrated,Stream
Human,22,1,Motor,28,Visual,TE,3.5,3.5,4,7.25,7.878,Calibrated,Target
Human,22,1,Motor,28,Visual,TE,7.25,3.5,7.88,7.25,7.878,Calibrated,Stream
Human,22,1,Motor,29,Visual,TE,1.5,1.5,1.59,5.25,5.502,Calibrated,Target
Human,22,1,Motor,29,Visual,TE,5.25,1.5,5.5,5.25,5.502,Calibrated,Stream
Human,22,1,Motor,30,Visual,TE,2,2,2.39,4.75,5.431,Calibrated,Target
Human,22,1,Motor,30,Visual,TE,4.75,2,5.43,4.75,5.431,Calibrated,Stream
Human,22,1,Motor,31,Visual,TE,5.5,5.5,5.75,7.25,8.181,Calibrated,Target
Human,22,1,Motor,31,Visual,TE,7.25,5.5,8.18,7.25,8.181,Calibrated,Stream
Human,22,1,Motor,32,Visual,TE,3.5,3.5,3.32,6.75,6.436,Calibrated,Target
Human,22,1,Motor,32,Visual,TE,6.75,3.5,6.44,6.75,6.436,Calibrated,Stream
Human,22,1,Motor,33,Visual,TE,3,3,3.8,7.25,6.766,Calibrated,Target
Human,22,1,Motor,33,Visual,TE,7.25,3,6.77,7.25,6.766,Calibrated,Stream
Human,22,1,Motor,34,Visual,TE,4.5,4.5,4.7,6.25,8.079,Calibrated,Target
Human,22,1,Motor,34,Visual,TE,6.25,4.5,8.08,6.25,8.079,Calibrated,Stream
Human,22,1,Motor,35,Visual,TE,1,1,0.91,4.75,3.572,Calibrated,Target
Human,22,1,Motor,35,Visual,TE,4.75,1,3.57,4.75,3.572,Calibrated,Stream
Human,22,1,Motor,36,Visual,TE,3.5,3.5,4.05,5.75,6.979,Calibrated,Target
Human,22,1,Motor,36,Visual,TE,5.75,3.5,6.98,5.75,6.979,Calibrated,Stream
Human,22,1,Motor,37,Visual,TE,1.5,1.5,2.16,5.25,4.821,Calibrated,Target
Human,22,1,Motor,37,Visual,TE,5.25,1.5,4.82,5.25,4.821,Calibrated,Stream
Human,22,1,Motor,38,Visual,TE,3.5,3.5,4.64,7.25,8.632,Calibrated,Target
Human,22,1,Motor,38,Visual,TE,7.25,3.5,8.63,7.25,8.632,Calibrated,Stream
Human,22,1,Motor,39,Visual,TE,4,4,3.94,5.75,6.901,Calibrated,Target
Human,22,1,Motor,39,Visual,TE,5.75,4,6.9,5.75,6.901,Calibrated,Stream
Human,22,1,Motor,40,Visual,TE,2.5,2.5,3.13,6.25,6.741,Calibrated,Target
Human,22,1,Motor,40,Visual,TE,6.25,2.5,6.74,6.25,6.741,Calibrated,Stream
Human,22,1,Motor,41,Visual,TE,2,2,3.02,6.25,6.856,Calibrated,Target
Human,22,1,Motor,41,Visual,TE,6.25,2,6.86,6.25,6.856,Calibrated,Stream
Human,22,1,Motor,42,Visual,TE,3,3,3.21,5.75,6.863,Calibrated,Target
Human,22,1,Motor,42,Visual,TE,5.75,3,6.86,5.75,6.863,Calibrated,Stream
Human,22,1,Motor,43,Visual,TE,2.5,2.5,1.61,4.75,4.46,Calibrated,Target
Human,22,1,Motor,43,Visual,TE,4.75,2.5,4.46,4.75,4.46,Calibrated,Stream
Human,22,1,Motor,44,Visual,TE,2.5,2.5,4.01,7.25,8.064,Calibrated,Target
Human,22,1,Motor,44,Visual,TE,7.25,2.5,8.06,7.25,8.064,Calibrated,Stream
Human,22,1,Motor,45,Visual,TE,3.5,3.5,3.88,6.75,7.549,Calibrated,Target
Human,22,1,Motor,45,Visual,TE,6.75,3.5,7.55,6.75,7.549,Calibrated,Stream
Human,22,1,Motor,46,Visual,TE,2,2,1.85,5.75,5.423,Calibrated,Target
Human,22,1,Motor,46,Visual,TE,5.75,2,5.42,5.75,5.423,Calibrated,Stream
Human,22,1,Motor,47,Visual,TE,1,1,1.6,7.25,4.53,Calibrated,Target
Human,22,1,Motor,47,Visual,TE,7.25,1,4.53,7.25,4.53,Calibrated,Stream
Human,22,1,Motor,48,Visual,TE,5.5,5.5,5.6,6.75,7.749,Calibrated,Target
Human,22,1,Motor,48,Visual,TE,6.75,5.5,7.75,6.75,7.749,Calibrated,Stream
Human,22,1,Motor,49,Visual,TE,4,4,4.4,5.25,5.578,Calibrated,Target
Human,22,1,Motor,49,Visual,TE,5.25,4,5.58,5.25,5.578,Calibrated,Stream
Human,22,1,Motor,50,Visual,TE,1,1,1.43,5.25,4.666,Calibrated,Target
Human,22,1,Motor,50,Visual,TE,5.25,1,4.67,5.25,4.666,Calibrated,Stream
Human,22,1,Motor,51,Visual,TE,4,4,3.86,5.25,6.221,Calibrated,Target
Human,22,1,Motor,51,Visual,TE,5.25,4,6.22,5.25,6.221,Calibrated,Stream
Human,22,1,Motor,52,Visual,TE,2.5,2.5,2.46,5.25,5.695,Calibrated,Target
Human,22,1,Motor,52,Visual,TE,5.25,2.5,5.7,5.25,5.695,Calibrated,Stream
Human,22,1,Motor,53,Visual,TE,2.5,2.5,2.33,6.75,6.44,Calibrated,Target
Human,22,1,Motor,53,Visual,TE,6.75,2.5,6.44,6.75,6.44,Calibrated,Stream
Human,22,1,Motor,54,Visual,TE,1,1,1.12,6.75,7.179,Calibrated,Target
Human,22,1,Motor,54,Visual,TE,6.75,1,7.18,6.75,7.179,Calibrated,Stream
Human,22,1,Motor,55,Visual,TE,1,1,1.39,5.25,6.298,Calibrated,Target
Human,22,1,Motor,55,Visual,TE,5.25,1,6.3,5.25,6.298,Calibrated,Stream
Human,22,1,Motor,56,Visual,TE,3.5,3.5,3.14,5.25,5.349,Calibrated,Target
Human,22,1,Motor,56,Visual,TE,5.25,3.5,5.35,5.25,5.349,Calibrated,Stream
Human,22,1,Motor,57,Visual,TE,1.5,1.5,2.72,6.25,2.873,Calibrated,Target
Human,22,1,Motor,57,Visual,TE,6.25,1.5,2.87,6.25,2.873,Calibrated,Stream
Human,22,1,Motor,58,Visual,TE,5,5,4.98,6.75,7.986,Calibrated,Target
Human,22,1,Motor,58,Visual,TE,6.75,5,7.99,6.75,7.986,Calibrated,Stream
Human,22,1,Motor,59,Visual,TE,2.5,2.5,2.8,5.75,6.407,Calibrated,Target
Human,22,1,Motor,59,Visual,TE,5.75,2.5,6.41,5.75,6.407,Calibrated,Stream
Human,22,1,Motor,60,Visual,TE,4.5,4.5,3.4,5.75,5.549,Calibrated,Target
Human,22,1,Motor,60,Visual,TE,5.75,4.5,5.55,5.75,5.549,Calibrated,Stream
Human,22,1,Motor,61,Visual,TE,6,6,0.54,7.25,3.791,Calibrated,Target
Human,22,1,Motor,61,Visual,TE,7.25,6,3.79,7.25,3.791,Calibrated,Stream
Human,22,1,Motor,62,Visual,TE,2.5,2.5,2.55,4.75,5.608,Calibrated,Target
Human,22,1,Motor,62,Visual,TE,4.75,2.5,5.61,4.75,5.608,Calibrated,Stream
Human,22,1,Motor,63,Visual,TE,4,4,2.63,5.25,4.383,Calibrated,Target
Human,22,1,Motor,63,Visual,TE,5.25,4,4.38,5.25,4.383,Calibrated,Stream
Human,22,1,Motor,64,Visual,TE,1.5,1.5,1.49,7.25,6.127,Calibrated,Target
Human,22,1,Motor,64,Visual,TE,7.25,1.5,6.13,7.25,6.127,Calibrated,Stream
Human,22,1,Motor,65,Visual,TE,2,2,1.65,6.75,6.629,Calibrated,Target
Human,22,1,Motor,65,Visual,TE,6.75,2,6.63,6.75,6.629,Calibrated,Stream
Human,22,1,Motor,66,Visual,TE,3.5,3.5,2.93,6.25,6.425,Calibrated,Target
Human,22,1,Motor,66,Visual,TE,6.25,3.5,6.42,6.25,6.425,Calibrated,Stream
Human,22,1,Motor,67,Visual,TE,1,1,2.28,7.25,8.29,Calibrated,Target
Human,22,1,Motor,67,Visual,TE,7.25,1,8.29,7.25,8.29,Calibrated,Stream
Human,22,1,Motor,68,Visual,TE,3.5,3.5,2.89,4.75,4.369,Calibrated,Target
Human,22,1,Motor,68,Visual,TE,4.75,3.5,4.37,4.75,4.369,Calibrated,Stream
Human,22,1,Motor,69,Visual,TE,3,3,2.62,5.25,4.137,Calibrated,Target
Human,22,1,Motor,69,Visual,TE,5.25,3,4.14,5.25,4.137,Calibrated,Stream
Human,22,1,Motor,70,Visual,TE,1.5,1.5,1.01,5.75,5.345,Calibrated,Target
Human,22,1,Motor,70,Visual,TE,5.75,1.5,5.34,5.75,5.345,Calibrated,Stream
Human,22,1,Motor,71,Visual,TE,1,1,1.23,6.25,4.351,Calibrated,Target
Human,22,1,Motor,71,Visual,TE,6.25,1,4.35,6.25,4.351,Calibrated,Stream
Human,22,1,Motor,72,Visual,TE,3,3,2.03,6.25,5.488,Calibrated,Target
Human,22,1,Motor,72,Visual,TE,6.25,3,5.49,6.25,5.488,Calibrated,Stream
Human,22,1,Line,85,Visual,TE,1,1,5.04,4.75,3.258587247,Calibrated,Target
Human,22,1,Line,85,Visual,TE,4.75,1,2.08,4.75,3.258587247,Calibrated,Stream
Human,22,1,Line,87,Visual,TE,1,1,4.85,5.75,2.364217715,Calibrated,Target
Human,22,1,Line,87,Visual,TE,5.75,1,1.18,5.75,2.364217715,Calibrated,Stream
Human,22,1,Line,88,Visual,TE,1,1,1.53,6.75,10.75018708,Calibrated,Target
Human,22,1,Line,88,Visual,TE,6.75,1,5.05,6.75,10.75018708,Calibrated,Stream
Human,22,1,Line,89,Visual,TE,1.5,1.5,1.01,4.75,3.401692989,Calibrated,Target
Human,22,1,Line,89,Visual,TE,4.75,1.5,3.91,4.75,3.401692989,Calibrated,Stream
Human,22,1,Line,90,Visual,TE,3,3,2.82,6.75,2.855224404,Calibrated,Target
Human,22,1,Line,90,Visual,TE,6.75,3,4.87,6.75,2.855224404,Calibrated,Stream
Human,22,1,Line,91,Visual,TE,2.5,2.5,5.54,4.75,3.335833402,Calibrated,Target
Human,22,1,Line,91,Visual,TE,4.75,2.5,1.52,4.75,3.335833402,Calibrated,Stream
Human,22,1,Line,92,Visual,TE,1,1,1.97,5.75,3.953403283,Calibrated,Target
Human,22,1,Line,92,Visual,TE,5.75,1,5.75,5.75,3.953403283,Calibrated,Stream
Human,22,1,Line,93,Visual,TE,2,2,2.4,6.25,4.107206458,Calibrated,Target
Human,22,1,Line,93,Visual,TE,6.25,2,5.75,6.25,4.107206458,Calibrated,Stream
Human,22,1,Line,94,Visual,TE,2,2,2.31,6.25,3.472242796,Calibrated,Target
Human,22,1,Line,94,Visual,TE,6.25,2,6.86,6.25,3.472242796,Calibrated,Stream
