Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,streamDur,Response,versionName,repGoal
Human,36,1,Motor,47,Visual,TE,5.25,2,5.61,5.25,5.605,Uncalibrated,Stream
Human,36,1,Motor,48,Visual,TE,4.5,4.5,3.25,6.75,4.524,Uncalibrated,Target
Human,36,1,Motor,48,Visual,TE,6.75,4.5,4.52,6.75,4.524,Uncalibrated,Stream
Human,36,1,Motor,49,Visual,TE,3,3,3.55,5.75,7.521,Uncalibrated,Target
Human,36,1,Motor,49,Visual,TE,5.75,3,7.52,5.75,7.521,Uncalibrated,Stream
Human,36,1,Motor,50,Visual,TE,3.5,3.5,3.6,7.25,6.717,Uncalibrated,Target
Human,36,1,Motor,50,Visual,TE,7.25,3.5,6.72,7.25,6.717,Uncalibrated,Stream
Human,36,1,Motor,51,Visual,TE,1,1,1.76,4.75,4.715,Uncalibrated,Target
Human,36,1,Motor,51,Visual,TE,4.75,1,4.71,4.75,4.715,Uncalibrated,Stream
Human,36,1,Motor,52,Visual,TE,3.5,3.5,3.66,7.25,8.764,Uncalibrated,Target
Human,36,1,Motor,52,Visual,TE,7.25,3.5,8.76,7.25,8.764,Uncalibrated,Stream
Human,36,1,Motor,53,Visual,TE,4,4,3.44,6.75,6.002,Uncalibrated,Target
Human,36,1,Motor,53,Visual,TE,6.75,4,6,6.75,6.002,Uncalibrated,Stream
Human,36,1,Motor,54,Visual,TE,4,4,3.56,6.75,6.451,Uncalibrated,Target
Human,36,1,Motor,54,Visual,TE,6.75,4,6.45,6.75,6.451,Uncalibrated,Stream
Human,36,1,Motor,55,Visual,TE,3,3,2.8,5.25,5.208,Uncalibrated,Target
Human,36,1,Motor,55,Visual,TE,5.25,3,5.21,5.25,5.208,Uncalibrated,Stream
Human,36,1,Motor,56,Visual,TE,3.5,3.5,3.35,5.25,6.837,Uncalibrated,Target
Human,36,1,Motor,56,Visual,TE,5.25,3.5,6.84,5.25,6.837,Uncalibrated,Stream
Human,36,1,Motor,57,Visual,TE,1,1,2.66,5.25,7.471,Uncalibrated,Target
Human,36,1,Motor,57,Visual,TE,5.25,1,7.47,5.25,7.471,Uncalibrated,Stream
Human,36,1,Motor,58,Visual,TE,4,4,2.99,6.25,6.536,Uncalibrated,Target
Human,36,1,Motor,58,Visual,TE,6.25,4,6.54,6.25,6.536,Uncalibrated,Stream
Human,36,1,Motor,59,Visual,TE,2.5,2.5,2.52,4.75,5.458,Uncalibrated,Target
Human,36,1,Motor,59,Visual,TE,4.75,2.5,5.46,4.75,5.458,Uncalibrated,Stream
Human,36,1,Motor,60,Visual,TE,2.5,2.5,3.03,5.75,5.072,Uncalibrated,Target
Human,36,1,Motor,60,Visual,TE,5.75,2.5,5.07,5.75,5.072,Uncalibrated,Stream
Human,36,1,Motor,61,Visual,TE,4,4,3.24,5.25,5.529,Uncalibrated,Target
Human,36,1,Motor,61,Visual,TE,5.25,4,5.53,5.25,5.529,Uncalibrated,Stream
Human,36,1,Motor,62,Visual,TE,2,2,3.66,5.75,6.681,Uncalibrated,Target
Human,36,1,Motor,62,Visual,TE,5.75,2,6.68,5.75,6.681,Uncalibrated,Stream
Human,36,1,Motor,63,Visual,TE,1.5,1.5,2.98,6.75,7.408,Uncalibrated,Target
Human,36,1,Motor,63,Visual,TE,6.75,1.5,7.41,6.75,7.408,Uncalibrated,Stream
Human,36,1,Motor,64,Visual,TE,3,3,4.24,4.75,6.98,Uncalibrated,Target
Human,36,1,Motor,64,Visual,TE,4.75,3,6.98,4.75,6.98,Uncalibrated,Stream
Human,36,1,Motor,65,Visual,TE,5,5,3.55,6.25,5.08,Uncalibrated,Target
Human,36,1,Motor,65,Visual,TE,6.25,5,5.08,6.25,5.08,Uncalibrated,Stream
Human,36,1,Motor,66,Visual,TE,3,3,1.67,5.75,3.895,Uncalibrated,Target
Human,36,1,Motor,66,Visual,TE,5.75,3,3.9,5.75,3.895,Uncalibrated,Stream
Human,36,1,Motor,67,Visual,TE,5,5,3.07,6.75,4.843,Uncalibrated,Target
Human,36,1,Motor,67,Visual,TE,6.75,5,4.84,6.75,4.843,Uncalibrated,Stream
Human,36,1,Motor,68,Visual,TE,1,1,2,5.75,7.245,Uncalibrated,Target
Human,36,1,Motor,68,Visual,TE,5.75,1,7.25,5.75,7.245,Uncalibrated,Stream
Human,36,1,Motor,69,Visual,TE,2,2,1.83,4.75,4.189,Uncalibrated,Target
Human,36,1,Motor,69,Visual,TE,4.75,2,4.19,4.75,4.189,Uncalibrated,Stream
Human,36,1,Motor,70,Visual,TE,5,5,5.45,7.25,7.046,Uncalibrated,Target
Human,36,1,Motor,70,Visual,TE,7.25,5,7.05,7.25,7.046,Uncalibrated,Stream
Human,36,1,Motor,71,Visual,TE,1.5,1.5,1.88,4.75,5.382,Uncalibrated,Target
Human,36,1,Motor,71,Visual,TE,4.75,1.5,5.38,4.75,5.382,Uncalibrated,Stream
Human,36,1,Motor,72,Visual,TE,1,1,2.03,6.75,7.946,Uncalibrated,Target
Human,36,1,Motor,72,Visual,TE,6.75,1,7.95,6.75,7.946,Uncalibrated,Stream
Human,36,1,Line,85,Visual,TE,1.5,1.5,1.31,6.25,2.80196529,Uncalibrated,Target
Human,36,1,Line,85,Visual,TE,6.25,1.5,4.45,6.25,2.80196529,Uncalibrated,Stream
Human,36,1,Line,86,Visual,TE,2,2,2.25,6.25,2.795032672,Uncalibrated,Target
Human,36,1,Line,86,Visual,TE,6.25,2,6.33,6.25,2.795032672,Uncalibrated,Stream
Human,36,1,Line,87,Visual,TE,5,5,3.94,6.25,1.982615306,Uncalibrated,Target
Human,36,1,Line,87,Visual,TE,6.25,5,5.2,6.25,1.982615306,Uncalibrated,Stream
Human,36,1,Line,88,Visual,TE,4,4,3.78,5.25,2.858364669,Uncalibrated,Target
Human,36,1,Line,88,Visual,TE,5.25,4,5.25,5.25,2.858364669,Uncalibrated,Stream
Human,36,1,Line,89,Visual,TE,1,1,0.99,6.75,3.24744289,Uncalibrated,Target
Human,36,1,Line,89,Visual,TE,6.75,1,5.43,6.75,3.24744289,Uncalibrated,Stream
Human,36,1,Line,90,Visual,TE,1.5,1.5,1.54,5.25,2.865856166,Uncalibrated,Target
Human,36,1,Line,90,Visual,TE,5.25,1.5,5.68,5.25,2.865856166,Uncalibrated,Stream
Human,36,1,Line,91,Visual,TE,2,2,1.58,4.75,2.55593972,Uncalibrated,Target
Human,36,1,Line,91,Visual,TE,4.75,2,3.91,4.75,2.55593972,Uncalibrated,Stream
Human,36,1,Line,92,Visual,TE,3.5,3.5,3.42,6.25,2.039457626,Uncalibrated,Target
Human,36,1,Line,92,Visual,TE,6.25,3.5,5.53,6.25,2.039457626,Uncalibrated,Stream
Human,36,1,Line,93,Visual,TE,1,1,0.98,5.75,3.687249152,Uncalibrated,Target
Human,36,1,Line,93,Visual,TE,5.75,1,6.05,5.75,3.687249152,Uncalibrated,Stream
Human,36,1,Line,94,Visual,TE,1,1,1.07,5.25,3.082461044,Uncalibrated,Target
Human,36,1,Line,94,Visual,TE,5.25,1,5.05,5.25,3.082461044,Uncalibrated,Stream
Human,36,1,Line,95,Visual,TE,1,1,1.36,5.75,2.588159086,Uncalibrated,Target
Human,36,1,Line,95,Visual,TE,5.75,1,5.13,5.75,2.588159086,Uncalibrated,Stream
Human,36,1,Line,96,Visual,TE,3.5,3.5,2.21,7.25,3.213234188,Uncalibrated,Target
Human,36,1,Line,96,Visual,TE,7.25,3.5,4.79,7.25,3.213234188,Uncalibrated,Stream
Human,36,1,Line,97,Visual,TE,1,1,1.35,6.25,2.785280534,Uncalibrated,Target
Human,36,1,Line,97,Visual,TE,6.25,1,5.24,6.25,2.785280534,Uncalibrated,Stream
Human,36,1,Line,98,Visual,TE,2,2,2.95,5.75,2.582264788,Uncalibrated,Target
Human,36,1,Line,98,Visual,TE,5.75,2,5.92,5.75,2.582264788,Uncalibrated,Stream
Human,36,1,Line,99,Visual,TE,3,3,2.7,5.75,3.152244147,Uncalibrated,Target
Human,36,1,Line,99,Visual,TE,5.75,3,5.12,5.75,3.152244147,Uncalibrated,Stream
Human,36,1,Line,100,Visual,TE,4,4,3.42,5.75,3.079456485,Uncalibrated,Target
Human,36,1,Line,100,Visual,TE,5.75,4,5.24,5.75,3.079456485,Uncalibrated,Stream
Human,36,1,Line,101,Visual,TE,3,3,3.46,7.25,2.511693762,Uncalibrated,Target
Human,36,1,Line,101,Visual,TE,7.25,3,5.97,7.25,2.511693762,Uncalibrated,Stream
Human,36,1,Line,102,Visual,TE,3,3,2.64,7.25,3.63828004,Uncalibrated,Target
Human,36,1,Line,102,Visual,TE,7.25,3,6.49,7.25,3.63828004,Uncalibrated,Stream
Human,36,1,Line,103,Visual,TE,1,1,1.41,6.25,3.430222982,Uncalibrated,Target
Human,36,1,Line,103,Visual,TE,6.25,1,6.39,6.25,3.430222982,Uncalibrated,Stream
Human,36,1,Line,104,Visual,TE,2,2,1.67,4.75,2.920148272,Uncalibrated,Target
Human,36,1,Line,104,Visual,TE,4.75,2,5.95,4.75,2.920148272,Uncalibrated,Stream
Human,36,1,Line,105,Visual,TE,3.5,3.5,2.81,5.25,2.865445361,Uncalibrated,Target
Human,36,1,Line,105,Visual,TE,5.25,3.5,4.61,5.25,2.865445361,Uncalibrated,Stream
Human,36,1,Line,106,Visual,TE,2,2,2.83,4.75,2.444359099,Uncalibrated,Target
Human,36,1,Line,106,Visual,TE,4.75,2,5.97,4.75,2.444359099,Uncalibrated,Stream
Human,36,1,Line,107,Visual,TE,3,3,3.19,4.75,3.389528224,Uncalibrated,Target
Human,36,1,Line,107,Visual,TE,4.75,3,5.75,4.75,3.389528224,Uncalibrated,Stream
Human,36,1,Line,108,Visual,TE,1,1,2.25,4.75,2.353120859,Uncalibrated,Target
Human,36,1,Line,108,Visual,TE,4.75,1,5.94,4.75,2.353120859,Uncalibrated,Stream
Human,36,1,Line,109,Visual,TE,4,4,3.28,7.25,2.611169048,Uncalibrated,Target
Human,36,1,Line,109,Visual,TE,7.25,4,6.53,7.25,2.611169048,Uncalibrated,Stream
Human,36,1,Line,110,Visual,TE,1,1,1.38,6.75,3.283992553,Uncalibrated,Target
Human,36,1,Line,110,Visual,TE,6.75,1,6.09,6.75,3.283992553,Uncalibrated,Stream
Human,36,1,Line,111,Visual,TE,1,1,1.18,7.25,2.416003291,Uncalibrated,Target
Human,36,1,Line,111,Visual,TE,7.25,1,7.08,7.25,2.416003291,Uncalibrated,Stream
Human,36,1,Line,112,Visual,TE,1,1,0.95,5.25,2.500694974,Uncalibrated,Target
Human,36,1,Line,112,Visual,TE,5.25,1,6.16,5.25,2.500694974,Uncalibrated,Stream
Human,36,1,Line,113,Visual,TE,5.5,5.5,3.69,7.25,4.4315881,Uncalibrated,Target
Human,36,1,Line,113,Visual,TE,7.25,5.5,5.7,7.25,4.4315881,Uncalibrated,Stream
Human,36,1,Line,114,Visual,TE,4,4,3.18,6.75,2.069583604,Uncalibrated,Target
Human,36,1,Line,114,Visual,TE,6.75,4,6.01,6.75,2.069583604,Uncalibrated,Stream
Human,36,1,Line,115,Visual,TE,5.5,5.5,4.29,6.75,2.046002682,Uncalibrated,Target
Human,36,1,Line,115,Visual,TE,6.75,5.5,5.87,6.75,2.046002682,Uncalibrated,Stream
Human,36,1,Line,116,Visual,TE,2.5,2.5,1.41,7.25,2.191111429,Uncalibrated,Target
Human,36,1,Line,116,Visual,TE,7.25,2.5,6.04,7.25,2.191111429,Uncalibrated,Stream
Human,36,1,Line,117,Visual,TE,3,3,3.79,6.25,2.12774595,Uncalibrated,Target
Human,36,1,Line,117,Visual,TE,6.25,3,7.05,6.25,2.12774595,Uncalibrated,Stream
Human,36,1,Line,118,Visual,TE,1.5,1.5,1.61,6.25,2.290902785,Uncalibrated,Target
Human,36,1,Line,118,Visual,TE,6.25,1.5,5.94,6.25,2.290902785,Uncalibrated,Stream
Human,36,1,Line,119,Visual,TE,2,2,2.23,5.25,2.195216262,Uncalibrated,Target
Human,36,1,Line,119,Visual,TE,5.25,2,6.01,5.25,2.195216262,Uncalibrated,Stream
Human,36,1,Line,120,Visual,TE,4.5,4.5,3.57,6.75,1.956296112,Uncalibrated,Target
Human,36,1,Line,120,Visual,TE,6.75,4.5,5.75,6.75,1.956296112,Uncalibrated,Stream
Human,36,1,Line,121,Visual,TE,3,3,2.57,5.75,1.975567354,Uncalibrated,Target
Human,36,1,Line,121,Visual,TE,5.75,3,4.96,5.75,1.975567354,Uncalibrated,Stream
Human,36,1,Line,122,Visual,TE,3.5,3.5,2.39,7.25,2.595253288,Uncalibrated,Target
Human,36,1,Line,122,Visual,TE,7.25,3.5,5.27,7.25,2.595253288,Uncalibrated,Stream
Human,36,1,Line,123,Visual,TE,1,1,1.22,4.75,3.446936831,Uncalibrated,Target
Human,36,1,Line,123,Visual,TE,4.75,1,4.99,4.75,3.446936831,Uncalibrated,Stream
Human,36,1,Line,124,Visual,TE,3.5,3.5,3.16,7.25,2.507804293,Uncalibrated,Target
Human,36,1,Line,124,Visual,TE,7.25,3.5,6.74,7.25,2.507804293,Uncalibrated,Stream
Human,36,1,Line,125,Visual,TE,4,4,3.25,6.75,2.844927885,Uncalibrated,Target
Human,36,1,Line,125,Visual,TE,6.75,4,6.5,6.75,2.844927885,Uncalibrated,Stream
Human,36,1,Line,126,Visual,TE,4,4,4.33,6.75,3.294577608,Uncalibrated,Target
Human,36,1,Line,126,Visual,TE,6.75,4,7.03,6.75,3.294577608,Uncalibrated,Stream
Human,36,1,Line,127,Visual,TE,3,3,3.98,5.25,3.703363468,Uncalibrated,Target
Human,36,1,Line,127,Visual,TE,5.25,3,6.51,5.25,3.703363468,Uncalibrated,Stream
Human,36,1,Line,128,Visual,TE,3.5,3.5,4.36,5.25,2.472141563,Uncalibrated,Target
Human,36,1,Line,128,Visual,TE,5.25,3.5,6.37,5.25,2.472141563,Uncalibrated,Stream
Human,36,1,Line,129,Visual,TE,1,1,1.5,5.25,2.900500849,Uncalibrated,Target
Human,36,1,Line,129,Visual,TE,5.25,1,5.47,5.25,2.900500849,Uncalibrated,Stream
Human,36,1,Line,130,Visual,TE,4,4,3.56,6.25,2.17366311,Uncalibrated,Target
Human,36,1,Line,130,Visual,TE,6.25,4,5.47,6.25,2.17366311,Uncalibrated,Stream
Human,36,1,Line,131,Visual,TE,2.5,2.5,3.53,4.75,2.905579657,Uncalibrated,Target
Human,36,1,Line,131,Visual,TE,4.75,2.5,5.96,4.75,2.905579657,Uncalibrated,Stream
Human,36,1,Line,132,Visual,TE,2.5,2.5,2.79,5.75,3.064240662,Uncalibrated,Target
Human,36,1,Line,132,Visual,TE,5.75,2.5,5.24,5.75,3.064240662,Uncalibrated,Stream
Human,36,1,Line,133,Visual,TE,4,4,3.38,5.25,2.519307258,Uncalibrated,Target
Human,36,1,Line,133,Visual,TE,5.25,4,6.18,5.25,2.519307258,Uncalibrated,Stream
Human,36,1,Line,134,Visual,TE,2,2,3.42,5.75,2.624758874,Uncalibrated,Target
Human,36,1,Line,134,Visual,TE,5.75,2,5.78,5.75,2.624758874,Uncalibrated,Stream
Human,36,1,Line,135,Visual,TE,1.5,1.5,1.79,6.75,2.731759586,Uncalibrated,Target
Human,36,1,Line,135,Visual,TE,6.75,1.5,5.55,6.75,2.731759586,Uncalibrated,Stream
Human,36,1,Line,136,Visual,TE,3,3,4.33,4.75,2.87730345,Uncalibrated,Target
Human,36,1,Line,136,Visual,TE,4.75,3,6.51,4.75,2.87730345,Uncalibrated,Stream
Human,36,1,Line,137,Visual,TE,5,5,4.49,6.25,1.600853364,Uncalibrated,Target
Human,36,1,Line,137,Visual,TE,6.25,5,6.03,6.25,1.600853364,Uncalibrated,Stream
Human,36,1,Line,138,Visual,TE,3,3,3.47,5.75,3.302740323,Uncalibrated,Target
Human,36,1,Line,138,Visual,TE,5.75,3,6.8,5.75,3.302740323,Uncalibrated,Stream
Human,36,1,Line,139,Visual,TE,5,5,4.06,6.75,2.551253508,Uncalibrated,Target
Human,36,1,Line,139,Visual,TE,6.75,5,6.16,6.75,2.551253508,Uncalibrated,Stream
Human,36,1,Line,140,Visual,TE,1,1,1.37,5.75,2.724371693,Uncalibrated,Target
Human,36,1,Line,140,Visual,TE,5.75,1,6.21,5.75,2.724371693,Uncalibrated,Stream
Human,36,1,Line,141,Visual,TE,2,2,1.86,4.75,2.516845791,Uncalibrated,Target
Human,36,1,Line,141,Visual,TE,4.75,2,4.86,4.75,2.516845791,Uncalibrated,Stream
Human,36,1,Line,142,Visual,TE,5,5,3.99,7.25,3.123143793,Uncalibrated,Target
Human,36,1,Line,142,Visual,TE,7.25,5,6.29,7.25,3.123143793,Uncalibrated,Stream
Human,36,1,Line,143,Visual,TE,1.5,1.5,2.68,4.75,2.284801044,Uncalibrated,Target
Human,36,1,Line,143,Visual,TE,4.75,1.5,5.35,4.75,2.284801044,Uncalibrated,Stream
Human,36,1,Line,144,Visual,TE,1,1,1.24,6.75,2.907860221,Uncalibrated,Target
Human,36,1,Line,144,Visual,TE,6.75,1,6.2,6.75,2.907860221,Uncalibrated,Stream
Human,38,1,Motor,13,Visual,TE,3.5,3.5,2.59,5.75,4.521,Uncalibrated,Target
Human,38,1,Motor,13,Visual,TE,5.75,3.5,4.52,5.75,4.521,Uncalibrated,Stream
Human,38,1,Motor,14,Visual,TE,3.5,3.5,2.67,4.75,3.924,Uncalibrated,Target
Human,38,1,Motor,14,Visual,TE,4.75,3.5,3.92,4.75,3.924,Uncalibrated,Stream
Human,38,1,Motor,15,Visual,TE,1,1,3.32,5.25,4.518,Uncalibrated,Target
Human,38,1,Motor,15,Visual,TE,5.25,1,4.52,5.25,4.518,Uncalibrated,Stream
Human,38,1,Motor,16,Visual,TE,1.5,1.5,2.52,4.75,4.864,Uncalibrated,Target
Human,38,1,Motor,16,Visual,TE,4.75,1.5,4.86,4.75,4.864,Uncalibrated,Stream
Human,38,1,Motor,17,Visual,TE,3,3,3.96,6.25,6.277,Uncalibrated,Target
Human,38,1,Motor,17,Visual,TE,6.25,3,6.28,6.25,6.277,Uncalibrated,Stream
Human,38,1,Motor,18,Visual,TE,4.5,4.5,4.01,6.75,5.872,Uncalibrated,Target
Human,38,1,Motor,18,Visual,TE,6.75,4.5,5.87,6.75,5.872,Uncalibrated,Stream
Human,38,1,Motor,19,Visual,TE,4.5,4.5,3.01,5.75,4.136,Uncalibrated,Target
Human,38,1,Motor,19,Visual,TE,5.75,4.5,4.14,5.75,4.136,Uncalibrated,Stream
Human,38,1,Motor,20,Visual,TE,5,5,3.52,6.75,4.782,Uncalibrated,Target
Human,38,1,Motor,20,Visual,TE,6.75,5,4.78,6.75,4.782,Uncalibrated,Stream
Human,38,1,Motor,21,Visual,TE,2,2,3.45,5.25,6.01,Uncalibrated,Target
Human,38,1,Motor,21,Visual,TE,5.25,2,6.01,5.25,6.01,Uncalibrated,Stream
Human,38,1,Motor,22,Visual,TE,2,2,3.82,5.25,6.115,Uncalibrated,Target
Human,38,1,Motor,22,Visual,TE,5.25,2,6.12,5.25,6.115,Uncalibrated,Stream
Human,38,1,Motor,23,Visual,TE,5,5,5.02,6.25,6.118,Uncalibrated,Target
Human,38,1,Motor,23,Visual,TE,6.25,5,6.12,6.25,6.118,Uncalibrated,Stream
Human,38,1,Motor,24,Visual,TE,4,4,4.11,7.25,5.673,Uncalibrated,Target
Human,38,1,Motor,24,Visual,TE,7.25,4,5.67,7.25,5.673,Uncalibrated,Stream
Human,38,1,Motor,25,Visual,TE,1,1,1.55,5.75,5.526,Uncalibrated,Target
Human,38,1,Motor,25,Visual,TE,5.75,1,5.53,5.75,5.526,Uncalibrated,Stream
Human,38,1,Motor,26,Visual,TE,4,4,4.5,7.25,7.306,Uncalibrated,Target
Human,38,1,Motor,26,Visual,TE,7.25,4,7.31,7.25,7.306,Uncalibrated,Stream
Human,38,1,Motor,27,Visual,TE,5,5,5.87,6.25,7.066,Uncalibrated,Target
Human,38,1,Motor,27,Visual,TE,6.25,5,7.07,6.25,7.066,Uncalibrated,Stream
Human,38,1,Motor,28,Visual,TE,5,5,3.17,7.25,5.071,Uncalibrated,Target
Human,38,1,Motor,28,Visual,TE,7.25,5,5.07,7.25,5.071,Uncalibrated,Stream
Human,38,1,Motor,29,Visual,TE,4.5,4.5,3.2,7.25,5.638,Uncalibrated,Target
Human,38,1,Motor,29,Visual,TE,7.25,4.5,5.64,7.25,5.638,Uncalibrated,Stream
Human,38,1,Motor,30,Visual,TE,2,2,2.69,5.25,5.489,Uncalibrated,Target
Human,38,1,Motor,30,Visual,TE,5.25,2,5.49,5.25,5.489,Uncalibrated,Stream
Human,38,1,Motor,31,Visual,TE,1.5,1.5,1.92,5.25,5.208,Uncalibrated,Target
Human,38,1,Motor,31,Visual,TE,5.25,1.5,5.21,5.25,5.208,Uncalibrated,Stream
Human,38,1,Motor,32,Visual,TE,5,5,4.54,6.75,6.708,Uncalibrated,Target
Human,38,1,Motor,32,Visual,TE,6.75,5,6.71,6.75,6.708,Uncalibrated,Stream
Human,38,1,Motor,33,Visual,TE,3.5,3.5,3.68,6.25,5.773,Uncalibrated,Target
Human,38,1,Motor,33,Visual,TE,6.25,3.5,5.77,6.25,5.773,Uncalibrated,Stream
Human,38,1,Motor,34,Visual,TE,5.5,5.5,5.26,7.25,6.99,Uncalibrated,Target
Human,38,1,Motor,34,Visual,TE,7.25,5.5,6.99,7.25,6.99,Uncalibrated,Stream
Human,38,1,Motor,35,Visual,TE,6,6,4.12,7.25,5.679,Uncalibrated,Target
Human,38,1,Motor,35,Visual,TE,7.25,6,5.68,7.25,5.679,Uncalibrated,Stream
Human,38,1,Motor,36,Visual,TE,4.5,4.5,3.5,5.75,5.047,Uncalibrated,Target
Human,38,1,Motor,36,Visual,TE,5.75,4.5,5.05,5.75,5.047,Uncalibrated,Stream
Human,38,1,Motor,37,Visual,TE,4,4,4.36,6.25,6.844,Uncalibrated,Target
Human,38,1,Motor,37,Visual,TE,6.25,4,6.84,6.25,6.844,Uncalibrated,Stream
Human,38,1,Motor,38,Visual,TE,2.5,2.5,2.87,4.75,4.577,Uncalibrated,Target
Human,38,1,Motor,38,Visual,TE,4.75,2.5,4.58,4.75,4.577,Uncalibrated,Stream
Human,38,1,Motor,39,Visual,TE,3.5,3.5,3.72,4.75,5.8,Uncalibrated,Target
Human,38,1,Motor,39,Visual,TE,4.75,3.5,5.8,4.75,5.8,Uncalibrated,Stream
Human,38,1,Motor,40,Visual,TE,1.5,1.5,1.77,6.25,3.927,Uncalibrated,Target
Human,38,1,Motor,40,Visual,TE,6.25,1.5,3.93,6.25,3.927,Uncalibrated,Stream
Human,38,1,Motor,41,Visual,TE,2,2,2.39,5.25,5.237,Uncalibrated,Target
Human,38,1,Motor,41,Visual,TE,5.25,2,5.24,5.25,5.237,Uncalibrated,Stream
Human,38,1,Motor,42,Visual,TE,5.5,5.5,3.54,6.75,4.867,Uncalibrated,Target
Human,38,1,Motor,42,Visual,TE,6.75,5.5,4.87,6.75,4.867,Uncalibrated,Stream
Human,38,1,Motor,43,Visual,TE,2.5,2.5,2.81,4.75,4.618,Uncalibrated,Target
Human,38,1,Motor,43,Visual,TE,4.75,2.5,4.62,4.75,4.618,Uncalibrated,Stream
Human,38,1,Motor,44,Visual,TE,2,2,2.3,4.75,3.773,Uncalibrated,Target
Human,38,1,Motor,44,Visual,TE,4.75,2,3.77,4.75,3.773,Uncalibrated,Stream
Human,38,1,Motor,45,Visual,TE,4,4,3.95,6.75,6.365,Uncalibrated,Target
Human,38,1,Motor,45,Visual,TE,6.75,4,6.37,6.75,6.365,Uncalibrated,Stream
Human,38,1,Motor,46,Visual,TE,3.5,3.5,3.73,6.25,5.601,Uncalibrated,Target
Human,38,1,Motor,46,Visual,TE,6.25,3.5,5.6,6.25,5.601,Uncalibrated,Stream
Human,38,1,Motor,47,Visual,TE,3,3,1.64,4.75,4.879,Uncalibrated,Target
Human,38,1,Motor,47,Visual,TE,4.75,3,4.88,4.75,4.879,Uncalibrated,Stream
Human,38,1,Motor,48,Visual,TE,2,2,1.84,4.75,4.471,Uncalibrated,Target
Human,38,1,Motor,48,Visual,TE,4.75,2,4.47,4.75,4.471,Uncalibrated,Stream
Human,38,1,Motor,49,Visual,TE,5,5,3.92,6.25,5.124,Uncalibrated,Target
Human,38,1,Motor,49,Visual,TE,6.25,5,5.12,6.25,5.124,Uncalibrated,Stream
Human,38,1,Motor,50,Visual,TE,2,2,3,4.75,6.143,Uncalibrated,Target
Human,38,1,Motor,50,Visual,TE,4.75,2,6.14,4.75,6.143,Uncalibrated,Stream
Human,38,1,Motor,51,Visual,TE,2,2,2.2,6.75,5.411,Uncalibrated,Target
Human,38,1,Motor,51,Visual,TE,6.75,2,5.41,6.75,5.411,Uncalibrated,Stream
Human,38,1,Motor,52,Visual,TE,4,4,2.63,6.75,4.951,Uncalibrated,Target
Human,38,1,Motor,52,Visual,TE,6.75,4,4.95,6.75,4.951,Uncalibrated,Stream
Human,38,1,Motor,53,Visual,TE,2.5,2.5,4.83,4.75,6.915,Uncalibrated,Target
Human,38,1,Motor,53,Visual,TE,4.75,2.5,6.92,4.75,6.915,Uncalibrated,Stream
Human,38,1,Motor,54,Visual,TE,4,4,2.89,5.25,4.548,Uncalibrated,Target
Human,38,1,Motor,54,Visual,TE,5.25,4,4.55,5.25,4.548,Uncalibrated,Stream
Human,38,1,Motor,55,Visual,TE,6,6,3.64,7.25,5.004,Uncalibrated,Target
Human,38,1,Motor,55,Visual,TE,7.25,6,5,7.25,5.004,Uncalibrated,Stream
Human,38,1,Motor,56,Visual,TE,2,2,4.62,6.75,6.449,Uncalibrated,Target
Human,38,1,Motor,56,Visual,TE,6.75,2,6.45,6.75,6.449,Uncalibrated,Stream
Human,38,1,Motor,57,Visual,TE,2,2,4.13,6.75,6.844,Uncalibrated,Target
Human,38,1,Motor,57,Visual,TE,6.75,2,6.84,6.75,6.844,Uncalibrated,Stream
Human,38,1,Motor,58,Visual,TE,4,4,4.14,5.25,5.827,Uncalibrated,Target
Human,38,1,Motor,58,Visual,TE,5.25,4,5.83,5.25,5.827,Uncalibrated,Stream
Human,38,1,Motor,59,Visual,TE,1,1,4.47,6.25,5.432,Uncalibrated,Target
Human,38,1,Motor,59,Visual,TE,6.25,1,5.43,6.25,5.432,Uncalibrated,Stream
Human,38,1,Motor,60,Visual,TE,2,2,2.09,7.25,5.845,Uncalibrated,Target
Human,38,1,Motor,60,Visual,TE,7.25,2,5.84,7.25,5.845,Uncalibrated,Stream
Human,38,1,Motor,61,Visual,TE,1,1,3.04,5.75,5.893,Uncalibrated,Target
Human,38,1,Motor,61,Visual,TE,5.75,1,5.89,5.75,5.893,Uncalibrated,Stream
Human,38,1,Motor,62,Visual,TE,2.5,2.5,2.63,5.75,5.301,Uncalibrated,Target
Human,38,1,Motor,62,Visual,TE,5.75,2.5,5.3,5.75,5.301,Uncalibrated,Stream
Human,38,1,Motor,63,Visual,TE,4,4,4.12,5.75,5.74,Uncalibrated,Target
Human,38,1,Motor,63,Visual,TE,5.75,4,5.74,5.75,5.74,Uncalibrated,Stream
Human,38,1,Motor,64,Visual,TE,5,5,5.64,7.25,7.468,Uncalibrated,Target
Human,38,1,Motor,64,Visual,TE,7.25,5,7.47,7.25,7.468,Uncalibrated,Stream
Human,38,1,Motor,65,Visual,TE,1,1,1.27,5.75,5.974,Uncalibrated,Target
Human,38,1,Motor,65,Visual,TE,5.75,1,5.97,5.75,5.974,Uncalibrated,Stream
Human,38,1,Motor,66,Visual,TE,3.5,3.5,3.85,5.75,6.029,Uncalibrated,Target
Human,38,1,Motor,66,Visual,TE,5.75,3.5,6.03,5.75,6.029,Uncalibrated,Stream
