Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Target,IRT
Human,21,1,2,21,Visual,DRL,5,9.494088173
Human,21,1,2,22,Visual,DRL,5,8.014083147
Human,21,1,2,23,Visual,DRL,5,7.559719086
Human,21,1,2,24,Visual,DRL,5,8.394624949
Human,21,1,2,25,Visual,DRL,5,7.514902115
Human,21,1,2,26,Visual,DRL,5,4.476328135
Human,21,1,2,27,Visual,DRL,5,4.739247084
Human,21,1,2,28,Visual,DRL,5,7.439357042
Human,21,1,2,29,Visual,DRL,5,7.289705992
Human,21,1,2,30,Visual,DRL,5,7.742002964
Human,21,1,2,31,Visual,DRL,5,4.163196087
Human,21,1,2,32,Visual,DRL,5,5.582508087
Human,21,1,2,33,Visual,DRL,5,7.461954832
Human,21,1,2,34,Visual,DRL,5,5.126639843
Human,21,1,2,35,Visual,DRL,5,5.356158018
Human,21,1,2,36,Visual,DRL,5,6.37034297
Human,21,1,2,37,Visual,DRL,5,5.90277195
Human,21,1,2,38,Visual,DRL,5,8.487542868
Human,21,1,2,39,Visual,DRL,5,6.117654085
Human,21,1,2,40,Visual,DRL,5,6.725115061
Human,21,1,2,41,Visual,DRL,5,6.36369586
Human,21,1,2,42,Visual,DRL,5,6.848535061
Human,21,1,2,43,Visual,DRL,5,5.62661314
Human,21,1,2,44,Visual,DRL,5,6.105730057
Human,21,1,2,45,Visual,DRL,5,4.732378006
Human,21,1,2,46,Visual,DRL,5,5.796157837
Human,21,1,2,47,Visual,DRL,5,8.024353981
Human,21,1,3,1,Visual,DRL,5,1.123204947
Human,21,1,3,2,Visual,DRL,5,8.077171087
Human,21,1,3,3,Visual,DRL,5,4.903358936
Human,21,1,3,4,Visual,DRL,5,5.055065155
Human,21,1,3,5,Visual,DRL,5,4.878364801
Human,21,1,3,6,Visual,DRL,5,6.359194994
Human,21,1,3,7,Visual,DRL,5,8.463875055
Human,21,1,3,8,Visual,DRL,5,6.190587044
Human,21,1,3,9,Visual,DRL,5,5.593133926
Human,21,1,3,10,Visual,DRL,5,5.047502041
Human,21,1,3,11,Visual,DRL,5,4.768572092
Human,21,1,3,12,Visual,DRL,5,5.149083853
Human,21,1,3,13,Visual,DRL,5,5.41276288
Human,21,1,3,14,Visual,DRL,5,5.37224102
Human,21,1,3,15,Visual,DRL,5,12.96495605
Human,21,1,3,16,Visual,DRL,5,9.185487032
Human,21,1,3,17,Visual,DRL,5,9.070804119
Human,21,1,3,18,Visual,DRL,5,7.857955217
Human,21,1,3,19,Visual,DRL,5,8.923810959
Human,21,1,3,20,Visual,DRL,5,8.665836811
Human,21,1,3,21,Visual,DRL,5,8.886698008
Human,21,1,3,22,Visual,DRL,5,7.436003923
Human,21,1,3,23,Visual,DRL,5,6.602091074
Human,21,1,3,24,Visual,DRL,5,9.777455091
Human,21,1,3,25,Visual,DRL,5,5.353543043
Human,21,1,3,26,Visual,DRL,5,8.851351976
Human,21,1,3,27,Visual,DRL,5,7.365036964
Human,21,1,3,28,Visual,DRL,5,5.99625206
Human,21,1,3,29,Visual,DRL,5,7.517798185
Human,21,1,3,30,Visual,DRL,5,4.718199968
Human,21,1,3,31,Visual,DRL,5,5.598322153
Human,21,1,3,32,Visual,DRL,5,4.987733126
Human,21,1,3,33,Visual,DRL,5,8.831266165
Human,21,1,3,34,Visual,DRL,5,6.10955596
Human,21,1,3,35,Visual,DRL,5,5.279659986
Human,21,1,3,36,Visual,DRL,5,7.689640045
Human,21,1,3,37,Visual,DRL,5,8.306849957
Human,21,1,3,38,Visual,DRL,5,7.287926912
Human,21,1,3,39,Visual,DRL,5,6.191962957
Human,21,1,3,40,Visual,DRL,5,4.985897064
Human,21,1,3,41,Visual,DRL,5,6.778592825
Human,21,1,3,42,Visual,DRL,5,8.107913971
Human,21,1,3,43,Visual,DRL,5,9.608707905
Human,21,1,4,1,Visual,DRL,5,4.97516799
Human,21,1,4,2,Visual,DRL,5,8.697826862
Human,21,1,4,3,Visual,DRL,5,8.554111958
Human,21,1,4,4,Visual,DRL,5,6.249405146
Human,21,1,4,5,Visual,DRL,5,8.944412947
Human,21,1,4,6,Visual,DRL,5,5.598172903
Human,21,1,4,7,Visual,DRL,5,8.351355076
Human,21,1,4,8,Visual,DRL,5,8.804856062
Human,21,1,4,9,Visual,DRL,5,11.21534085
Human,21,1,4,10,Visual,DRL,5,5.762593031
Human,21,1,4,11,Visual,DRL,5,8.352120876
Human,21,1,4,12,Visual,DRL,5,4.75958395
Human,21,1,4,13,Visual,DRL,5,6.135968924
Human,21,1,4,14,Visual,DRL,5,6.215401173
Human,21,1,4,15,Visual,DRL,5,6.121368885
Human,21,1,4,16,Visual,DRL,5,5.772671938
Human,21,1,4,17,Visual,DRL,5,5.523909092
Human,21,1,4,18,Visual,DRL,5,6.777586222
Human,21,1,4,19,Visual,DRL,5,6.268125057
Human,21,1,4,20,Visual,DRL,5,6.750030041
Human,21,1,4,21,Visual,DRL,5,8.541352987
Human,21,1,4,22,Visual,DRL,5,7.746602058
Human,21,1,4,23,Visual,DRL,5,5.777929068
Human,21,1,4,24,Visual,DRL,5,6.096796036
Human,21,1,4,25,Visual,DRL,5,7.436955929
Human,21,1,4,26,Visual,DRL,5,5.22172308
Human,21,1,4,27,Visual,DRL,5,7.598903894
Human,21,1,4,28,Visual,DRL,5,6.384512901
Human,21,1,4,29,Visual,DRL,5,8.07431078
Human,21,1,4,30,Visual,DRL,5,8.16686511
Human,21,1,4,31,Visual,DRL,5,7.861181974
Human,21,1,4,32,Visual,DRL,5,6.43501091
Human,21,1,4,33,Visual,DRL,5,3.84655118
Human,21,1,4,34,Visual,DRL,5,7.822525024
Human,21,1,4,35,Visual,DRL,5,6.141444921
Human,21,1,4,36,Visual,DRL,5,6.708889008
Human,21,1,4,37,Visual,DRL,5,5.458556175
Human,21,1,4,38,Visual,DRL,5,6.289273977
Human,21,1,4,39,Visual,DRL,5,6.555948019
Human,21,1,4,40,Visual,DRL,5,5.067436934
Human,21,1,4,41,Visual,DRL,5,5.985121965
Human,21,1,4,42,Visual,DRL,5,6.381016016
Human,21,1,4,43,Visual,DRL,5,5.994203806
Human,21,1,5,1,Visual,DRL,5,6.257060051
Human,21,1,5,2,Visual,DRL,5,5.014646053
Human,21,1,5,3,Visual,DRL,5,5.411260128
Human,21,1,5,4,Visual,DRL,5,6.588594913
Human,21,1,5,5,Visual,DRL,5,4.972630024
Human,21,1,5,6,Visual,DRL,5,3.636801004
Human,21,1,5,7,Visual,DRL,5,5.712224007
Human,21,1,5,8,Visual,DRL,5,9.471418858
Human,21,1,5,9,Visual,DRL,5,6.582104921
Human,21,1,5,10,Visual,DRL,5,6.117486954
Human,21,1,5,11,Visual,DRL,5,7.115086079
Human,21,1,5,12,Visual,DRL,5,7.304260015
Human,21,1,5,13,Visual,DRL,5,7.559437037
Human,21,1,5,14,Visual,DRL,5,5.256756783
Human,21,1,5,15,Visual,DRL,5,5.398225069
Human,21,1,5,16,Visual,DRL,5,5.88294816
Human,21,1,5,17,Visual,DRL,5,6.726158142
Human,21,1,5,18,Visual,DRL,5,5.101436853
Human,21,1,5,19,Visual,DRL,5,5.673695087
Human,21,1,5,20,Visual,DRL,5,6.108399868
Human,21,1,5,21,Visual,DRL,5,4.421312094
Human,21,1,5,22,Visual,DRL,5,4.963769913
Human,21,1,5,23,Visual,DRL,5,7.351349831
Human,21,1,5,24,Visual,DRL,5,6.948012114
Human,21,1,5,25,Visual,DRL,5,4.879296064
Human,21,1,5,26,Visual,DRL,5,6.688958883
Human,21,1,5,27,Visual,DRL,5,6.188236952
Human,21,1,5,28,Visual,DRL,5,5.804891109
Human,21,1,5,29,Visual,DRL,5,7.875667095
Human,21,1,5,30,Visual,DRL,5,6.262922049
Human,21,1,5,31,Visual,DRL,5,7.008608103
Human,21,1,5,32,Visual,DRL,5,5.921044111
Human,21,1,5,33,Visual,DRL,5,5.802204847
Human,21,1,5,34,Visual,DRL,5,4.910094023
Human,21,1,5,35,Visual,DRL,5,4.025183916
Human,21,1,5,36,Visual,DRL,5,5.445020914
Human,21,1,5,37,Visual,DRL,5,6.529592037
Human,21,1,5,38,Visual,DRL,5,9.499928951
Human,21,1,5,39,Visual,DRL,5,5.417166948
Human,21,1,5,40,Visual,DRL,5,8.220664978
Human,21,1,5,41,Visual,DRL,5,8.792800188
Human,21,1,5,42,Visual,DRL,5,8.463325977
Human,21,1,5,43,Visual,DRL,5,6.463444948
Human,21,1,5,44,Visual,DRL,5,5.562724113
Human,21,1,5,45,Visual,DRL,5,4.935722828
Human,21,1,5,46,Visual,DRL,5,5.241564989
Human,21,1,5,47,Visual,DRL,5,5.476920843
Human,21,1,6,1,Visual,DRL,5,7.414217949
Human,21,1,6,2,Visual,DRL,5,5.500108004
Human,21,1,6,3,Visual,DRL,5,3.019248962
Human,21,1,6,4,Visual,DRL,5,6.042797089
Human,21,1,6,5,Visual,DRL,5,6.256434917
Human,21,1,6,6,Visual,DRL,5,6.737462044
Human,21,1,6,7,Visual,DRL,5,6.182067871
Human,21,1,6,8,Visual,DRL,5,7.051599979
Human,21,1,6,9,Visual,DRL,5,5.065719843
Human,21,1,6,10,Visual,DRL,5,5.594305992
Human,21,1,6,11,Visual,DRL,5,4.187536955
Human,21,1,6,12,Visual,DRL,5,4.857419014
Human,21,1,6,13,Visual,DRL,5,6.421206951
Human,21,1,6,14,Visual,DRL,5,9.237500906
Human,21,1,6,15,Visual,DRL,5,9.306455135
Human,21,1,6,16,Visual,DRL,5,7.579911947
Human,21,1,6,17,Visual,DRL,5,5.465137005
Human,21,1,6,18,Visual,DRL,5,6.538034916
Human,21,1,6,19,Visual,DRL,5,6.349936008
Human,21,1,6,20,Visual,DRL,5,7.685554981
Human,21,1,6,21,Visual,DRL,5,5.305654049
Human,21,1,6,22,Visual,DRL,5,7.09799099
Human,21,1,6,23,Visual,DRL,5,4.611756086
Human,21,1,6,24,Visual,DRL,5,4.756896973
Human,21,1,6,25,Visual,DRL,5,6.999285936
Human,21,1,6,26,Visual,DRL,5,8.35157609
Human,21,1,6,27,Visual,DRL,5,6.603207827
Human,21,1,6,28,Visual,DRL,5,4.198487997
Human,21,1,6,29,Visual,DRL,5,4.717719078
Human,21,1,6,30,Visual,DRL,5,6.269227982
Human,21,1,6,31,Visual,DRL,5,7.703752041
Human,21,1,6,32,Visual,DRL,5,7.801757097
Human,21,1,6,33,Visual,DRL,5,5.950312138
Human,21,1,6,34,Visual,DRL,5,6.590728998
Human,21,1,6,35,Visual,DRL,5,7.458254099
Human,21,1,6,36,Visual,DRL,5,6.656188011
Human,21,1,6,37,Visual,DRL,5,6.607960224
Human,21,1,6,38,Visual,DRL,5,5.662750006
Human,21,1,6,39,Visual,DRL,5,7.324200869
Human,21,1,6,40,Visual,DRL,5,6.218249083
Human,21,1,6,41,Visual,DRL,5,7.165538073
Human,21,1,6,42,Visual,DRL,5,5.883157969
Human,21,1,6,43,Visual,DRL,5,8.101976156
Human,21,1,6,44,Visual,DRL,5,7.444442987
Human,21,1,6,45,Visual,DRL,5,6.701895952
Human,22,1,1,1,Visual,DRL,5,4.557351112
Human,22,1,1,2,Visual,DRL,5,5.319464922
Human,22,1,1,3,Visual,DRL,5,6.330294132
Human,22,1,1,4,Visual,DRL,5,4.780800819
Human,22,1,1,5,Visual,DRL,5,5.443980932
Human,22,1,1,6,Visual,DRL,5,5.232439995
Human,22,1,1,7,Visual,DRL,5,3.553325176
Human,22,1,1,8,Visual,DRL,5,4.432341814
Human,22,1,1,9,Visual,DRL,5,7.191046
Human,22,1,1,10,Visual,DRL,5,6.95650816
Human,22,1,1,11,Visual,DRL,5,5.885630131
Human,22,1,1,12,Visual,DRL,5,5.085909843
Human,22,1,1,13,Visual,DRL,5,4.676297903
Human,22,1,1,14,Visual,DRL,5,6.413439989
Human,22,1,1,15,Visual,DRL,5,8.642703056
Human,22,1,1,16,Visual,DRL,5,6.001601219
Human,22,1,1,17,Visual,DRL,5,5.703716993
Human,22,1,1,18,Visual,DRL,5,5.071244955
Human,22,1,1,19,Visual,DRL,5,4.512813091
Human,22,1,1,20,Visual,DRL,5,8.175978899
Human,22,1,1,21,Visual,DRL,5,6.716182947
Human,22,1,1,22,Visual,DRL,5,6.040260077
Human,22,1,1,23,Visual,DRL,5,5.356786966
Human,22,1,1,24,Visual,DRL,5,5.659739971
Human,22,1,1,25,Visual,DRL,5,6.228984118
Human,22,1,1,26,Visual,DRL,5,6.750957966
Human,22,1,1,27,Visual,DRL,5,5.906095982
Human,22,1,1,28,Visual,DRL,5,5.468220949
Human,22,1,1,29,Visual,DRL,5,4.473921061
Human,22,1,1,30,Visual,DRL,5,6.624036074
Human,22,1,1,31,Visual,DRL,5,5.464626074
Human,22,1,1,32,Visual,DRL,5,5.539438009
Human,22,1,1,33,Visual,DRL,5,5.612364054
Human,22,1,1,34,Visual,DRL,5,6.404317141
Human,22,1,1,35,Visual,DRL,5,6.284692049
Human,22,1,1,36,Visual,DRL,5,5.968658924
Human,22,1,1,37,Visual,DRL,5,5.137145042
Human,22,1,1,38,Visual,DRL,5,5.862600088
Human,22,1,1,39,Visual,DRL,5,8.919997931
Human,22,1,1,40,Visual,DRL,5,7.441389084
Human,22,1,1,41,Visual,DRL,5,8.813132048
Human,22,1,1,42,Visual,DRL,5,5.53796196
Human,22,1,1,43,Visual,DRL,5,5.497689962
Human,22,1,1,44,Visual,DRL,5,5.599171877
Human,22,1,1,45,Visual,DRL,5,4.700120211
Human,22,1,1,46,Visual,DRL,5,5.435967922
Human,22,1,1,47,Visual,DRL,5,9.005360126
Human,22,1,1,48,Visual,DRL,5,5.345317841
Human,22,1,1,49,Visual,DRL,5,6.613878012
Human,22,1,2,1,Visual,DRL,5,4.118613005
Human,22,1,2,2,Visual,DRL,5,4.743726969
Human,22,1,2,3,Visual,DRL,5,6.057852983
Human,22,1,2,4,Visual,DRL,5,6.122668028
Human,22,1,2,5,Visual,DRL,5,5.751106977
Human,22,1,2,6,Visual,DRL,5,4.958968878
Human,22,1,2,7,Visual,DRL,5,8.96626091
Human,22,1,2,8,Visual,DRL,5,7.404711008
Human,22,1,2,9,Visual,DRL,5,6.461186886
Human,22,1,2,10,Visual,DRL,5,5.321704865
Human,22,1,2,11,Visual,DRL,5,7.696435928
Human,22,1,2,12,Visual,DRL,5,6.769669056
Human,22,1,2,13,Visual,DRL,5,6.139724016
Human,22,1,2,14,Visual,DRL,5,5.297785044
Human,22,1,2,15,Visual,DRL,5,7.185856104
Human,22,1,2,16,Visual,DRL,5,6.745632887
Human,22,1,2,17,Visual,DRL,5,7.526376009
Human,22,1,2,18,Visual,DRL,5,5.404248953
Human,22,1,2,19,Visual,DRL,5,3.431187868
Human,22,1,2,20,Visual,DRL,5,7.480219841
Human,22,1,2,21,Visual,DRL,5,7.339581013
Human,22,1,2,22,Visual,DRL,5,5.953913927
Human,22,1,2,23,Visual,DRL,5,6.280967951
Human,22,1,2,24,Visual,DRL,5,7.874992132
Human,22,1,2,25,Visual,DRL,5,4.901942968
Human,22,1,2,26,Visual,DRL,5,9.390424967
Human,22,1,2,27,Visual,DRL,5,5.577090025
Human,22,1,2,28,Visual,DRL,5,4.851070166
Human,22,1,2,29,Visual,DRL,5,6.377487898
Human,22,1,2,30,Visual,DRL,5,7.077957153
Human,22,1,2,31,Visual,DRL,5,5.139171839
Human,22,1,2,32,Visual,DRL,5,8.200198889
Human,22,1,2,33,Visual,DRL,5,5.653652191
Human,22,1,2,34,Visual,DRL,5,6.841654778
Human,22,1,2,35,Visual,DRL,5,6.166145086
Human,22,1,2,36,Visual,DRL,5,4.877161026
Human,22,1,2,37,Visual,DRL,5,5.130323887
Human,22,1,2,38,Visual,DRL,5,6.602563858
Human,22,1,2,39,Visual,DRL,5,3.260622978
Human,22,1,2,40,Visual,DRL,5,9.087343931
Human,22,1,2,41,Visual,DRL,5,6.369408131
Human,22,1,2,42,Visual,DRL,5,7.140934229
Human,22,1,2,43,Visual,DRL,5,9.804665089
Human,22,1,2,44,Visual,DRL,5,5.803778887
Human,22,1,2,45,Visual,DRL,5,6.627143145
Human,22,1,2,46,Visual,DRL,5,5.909924984
Human,22,1,3,1,Visual,DRL,5,6.102240086
Human,22,1,3,2,Visual,DRL,5,5.593016863
Human,22,1,3,3,Visual,DRL,5,6.525166035
Human,22,1,3,4,Visual,DRL,5,5.291765928
Human,22,1,3,5,Visual,DRL,5,5.286878109
Human,22,1,3,6,Visual,DRL,5,7.403130054
Human,22,1,3,7,Visual,DRL,5,7.405323982
Human,22,1,3,8,Visual,DRL,5,9.831366062
Human,22,1,3,9,Visual,DRL,5,7.229441166
Human,22,1,3,10,Visual,DRL,5,6.08655405
Human,22,1,3,11,Visual,DRL,5,5.24224782
Human,22,1,3,12,Visual,DRL,5,6.809385061
Human,22,1,3,13,Visual,DRL,5,7.429450989
Human,22,1,3,14,Visual,DRL,5,7.386268854
Human,22,1,3,15,Visual,DRL,5,6.13113308
Human,22,1,3,16,Visual,DRL,5,5.878745079
Human,22,1,3,17,Visual,DRL,5,5.772067785
Human,22,1,3,18,Visual,DRL,5,4.339550972
Human,22,1,3,19,Visual,DRL,5,7.139929056
Human,22,1,3,20,Visual,DRL,5,8.967269897
Human,22,1,3,21,Visual,DRL,5,9.605566025
Human,22,1,3,22,Visual,DRL,5,6.758196831
Human,22,1,3,23,Visual,DRL,5,6.352207899
Human,22,1,3,24,Visual,DRL,5,9.974534035
Human,22,1,3,25,Visual,DRL,5,8.910992146
Human,22,1,3,26,Visual,DRL,5,6.082836151
Human,22,1,3,27,Visual,DRL,5,7.044569016
Human,22,1,3,28,Visual,DRL,5,5.786477089
Human,22,1,3,29,Visual,DRL,5,4.245702982
Human,22,1,3,30,Visual,DRL,5,5.356104851
Human,22,1,3,31,Visual,DRL,5,4.753587961
Human,22,1,3,32,Visual,DRL,5,6.307027102
Human,22,1,3,33,Visual,DRL,5,9.023306131
Human,22,1,3,34,Visual,DRL,5,9.265239
Human,22,1,3,35,Visual,DRL,5,7.536151171
Human,22,1,3,36,Visual,DRL,5,7.822204828
Human,22,1,3,37,Visual,DRL,5,7.334707975
Human,22,1,3,38,Visual,DRL,5,7.399723053
Human,22,1,3,39,Visual,DRL,5,6.070261955
Human,22,1,3,40,Visual,DRL,5,6.898064852
Human,22,1,3,41,Visual,DRL,5,7.331075907
Human,22,1,3,42,Visual,DRL,5,6.173258066
Human,22,1,3,43,Visual,DRL,5,8.483833075
Human,22,1,4,1,Visual,DRL,5,8.568776131
Human,22,1,4,2,Visual,DRL,5,7.238735199
Human,22,1,4,3,Visual,DRL,5,6.090024948
Human,22,1,4,4,Visual,DRL,5,2.880415916
Human,22,1,4,5,Visual,DRL,5,5.668139935
Human,22,1,4,6,Visual,DRL,5,8.849891901
Human,22,1,4,7,Visual,DRL,5,4.570920944
Human,22,1,4,8,Visual,DRL,5,5.295018911
Human,22,1,4,9,Visual,DRL,5,5.696578026
Human,22,1,4,10,Visual,DRL,5,8.218910217
Human,22,1,4,11,Visual,DRL,5,5.390172958
Human,22,1,4,12,Visual,DRL,5,5.411906958
Human,22,1,4,13,Visual,DRL,5,5.725376844
Human,22,1,4,14,Visual,DRL,5,4.413158894
Human,22,1,4,15,Visual,DRL,5,8.039421082
Human,22,1,4,16,Visual,DRL,5,5.844741821
Human,22,1,4,17,Visual,DRL,5,7.634053946
Human,22,1,4,18,Visual,DRL,5,4.501795053
Human,22,1,4,19,Visual,DRL,5,9.388907909
Human,22,1,4,20,Visual,DRL,5,8.260885954
Human,22,1,4,21,Visual,DRL,5,5.642540932
Human,22,1,4,22,Visual,DRL,5,6.805496931
Human,22,1,4,23,Visual,DRL,5,6.671638012
Human,22,1,4,24,Visual,DRL,5,6.098737001
Human,22,1,4,25,Visual,DRL,5,4.907436132
Human,22,1,4,26,Visual,DRL,5,5.33914113
Human,22,1,4,27,Visual,DRL,5,6.553524971
Human,22,1,4,28,Visual,DRL,5,6.703405142
Human,22,1,4,29,Visual,DRL,5,7.135685921
Human,22,1,4,30,Visual,DRL,5,6.757289886
Human,22,1,4,31,Visual,DRL,5,6.451352119
Human,22,1,4,32,Visual,DRL,5,1.737260103
Human,22,1,4,33,Visual,DRL,5,5.452157021
Human,22,1,4,34,Visual,DRL,5,7.414642811
Human,22,1,4,35,Visual,DRL,5,9.438149929
Human,22,1,4,36,Visual,DRL,5,4.597012997
Human,22,1,4,37,Visual,DRL,5,7.196347952
Human,22,1,4,38,Visual,DRL,5,6.751811981
Human,22,1,4,39,Visual,DRL,5,8.862607002
Human,22,1,4,40,Visual,DRL,5,6.18970108
Human,22,1,4,41,Visual,DRL,5,5.751513004
Human,22,1,4,42,Visual,DRL,5,6.617407084
Human,22,1,4,43,Visual,DRL,5,5.588592052
Human,22,1,4,44,Visual,DRL,5,5.406725168
Human,22,1,4,45,Visual,DRL,5,4.206892967
Human,22,1,4,46,Visual,DRL,5,5.294567823
Human,22,1,4,47,Visual,DRL,5,5.58996892
Human,22,1,5,1,Visual,DRL,5,4.503916979
Human,22,1,5,2,Visual,DRL,5,4.899639845
Human,22,1,5,3,Visual,DRL,5,7.759485006
Human,22,1,5,4,Visual,DRL,5,9.857149124
Human,22,1,5,5,Visual,DRL,5,11.85587192
Human,22,1,5,6,Visual,DRL,5,8.09186697
Human,22,1,5,7,Visual,DRL,5,5.766263962
Human,22,1,5,8,Visual,DRL,5,7.897705793
Human,22,1,5,9,Visual,DRL,5,7.299399137
Human,22,1,5,10,Visual,DRL,5,9.209043026
Human,22,1,5,11,Visual,DRL,5,5.17587018
Human,22,1,5,12,Visual,DRL,5,5.528695822
Human,22,1,5,13,Visual,DRL,5,5.864982128
Human,22,1,5,14,Visual,DRL,5,5.525836229
Human,22,1,5,15,Visual,DRL,5,6.055637121
Human,22,1,5,16,Visual,DRL,5,4.670603037
Human,22,1,5,17,Visual,DRL,5,5.874125004
Human,22,1,5,18,Visual,DRL,5,0.86854291
Human,22,1,5,19,Visual,DRL,5,8.816442966
Human,22,1,5,20,Visual,DRL,5,5.893517017
Human,22,1,5,21,Visual,DRL,5,1.467411041
Human,22,1,5,22,Visual,DRL,5,6.331129074
Human,22,1,5,23,Visual,DRL,5,7.387835979
Human,22,1,5,24,Visual,DRL,5,5.87104702
Human,22,1,5,25,Visual,DRL,5,5.73337698
Human,22,1,5,26,Visual,DRL,5,5.658250809
Human,22,1,5,27,Visual,DRL,5,5.457769871
Human,22,1,5,28,Visual,DRL,5,5.471648932
Human,22,1,5,29,Visual,DRL,5,1.507168055
Human,22,1,5,30,Visual,DRL,5,6.540745974
Human,22,1,5,31,Visual,DRL,5,5.938392162
Human,22,1,5,32,Visual,DRL,5,6.602037907
Human,22,1,5,33,Visual,DRL,5,5.125404119
Human,22,1,5,34,Visual,DRL,5,4.319283962
Human,22,1,5,35,Visual,DRL,5,4.544061899
Human,22,1,5,36,Visual,DRL,5,8.42188406
Human,22,1,5,37,Visual,DRL,5,7.214395046
Human,22,1,5,38,Visual,DRL,5,8.505504847
Human,22,1,5,39,Visual,DRL,5,7.174210072
Human,22,1,5,40,Visual,DRL,5,7.394556046
Human,22,1,5,41,Visual,DRL,5,6.250545979
Human,22,1,5,42,Visual,DRL,5,5.863451958
Human,22,1,5,43,Visual,DRL,5,5.047001123
Human,22,1,5,44,Visual,DRL,5,4.807613134
Human,22,1,5,45,Visual,DRL,5,5.280905962
Human,22,1,5,46,Visual,DRL,5,4.283011198
Human,22,1,5,47,Visual,DRL,5,4.842756987
Human,22,1,5,48,Visual,DRL,5,6.847169161
Human,22,1,5,49,Visual,DRL,5,6.869452953
Human,22,1,6,1,Visual,DRL,5,5.883750916
Human,22,1,6,2,Visual,DRL,5,5.522589207
Human,22,1,6,3,Visual,DRL,5,5.609342813
Human,22,1,6,4,Visual,DRL,5,5.346229076
Human,22,1,6,5,Visual,DRL,5,6.372908831
Human,22,1,6,6,Visual,DRL,5,6.59454608
Human,22,1,6,7,Visual,DRL,5,5.994813919
Human,22,1,6,8,Visual,DRL,5,2.978828907
Human,22,1,6,9,Visual,DRL,5,6.35616684
Human,22,1,6,10,Visual,DRL,5,7.222474098
Human,22,1,6,11,Visual,DRL,5,6.981098175
Human,22,1,6,12,Visual,DRL,5,6.778630018
Human,22,1,6,13,Visual,DRL,5,4.615339041
Human,22,1,6,14,Visual,DRL,5,5.592490911
Human,22,1,6,15,Visual,DRL,5,7.19275403
Human,22,1,6,16,Visual,DRL,5,7.998361826
Human,22,1,6,17,Visual,DRL,5,5.336715937
Human,22,1,6,18,Visual,DRL,5,5.470551014
Human,22,1,6,19,Visual,DRL,5,5.666707039
Human,22,1,6,20,Visual,DRL,5,7.930423975
Human,22,1,6,21,Visual,DRL,5,6.78788805
Human,22,1,6,22,Visual,DRL,5,6.699425936
Human,22,1,6,23,Visual,DRL,5,6.534214973
Human,22,1,6,24,Visual,DRL,5,5.589854956
Human,22,1,6,25,Visual,DRL,5,4.967792988
Human,22,1,6,26,Visual,DRL,5,6.013782024
Human,22,1,6,27,Visual,DRL,5,5.5785501
Human,22,1,6,28,Visual,DRL,5,8.261166096
Human,22,1,6,29,Visual,DRL,5,7.447898865
Human,22,1,6,30,Visual,DRL,5,5.893360138
Human,22,1,6,31,Visual,DRL,5,5.086121082
Human,22,1,6,32,Visual,DRL,5,5.383857965
Human,22,1,6,33,Visual,DRL,5,5.608958006
Human,22,1,6,34,Visual,DRL,5,4.790660858
Human,22,1,6,35,Visual,DRL,5,5.72407198
Human,22,1,6,36,Visual,DRL,5,5.341834068
Human,22,1,6,37,Visual,DRL,5,6.41949892
Human,22,1,6,38,Visual,DRL,5,5.784183979
Human,22,1,6,39,Visual,DRL,5,4.580524921
Human,22,1,6,40,Visual,DRL,5,5.167823076
Human,22,1,6,41,Visual,DRL,5,8.727961063
Human,22,1,6,42,Visual,DRL,5,6.308407068
Human,22,1,6,43,Visual,DRL,5,4.998263121
Human,22,1,6,44,Visual,DRL,5,4.692400217
Human,22,1,6,45,Visual,DRL,5,5.773782969
Human,22,1,6,46,Visual,DRL,5,9.042576075
Human,22,1,6,47,Visual,DRL,5,6.10892415
Human,22,1,6,48,Visual,DRL,5,5.463381052
Human,23,1,1,1,Visual,DRL,5,6.54519701
Human,23,1,1,2,Visual,DRL,5,7.086465836
Human,23,1,1,3,Visual,DRL,5,5.837790012
Human,23,1,1,4,Visual,DRL,5,2.149163961
Human,23,1,1,5,Visual,DRL,5,6.163897991
Human,23,1,1,6,Visual,DRL,5,5.690062046
Human,23,1,1,7,Visual,DRL,5,5.533174992
Human,23,1,1,8,Visual,DRL,5,5.648504019
Human,23,1,1,9,Visual,DRL,5,5.062582016
Human,23,1,1,10,Visual,DRL,5,5.079134941
Human,23,1,1,11,Visual,DRL,5,5.103822947
Human,23,1,1,12,Visual,DRL,5,5.693146944
Human,23,1,1,13,Visual,DRL,5,5.018729925
Human,23,1,1,14,Visual,DRL,5,5.17059803
Human,23,1,1,15,Visual,DRL,5,5.135941982
Human,23,1,1,16,Visual,DRL,5,4.738729
Human,23,1,1,17,Visual,DRL,5,6.066061974
Human,23,1,1,18,Visual,DRL,5,5.968793869
Human,23,1,1,19,Visual,DRL,5,5.877364874
Human,23,1,1,20,Visual,DRL,5,5.741565943
Human,23,1,1,21,Visual,DRL,5,5.790037155
Human,23,1,1,22,Visual,DRL,5,5.923979998
Human,23,1,1,23,Visual,DRL,5,5.835068941
Human,23,1,1,24,Visual,DRL,5,5.590042114
Human,23,1,1,25,Visual,DRL,5,5.624326944
Human,23,1,1,26,Visual,DRL,5,5.532887936
Human,23,1,1,27,Visual,DRL,5,5.436131001
Human,23,1,1,28,Visual,DRL,5,5.482703924
Human,23,1,1,29,Visual,DRL,5,5.579797029
Human,23,1,1,30,Visual,DRL,5,5.724893093
