Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Target,IRT
Human,15,1,3,22,Visual,DRL,5,9.275264025
Human,15,1,3,23,Visual,DRL,5,8.989259005
Human,15,1,3,24,Visual,DRL,5,9.924800158
Human,15,1,3,25,Visual,DRL,5,8.534768105
Human,15,1,3,26,Visual,DRL,5,9.010874987
Human,15,1,3,27,Visual,DRL,5,9.458701134
Human,15,1,3,28,Visual,DRL,5,10.21825314
Human,15,1,3,29,Visual,DRL,5,9.925765991
Human,15,1,3,30,Visual,DRL,5,7.967236996
Human,15,1,3,31,Visual,DRL,5,6.63383007
Human,15,1,3,32,Visual,DRL,5,6.316040993
Human,15,1,3,33,Visual,DRL,5,7.617063046
Human,15,1,4,1,Visual,DRL,5,6.841102123
Human,15,1,4,2,Visual,DRL,5,3.084635019
Human,15,1,4,3,Visual,DRL,5,4.594241142
Human,15,1,4,4,Visual,DRL,5,7.13509798
Human,15,1,4,5,Visual,DRL,5,6.719733953
Human,15,1,4,6,Visual,DRL,5,5.375185966
Human,15,1,4,7,Visual,DRL,5,4.804241896
Human,15,1,4,8,Visual,DRL,5,6.085530996
Human,15,1,4,9,Visual,DRL,5,6.313491106
Human,15,1,4,10,Visual,DRL,5,4.84758997
Human,15,1,4,11,Visual,DRL,5,5.905035019
Human,15,1,4,12,Visual,DRL,5,7.355228901
Human,15,1,4,13,Visual,DRL,5,5.357178926
Human,15,1,4,14,Visual,DRL,5,5.867357969
Human,15,1,4,15,Visual,DRL,5,5.803750038
Human,15,1,4,16,Visual,DRL,5,5.972660065
Human,15,1,4,17,Visual,DRL,5,6.392253876
Human,15,1,4,18,Visual,DRL,5,5.482627153
Human,15,1,4,19,Visual,DRL,5,6.643115997
Human,15,1,4,20,Visual,DRL,5,7.057713032
Human,15,1,4,21,Visual,DRL,5,5.264804125
Human,15,1,4,22,Visual,DRL,5,7.016368866
Human,15,1,4,23,Visual,DRL,5,9.293890953
Human,15,1,4,24,Visual,DRL,5,4.549679995
Human,15,1,4,25,Visual,DRL,5,6.858901024
Human,15,1,4,26,Visual,DRL,5,6.274497986
Human,15,1,4,27,Visual,DRL,5,4.113395929
Human,15,1,4,28,Visual,DRL,5,5.447754145
Human,15,1,4,29,Visual,DRL,5,4.666105986
Human,15,1,4,30,Visual,DRL,5,5.83457303
Human,15,1,4,31,Visual,DRL,5,5.640089035
Human,15,1,4,32,Visual,DRL,5,7.959491968
Human,15,1,4,33,Visual,DRL,5,6.476929903
Human,15,1,4,34,Visual,DRL,5,4.693135023
Human,15,1,4,35,Visual,DRL,5,4.040887117
Human,15,1,4,36,Visual,DRL,5,4.871747971
Human,15,1,4,37,Visual,DRL,5,6.467065811
Human,15,1,4,38,Visual,DRL,5,5.055583954
Human,15,1,4,39,Visual,DRL,5,6.089501858
Human,15,1,4,40,Visual,DRL,5,4.681231976
Human,15,1,4,41,Visual,DRL,5,6.165350914
Human,15,1,4,42,Visual,DRL,5,6.681574106
Human,15,1,4,43,Visual,DRL,5,7.072803974
Human,15,1,4,44,Visual,DRL,5,6.894278765
Human,15,1,4,45,Visual,DRL,5,6.999879122
Human,15,1,4,46,Visual,DRL,5,5.113291979
Human,15,1,4,47,Visual,DRL,5,3.684937
Human,15,1,4,48,Visual,DRL,5,5.95581913
Human,15,1,4,49,Visual,DRL,5,5.544482946
Human,15,1,4,50,Visual,DRL,5,5.249866962
Human,15,1,5,1,Visual,DRL,5,5.354240894
Human,15,1,5,2,Visual,DRL,5,3.047704935
Human,15,1,5,3,Visual,DRL,5,3.680691004
Human,15,1,5,4,Visual,DRL,5,4.404111147
Human,15,1,5,5,Visual,DRL,5,4.488485098
Human,15,1,5,6,Visual,DRL,5,5.87919879
Human,15,1,5,7,Visual,DRL,5,4.531620026
Human,15,1,5,8,Visual,DRL,5,5.925126076
Human,15,1,5,9,Visual,DRL,5,5.132112026
Human,15,1,5,10,Visual,DRL,5,4.224040031
Human,15,1,5,11,Visual,DRL,5,4.131850004
Human,15,1,5,12,Visual,DRL,5,5.017172813
Human,15,1,5,13,Visual,DRL,5,5.996579885
Human,15,1,5,14,Visual,DRL,5,9.926594019
Human,15,1,5,15,Visual,DRL,5,17.56845498
Human,15,1,5,16,Visual,DRL,5,8.749455929
Human,15,1,5,17,Visual,DRL,5,13.3452239
Human,15,1,5,18,Visual,DRL,5,6.763356924
Human,15,1,5,19,Visual,DRL,5,6.087282896
Human,15,1,5,20,Visual,DRL,5,3.340144873
Human,15,1,5,21,Visual,DRL,5,8.972619057
Human,15,1,5,22,Visual,DRL,5,7.966964006
Human,15,1,5,23,Visual,DRL,5,7.195729971
Human,15,1,5,24,Visual,DRL,5,6.928183079
Human,15,1,5,25,Visual,DRL,5,6.256742954
Human,15,1,5,26,Visual,DRL,5,5.298908949
Human,15,1,5,27,Visual,DRL,5,3.780068874
Human,15,1,5,28,Visual,DRL,5,4.393406868
Human,15,1,5,29,Visual,DRL,5,7.635060072
Human,15,1,5,30,Visual,DRL,5,7.65973711
Human,15,1,5,31,Visual,DRL,5,5.428380966
Human,15,1,5,32,Visual,DRL,5,7.446115971
Human,15,1,5,33,Visual,DRL,5,4.598030806
Human,15,1,5,34,Visual,DRL,5,4.805934906
Human,15,1,5,35,Visual,DRL,5,4.957340956
Human,15,1,5,36,Visual,DRL,5,6.270176172
Human,15,1,5,37,Visual,DRL,5,7.832138062
Human,15,1,5,38,Visual,DRL,5,5.936962843
Human,15,1,5,39,Visual,DRL,5,6.112773895
Human,15,1,5,40,Visual,DRL,5,7.312281132
Human,15,1,5,41,Visual,DRL,5,5.88638401
Human,15,1,5,42,Visual,DRL,5,5.96400094
Human,15,1,5,43,Visual,DRL,5,4.723347187
Human,15,1,5,44,Visual,DRL,5,5.736616135
Human,15,1,5,45,Visual,DRL,5,11.21779108
Human,15,1,5,46,Visual,DRL,5,12.75268006
Human,15,1,6,1,Visual,DRL,5,12.69258213
Human,15,1,6,2,Visual,DRL,5,5.206893206
Human,15,1,6,3,Visual,DRL,5,3.777230978
Human,15,1,6,4,Visual,DRL,5,4.860777855
Human,15,1,6,5,Visual,DRL,5,6.087556124
Human,15,1,6,6,Visual,DRL,5,8.321524143
Human,15,1,6,7,Visual,DRL,5,5.759385109
Human,15,1,6,8,Visual,DRL,5,5.046029806
Human,15,1,6,9,Visual,DRL,5,5.509644032
Human,15,1,6,10,Visual,DRL,5,4.811817169
Human,15,1,6,11,Visual,DRL,5,6.27958107
Human,15,1,6,12,Visual,DRL,5,4.119910002
Human,15,1,6,13,Visual,DRL,5,6.267053127
Human,15,1,6,14,Visual,DRL,5,4.844141006
Human,15,1,6,15,Visual,DRL,5,4.97092104
Human,15,1,6,16,Visual,DRL,5,8.530077934
Human,15,1,6,17,Visual,DRL,5,11.85585499
Human,15,1,6,18,Visual,DRL,5,6.177761078
Human,15,1,6,19,Visual,DRL,5,5.355242014
Human,15,1,6,20,Visual,DRL,5,5.160642147
Human,15,1,6,21,Visual,DRL,5,5.466618061
Human,15,1,6,22,Visual,DRL,5,6.680938005
Human,15,1,6,23,Visual,DRL,5,5.341737986
Human,15,1,6,24,Visual,DRL,5,6.901859999
Human,15,1,6,25,Visual,DRL,5,7.037785053
Human,15,1,6,26,Visual,DRL,5,8.373688936
Human,15,1,6,27,Visual,DRL,5,5.345512867
Human,15,1,6,28,Visual,DRL,5,9.60469389
Human,15,1,6,29,Visual,DRL,5,4.617432117
Human,15,1,6,30,Visual,DRL,5,7.809572935
Human,15,1,6,31,Visual,DRL,5,8.367955923
Human,15,1,6,32,Visual,DRL,5,5.293060064
Human,15,1,6,33,Visual,DRL,5,8.285749912
Human,15,1,6,34,Visual,DRL,5,7.320917845
Human,15,1,6,35,Visual,DRL,5,5.36635685
Human,15,1,6,36,Visual,DRL,5,6.599178076
Human,15,1,6,37,Visual,DRL,5,5.44302702
Human,15,1,6,38,Visual,DRL,5,4.504158974
Human,15,1,6,39,Visual,DRL,5,10.66617393
Human,15,1,6,40,Visual,DRL,5,10.01429701
Human,15,1,6,41,Visual,DRL,5,4.510819197
Human,15,1,6,42,Visual,DRL,5,6.754372835
Human,15,1,6,43,Visual,DRL,5,6.314744949
Human,15,1,6,44,Visual,DRL,5,6.439157963
Human,16,1,1,1,Visual,DRL,5,5.851181984
Human,16,1,1,2,Visual,DRL,5,6.488358021
Human,16,1,1,3,Visual,DRL,5,6.521537066
Human,16,1,1,4,Visual,DRL,5,6.632087946
Human,16,1,1,5,Visual,DRL,5,6.248790026
Human,16,1,1,6,Visual,DRL,5,5.645938873
Human,16,1,1,7,Visual,DRL,5,6.519273996
Human,16,1,1,8,Visual,DRL,5,5.970386982
Human,16,1,1,9,Visual,DRL,5,7.421175003
Human,16,1,1,10,Visual,DRL,5,5.491679907
Human,16,1,1,11,Visual,DRL,5,7.311316967
Human,16,1,1,12,Visual,DRL,5,8.432832003
Human,16,1,1,13,Visual,DRL,5,6.046793938
Human,16,1,1,14,Visual,DRL,5,6.619373083
Human,16,1,1,15,Visual,DRL,5,6.230566978
Human,16,1,1,16,Visual,DRL,5,6.3435359
Human,16,1,1,17,Visual,DRL,5,5.622347116
Human,16,1,1,18,Visual,DRL,5,6.512139082
Human,16,1,1,19,Visual,DRL,5,6.234086037
Human,16,1,1,20,Visual,DRL,5,6.206181049
Human,16,1,1,21,Visual,DRL,5,6.255887985
Human,16,1,1,22,Visual,DRL,5,6.703351021
Human,16,1,1,23,Visual,DRL,5,6.223860025
Human,16,1,1,24,Visual,DRL,5,6.347637892
Human,16,1,1,25,Visual,DRL,5,5.565047026
Human,16,1,1,26,Visual,DRL,5,5.838155031
Human,16,1,1,27,Visual,DRL,5,6.243283987
Human,16,1,1,28,Visual,DRL,5,4.580901861
Human,16,1,1,29,Visual,DRL,5,5.473063946
Human,16,1,1,30,Visual,DRL,5,5.961838961
Human,16,1,1,31,Visual,DRL,5,7.020918846
Human,16,1,1,32,Visual,DRL,5,7.816512823
Human,16,1,1,33,Visual,DRL,5,4.792387009
Human,16,1,1,34,Visual,DRL,5,5.44356513
Human,16,1,1,35,Visual,DRL,5,5.514394999
Human,16,1,1,36,Visual,DRL,5,4.350465059
Human,16,1,1,37,Visual,DRL,5,3.975191116
Human,16,1,1,38,Visual,DRL,5,5.284278154
Human,16,1,1,39,Visual,DRL,5,8.893443108
Human,16,1,1,40,Visual,DRL,5,5.232352972
Human,16,1,1,41,Visual,DRL,5,6.425107002
Human,16,1,1,42,Visual,DRL,5,5.215515137
Human,16,1,1,43,Visual,DRL,5,3.96421814
Human,16,1,1,44,Visual,DRL,5,8.182909966
Human,16,1,1,45,Visual,DRL,5,7.190019846
Human,16,1,1,46,Visual,DRL,5,5.700694084
Human,16,1,1,47,Visual,DRL,5,6.232632875
Human,16,1,1,48,Visual,DRL,5,4.85554409
Human,16,1,2,1,Visual,DRL,5,5.762521982
Human,16,1,2,2,Visual,DRL,5,9.895147085
Human,16,1,2,3,Visual,DRL,5,7.224551201
Human,16,1,2,4,Visual,DRL,5,5.58185792
Human,16,1,2,5,Visual,DRL,5,6.714992046
Human,16,1,2,6,Visual,DRL,5,7.443006039
Human,16,1,2,7,Visual,DRL,5,3.940019131
Human,16,1,2,8,Visual,DRL,5,5.435775042
Human,16,1,2,9,Visual,DRL,5,6.324238062
Human,16,1,2,10,Visual,DRL,5,9.764141083
Human,16,1,2,11,Visual,DRL,5,5.915747881
Human,16,1,2,12,Visual,DRL,5,9.669816017
Human,16,1,2,13,Visual,DRL,5,5.640275955
Human,16,1,2,14,Visual,DRL,5,7.999850988
Human,16,1,2,15,Visual,DRL,5,6.098433018
Human,16,1,2,16,Visual,DRL,5,6.958137989
Human,16,1,2,17,Visual,DRL,5,5.896096945
Human,16,1,2,18,Visual,DRL,5,5.665972233
Human,16,1,2,19,Visual,DRL,5,9.456555128
Human,16,1,2,20,Visual,DRL,5,5.286471844
Human,16,1,2,21,Visual,DRL,5,6.057235003
Human,16,1,2,22,Visual,DRL,5,4.055423975
Human,16,1,2,23,Visual,DRL,5,6.206840038
Human,16,1,2,24,Visual,DRL,5,6.842570066
Human,16,1,2,25,Visual,DRL,5,4.792547226
Human,16,1,2,26,Visual,DRL,5,6.063360929
Human,16,1,2,27,Visual,DRL,5,5.993891001
Human,16,1,2,28,Visual,DRL,5,7.495808125
Human,16,1,2,29,Visual,DRL,5,8.834057093
Human,16,1,2,30,Visual,DRL,5,7.34475112
Human,16,1,2,31,Visual,DRL,5,6.013013124
Human,16,1,2,32,Visual,DRL,5,9.269394875
Human,16,1,2,33,Visual,DRL,5,9.033787012
Human,16,1,2,34,Visual,DRL,5,7.263889074
Human,16,1,2,35,Visual,DRL,5,7.021918058
Human,16,1,2,36,Visual,DRL,5,7.652416229
Human,16,1,2,37,Visual,DRL,5,6.236654997
Human,16,1,2,38,Visual,DRL,5,6.656396866
Human,16,1,2,39,Visual,DRL,5,9.991314173
Human,16,1,2,40,Visual,DRL,5,6.617428064
Human,16,1,2,41,Visual,DRL,5,7.426635027
Human,16,1,2,42,Visual,DRL,5,5.870772123
Human,16,1,2,43,Visual,DRL,5,7.475072861
Human,16,1,3,1,Visual,DRL,5,3.333406925
Human,16,1,3,2,Visual,DRL,5,7.344476938
Human,16,1,3,3,Visual,DRL,5,7.23375988
Human,16,1,3,4,Visual,DRL,5,5.66743803
Human,16,1,3,5,Visual,DRL,5,4.765670061
Human,16,1,3,6,Visual,DRL,5,13.26129413
Human,16,1,3,7,Visual,DRL,5,11.23743391
Human,16,1,3,8,Visual,DRL,5,10.02372694
Human,16,1,3,9,Visual,DRL,5,6.302439928
Human,16,1,3,10,Visual,DRL,5,6.103029013
Human,16,1,3,11,Visual,DRL,5,5.210581064
Human,16,1,3,12,Visual,DRL,5,7.821395874
Human,16,1,3,13,Visual,DRL,5,7.458312988
Human,16,1,3,14,Visual,DRL,5,7.724142075
Human,16,1,3,15,Visual,DRL,5,6.260552883
Human,16,1,3,16,Visual,DRL,5,5.550626993
Human,16,1,3,17,Visual,DRL,5,7.27216506
Human,16,1,3,18,Visual,DRL,5,3.85680604
Human,16,1,3,19,Visual,DRL,5,8.476819992
Human,16,1,3,20,Visual,DRL,5,6.679162025
Human,16,1,3,21,Visual,DRL,5,4.392165899
Human,16,1,3,22,Visual,DRL,5,5.29734087
Human,16,1,3,23,Visual,DRL,5,6.93087101
Human,16,1,3,24,Visual,DRL,5,5.486220837
Human,16,1,3,25,Visual,DRL,5,7.127879858
Human,16,1,3,26,Visual,DRL,5,7.21479702
Human,16,1,3,27,Visual,DRL,5,10.52830005
Human,16,1,3,28,Visual,DRL,5,6.279135942
Human,16,1,3,29,Visual,DRL,5,6.357477188
Human,16,1,3,30,Visual,DRL,5,8.075307131
Human,16,1,3,31,Visual,DRL,5,4.569652081
Human,16,1,3,32,Visual,DRL,5,7.034938097
Human,16,1,3,33,Visual,DRL,5,7.295946121
Human,16,1,3,34,Visual,DRL,5,4.488524914
Human,16,1,3,35,Visual,DRL,5,4.863715887
Human,16,1,3,36,Visual,DRL,5,4.938705921
Human,16,1,3,37,Visual,DRL,5,7.145053148
Human,16,1,3,38,Visual,DRL,5,6.753064871
Human,16,1,3,39,Visual,DRL,5,15.348948
Human,16,1,3,40,Visual,DRL,5,14.9007709
Human,16,1,3,41,Visual,DRL,5,15.70968604
Human,16,1,4,1,Visual,DRL,5,9.946711063
Human,16,1,4,2,Visual,DRL,5,17.09310007
Human,16,1,4,3,Visual,DRL,5,8.590273142
Human,16,1,4,4,Visual,DRL,5,9.152443886
Human,16,1,4,5,Visual,DRL,5,7.138562918
Human,16,1,4,6,Visual,DRL,5,8.275409937
Human,16,1,4,7,Visual,DRL,5,6.576393127
Human,16,1,4,8,Visual,DRL,5,4.660135031
Human,16,1,4,9,Visual,DRL,5,8.074520111
Human,16,1,4,10,Visual,DRL,5,9.819159031
Human,16,1,4,11,Visual,DRL,5,8.928158998
Human,16,1,4,12,Visual,DRL,5,7.90121007
Human,16,1,4,13,Visual,DRL,5,6.164045811
Human,16,1,4,14,Visual,DRL,5,7.809944868
Human,16,1,4,15,Visual,DRL,5,6.310636044
Human,16,1,4,16,Visual,DRL,5,5.264471054
Human,16,1,4,17,Visual,DRL,5,6.897147894
Human,16,1,4,18,Visual,DRL,5,5.616104841
Human,16,1,4,19,Visual,DRL,5,5.829946995
Human,16,1,4,20,Visual,DRL,5,5.142738104
Human,16,1,4,21,Visual,DRL,5,5.748389006
Human,16,1,4,22,Visual,DRL,5,7.035416842
Human,16,1,4,23,Visual,DRL,5,13.98382497
Human,16,1,4,24,Visual,DRL,5,9.870563984
Human,16,1,4,25,Visual,DRL,5,7.981606007
Human,16,1,4,26,Visual,DRL,5,6.146317005
Human,16,1,4,27,Visual,DRL,5,6.800348043
Human,16,1,4,28,Visual,DRL,5,5.621915817
Human,16,1,4,29,Visual,DRL,5,4.327945948
Human,16,1,4,30,Visual,DRL,5,4.933952808
Human,16,1,4,31,Visual,DRL,5,12.08272696
Human,16,1,4,32,Visual,DRL,5,6.863662958
Human,16,1,4,33,Visual,DRL,5,9.491769075
Human,16,1,4,34,Visual,DRL,5,9.84343195
Human,16,1,4,35,Visual,DRL,5,9.25581789
Human,16,1,4,36,Visual,DRL,5,8.30510211
Human,16,1,4,37,Visual,DRL,5,10.27757692
Human,16,1,5,1,Visual,DRL,5,6.035771132
Human,16,1,5,2,Visual,DRL,5,6.550835133
Human,16,1,5,3,Visual,DRL,5,6.899061918
Human,16,1,5,4,Visual,DRL,5,7.95719409
Human,16,1,5,5,Visual,DRL,5,5.908202887
Human,16,1,5,6,Visual,DRL,5,5.462150097
Human,16,1,5,7,Visual,DRL,5,4.841835022
Human,16,1,5,8,Visual,DRL,5,8.199203968
Human,16,1,5,9,Visual,DRL,5,7.216418028
Human,16,1,5,10,Visual,DRL,5,7.194105148
Human,16,1,5,11,Visual,DRL,5,8.442736149
Human,16,1,5,12,Visual,DRL,5,6.19965601
Human,16,1,5,13,Visual,DRL,5,8.376554966
Human,16,1,5,14,Visual,DRL,5,7.353213072
Human,16,1,5,15,Visual,DRL,5,5.892798901
Human,16,1,5,16,Visual,DRL,5,7.240231991
Human,16,1,5,17,Visual,DRL,5,4.49320507
Human,16,1,5,18,Visual,DRL,5,4.728391886
Human,16,1,5,19,Visual,DRL,5,12.24142194
Human,16,1,5,20,Visual,DRL,5,8.457947969
Human,16,1,5,21,Visual,DRL,5,7.349947929
Human,16,1,5,22,Visual,DRL,5,6.911356926
Human,16,1,5,23,Visual,DRL,5,5.950335026
Human,16,1,5,24,Visual,DRL,5,4.797212839
Human,16,1,5,25,Visual,DRL,5,7.50207901
Human,16,1,5,26,Visual,DRL,5,8.315165997
Human,16,1,5,27,Visual,DRL,5,7.973690033
Human,16,1,5,28,Visual,DRL,5,8.079393864
Human,16,1,5,29,Visual,DRL,5,5.638064861
Human,16,1,5,30,Visual,DRL,5,6.001513958
Human,16,1,5,31,Visual,DRL,5,6.10906291
Human,16,1,5,32,Visual,DRL,5,5.738085032
Human,16,1,5,33,Visual,DRL,5,5.088787794
Human,16,1,5,34,Visual,DRL,5,9.108115911
Human,16,1,5,35,Visual,DRL,5,7.652297974
Human,16,1,5,36,Visual,DRL,5,6.75158596
Human,16,1,5,37,Visual,DRL,5,7.901925087
Human,16,1,5,38,Visual,DRL,5,6.213232994
Human,16,1,5,39,Visual,DRL,5,6.458121061
Human,16,1,5,40,Visual,DRL,5,7.931020021
Human,16,1,5,41,Visual,DRL,5,5.484719038
Human,16,1,5,42,Visual,DRL,5,8.370038033
Human,16,1,5,43,Visual,DRL,5,6.670764923
Human,16,1,6,1,Visual,DRL,5,9.344973087
Human,16,1,6,2,Visual,DRL,5,8.388511181
Human,16,1,6,3,Visual,DRL,5,6.897644043
Human,16,1,6,4,Visual,DRL,5,13.21897292
Human,16,1,6,5,Visual,DRL,5,6.572530985
Human,16,1,6,6,Visual,DRL,5,8.194979906
Human,16,1,6,7,Visual,DRL,5,8.204674006
Human,16,1,6,8,Visual,DRL,5,10.4036119
Human,16,1,6,9,Visual,DRL,5,6.361509085
Human,16,1,6,10,Visual,DRL,5,7.74323678
Human,16,1,6,11,Visual,DRL,5,6.059297085
Human,16,1,6,12,Visual,DRL,5,7.057056904
Human,16,1,6,13,Visual,DRL,5,8.422865152
Human,16,1,6,14,Visual,DRL,5,10.40131307
Human,16,1,6,15,Visual,DRL,5,8.479101896
Human,16,1,6,16,Visual,DRL,5,4.719431162
Human,16,1,6,17,Visual,DRL,5,7.67027688
Human,16,1,6,18,Visual,DRL,5,4.779089928
Human,16,1,6,19,Visual,DRL,5,9.193867922
Human,16,1,6,20,Visual,DRL,5,5.798356056
Human,16,1,6,21,Visual,DRL,5,6.932197094
Human,16,1,6,22,Visual,DRL,5,5.771286964
Human,16,1,6,23,Visual,DRL,5,5.535447836
Human,16,1,6,24,Visual,DRL,5,5.372464895
Human,16,1,6,25,Visual,DRL,5,8.800278902
Human,16,1,6,26,Visual,DRL,5,4.025602818
Human,16,1,6,27,Visual,DRL,5,4.89209199
Human,16,1,6,28,Visual,DRL,5,6.29756093
Human,16,1,6,29,Visual,DRL,5,8.733156919
Human,16,1,6,30,Visual,DRL,5,9.250849009
Human,16,1,6,31,Visual,DRL,5,8.831919909
Human,16,1,6,32,Visual,DRL,5,5.600266933
Human,16,1,6,33,Visual,DRL,5,7.76680994
Human,16,1,6,34,Visual,DRL,5,11.30409503
Human,16,1,6,35,Visual,DRL,5,6.368087053
Human,16,1,6,36,Visual,DRL,5,6.599034071
Human,16,1,6,37,Visual,DRL,5,8.518752098
Human,16,1,6,38,Visual,DRL,5,6.42543292
Human,16,1,6,39,Visual,DRL,5,6.366914988
Human,16,1,6,40,Visual,DRL,5,7.613669157
Human,17,1,1,1,Visual,DRL,5,7.200227976
Human,17,1,1,2,Visual,DRL,5,5.110029936
Human,17,1,1,3,Visual,DRL,5,5.04233408
Human,17,1,1,4,Visual,DRL,5,4.424189091
Human,17,1,1,5,Visual,DRL,5,6.057142019
Human,17,1,1,6,Visual,DRL,5,6.950715065
Human,17,1,1,7,Visual,DRL,5,5.359347105
Human,17,1,1,8,Visual,DRL,5,4.265440941
Human,17,1,1,9,Visual,DRL,5,5.967230082
Human,17,1,1,10,Visual,DRL,5,5.538645029
Human,17,1,1,11,Visual,DRL,5,4.812635183
Human,17,1,1,12,Visual,DRL,5,7.529325962
Human,17,1,1,13,Visual,DRL,5,6.254625797
Human,17,1,1,14,Visual,DRL,5,5.182550907
Human,17,1,1,15,Visual,DRL,5,5.584367037
Human,17,1,1,16,Visual,DRL,5,6.44057107
Human,17,1,1,17,Visual,DRL,5,6.06765008
Human,17,1,1,18,Visual,DRL,5,5.832967043
Human,17,1,1,19,Visual,DRL,5,7.446954012
Human,17,1,1,20,Visual,DRL,5,7.006870985
Human,17,1,1,21,Visual,DRL,5,6.846308947
Human,17,1,1,22,Visual,DRL,5,6.373374939
Human,17,1,1,23,Visual,DRL,5,6.440680981
Human,17,1,1,24,Visual,DRL,5,5.858639956
Human,17,1,1,25,Visual,DRL,5,6.376527071
Human,17,1,1,26,Visual,DRL,5,4.777382135
Human,17,1,1,27,Visual,DRL,5,5.714081049
Human,17,1,1,28,Visual,DRL,5,7.767061949
Human,17,1,1,29,Visual,DRL,5,6.945049047
Human,17,1,1,30,Visual,DRL,5,5.948616982
Human,17,1,1,31,Visual,DRL,5,6.975621939
Human,17,1,1,32,Visual,DRL,5,4.572270155
Human,17,1,1,33,Visual,DRL,5,6.009664059
Human,17,1,1,34,Visual,DRL,5,5.757402897
Human,17,1,1,35,Visual,DRL,5,6.757472038
Human,17,1,1,36,Visual,DRL,5,7.495840073
Human,17,1,1,37,Visual,DRL,5,6.844909906
Human,17,1,1,38,Visual,DRL,5,7.795454979
Human,17,1,1,39,Visual,DRL,5,9.601792097
Human,17,1,1,40,Visual,DRL,5,8.539320946
Human,17,1,1,41,Visual,DRL,5,5.634605885
Human,17,1,1,42,Visual,DRL,5,4.894684076
Human,17,1,1,43,Visual,DRL,5,4.965720892
Human,17,1,1,44,Visual,DRL,5,9.061969042
Human,17,1,1,45,Visual,DRL,5,7.134866953
Human,17,1,1,46,Visual,DRL,5,5.87361598
Human,17,1,2,1,Visual,DRL,5,5.605735064
Human,17,1,2,2,Visual,DRL,5,4.923019171
Human,17,1,2,3,Visual,DRL,5,5.926322937
Human,17,1,2,4,Visual,DRL,5,6.607071877
Human,17,1,2,5,Visual,DRL,5,5.647905827
Human,17,1,2,6,Visual,DRL,5,6.541996956
Human,17,1,2,7,Visual,DRL,5,4.827227831
Human,17,1,2,8,Visual,DRL,5,8.4596591
Human,17,1,2,9,Visual,DRL,5,5.321171045
Human,17,1,2,10,Visual,DRL,5,6.175437927
Human,17,1,2,11,Visual,DRL,5,6.234583855
Human,17,1,2,12,Visual,DRL,5,6.530686855
Human,17,1,2,13,Visual,DRL,5,6.743046999
Human,17,1,2,14,Visual,DRL,5,6.568706036
Human,17,1,2,15,Visual,DRL,5,6.409965992
Human,17,1,2,16,Visual,DRL,5,7.248574972
Human,17,1,2,17,Visual,DRL,5,6.502398014
Human,17,1,2,18,Visual,DRL,5,5.492815971
Human,17,1,2,19,Visual,DRL,5,5.908365011
Human,17,1,2,20,Visual,DRL,5,4.613994837
Human,17,1,2,21,Visual,DRL,5,5.322227955
Human,17,1,2,22,Visual,DRL,5,6.844595909
Human,17,1,2,23,Visual,DRL,5,4.736876965
Human,17,1,2,24,Visual,DRL,5,8.310765028
Human,17,1,2,25,Visual,DRL,5,6.181376934
Human,17,1,2,26,Visual,DRL,5,5.718599796
Human,17,1,2,27,Visual,DRL,5,5.886209011
Human,17,1,2,28,Visual,DRL,5,5.869716883
Human,17,1,2,29,Visual,DRL,5,5.66979599
Human,17,1,2,30,Visual,DRL,5,7.898288012
Human,17,1,2,31,Visual,DRL,5,7.388715982
Human,17,1,2,32,Visual,DRL,5,7.129914999
Human,17,1,2,33,Visual,DRL,5,5.410779953
Human,17,1,2,34,Visual,DRL,5,6.132157087
Human,17,1,2,35,Visual,DRL,5,6.844377995
Human,17,1,2,36,Visual,DRL,5,6.287491083
Human,17,1,2,37,Visual,DRL,5,6.098835945
Human,17,1,2,38,Visual,DRL,5,4.789663076
Human,17,1,2,39,Visual,DRL,5,7.912028074
Human,17,1,2,40,Visual,DRL,5,4.834223032
Human,17,1,2,41,Visual,DRL,5,7.309731007
Human,17,1,2,42,Visual,DRL,5,9.380446196
Human,17,1,2,43,Visual,DRL,5,12.72662401
Human,17,1,2,44,Visual,DRL,5,7.596958876
Human,17,1,2,45,Visual,DRL,5,9.541039944
Human,17,1,3,1,Visual,DRL,5,7.990971088
Human,17,1,3,2,Visual,DRL,5,8.469367027
Human,17,1,3,3,Visual,DRL,5,5.568699837
Human,17,1,3,4,Visual,DRL,5,5.747212887
Human,17,1,3,5,Visual,DRL,5,6.274842024
Human,17,1,3,6,Visual,DRL,5,6.420032024
Human,17,1,3,7,Visual,DRL,5,5.244677067
Human,17,1,3,8,Visual,DRL,5,7.681134939
Human,17,1,3,9,Visual,DRL,5,8.978919983
Human,17,1,3,10,Visual,DRL,5,8.759026051
Human,17,1,3,11,Visual,DRL,5,7.61124897
Human,17,1,3,12,Visual,DRL,5,7.073819876
Human,17,1,3,13,Visual,DRL,5,5.952888966
Human,17,1,3,14,Visual,DRL,5,13.97753
Human,17,1,3,15,Visual,DRL,5,10.08307004
Human,17,1,3,16,Visual,DRL,5,5.015397072
Human,17,1,3,17,Visual,DRL,5,4.214884996
Human,17,1,3,18,Visual,DRL,5,4.884907961
Human,17,1,3,19,Visual,DRL,5,6.46214819
Human,17,1,3,20,Visual,DRL,5,6.86047101
Human,17,1,3,21,Visual,DRL,5,7.8791008
Human,17,1,3,22,Visual,DRL,5,6.654378176
