Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Drug_Type
Rat,5,5,1,10,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,11,Visual,FI,12,12,18.019475,18.824425,SKF
Rat,5,5,1,12,Visual,FI,12,12,13.019625,13.7576,SKF
Rat,5,5,1,13,Visual,FI,12,12,32.623,33.73395,SKF
Rat,5,5,1,14,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,15,Visual,FI,12,12,16.396525,18.555425,SKF
Rat,5,5,1,16,Visual,FI,12,12,16.1475,16.512475,SKF
Rat,5,5,1,17,Visual,FI,12,12,31.041025,31.491025,SKF
Rat,5,5,1,18,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,19,Visual,FI,12,12,23.963275,24.24325,SKF
Rat,5,5,1,20,Visual,FI,12,12,24.392225,24.5772,SKF
Rat,5,5,1,21,Visual,FI,12,12,32.50205,32.792,SKF
Rat,5,5,1,22,Visual,FI,12,12,26.453225,26.5952,SKF
Rat,5,5,1,23,Visual,FI,12,12,20.546375,21.37035,SKF
Rat,5,5,1,24,Visual,FI,12,12,15.336575,15.46255,SKF
Rat,5,5,1,25,Visual,FI,12,12,26.235175,32.132,SKF
Rat,5,5,1,26,Visual,FI,12,12,26.293175,26.878175,SKF
Rat,5,5,1,27,Visual,FI,12,12,25.945225,26.0612,SKF
Rat,5,5,1,28,Visual,FI,12,12,24.642275,24.93425,SKF
Rat,5,5,1,29,Visual,FI,12,12,15.711525,19.1714,SKF
Rat,5,5,1,30,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,31,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,32,Visual,FI,12,12,13.587575,14.142575,SKF
Rat,5,5,1,33,Visual,FI,12,12,41.07175,41.6777,SKF
Rat,5,5,1,34,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,35,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,36,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,37,Visual,FI,12,12,42.5307,43.444675,SKF
Rat,5,5,1,38,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,39,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,40,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,41,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,42,Visual,FI,12,12,23.133325,24.038275,SKF
Rat,5,5,1,43,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,44,Visual,FI,12,12,39.694775,40.681725,SKF
Rat,5,5,1,45,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,46,Visual,FI,12,12,42.2617,42.539675,SKF
Rat,5,5,1,47,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,48,Visual,FI,12,12,99.450925,102.64185,SKF
Rat,5,5,1,49,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,50,Visual,FI,12,12,17.531475,18.292425,SKF
Rat,5,5,1,51,Visual,FI,12,12,14.05455,16.691475,SKF
Rat,5,5,1,52,Visual,FI,12,12,38.179825,38.438775,SKF
Rat,5,5,1,53,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,54,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,55,Visual,FI,12,12,21.88335,22.150325,SKF
Rat,5,5,1,56,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,57,Visual,FI,12,12,28.482125,31.421025,SKF
Rat,5,5,1,58,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,59,Visual,FI,12,12,NaN,31.13605,SKF
Rat,5,5,1,60,Visual,FI,12,12,21.736325,NaN,SKF
Rat,5,5,1,61,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,62,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,63,Visual,FI,12,12,16.02855,17.507475,SKF
Rat,5,5,1,64,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,65,Visual,FI,12,12,20.642375,20.966325,SKF
Rat,5,5,1,66,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,67,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,68,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,69,Visual,FI,12,12,14.261575,16.849475,SKF
Rat,5,5,1,70,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,71,Visual,FI,12,12,43.933625,51.5694,SKF
Rat,5,5,1,72,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,73,Visual,FI,12,12,31.302025,31.77,SKF
Rat,5,5,1,74,Visual,FI,12,12,46.443575,46.51155,SKF
Rat,5,5,1,75,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,76,Visual,FI,12,12,34.40695,38.072825,SKF
Rat,5,5,1,77,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,78,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,79,Visual,FI,12,12,13.2206,15.603475,SKF
Rat,5,5,1,80,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,81,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,82,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,83,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,84,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,85,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,86,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,87,Visual,FI,12,12,39.780775,40.23375,SKF
Rat,5,5,1,88,Visual,FI,12,12,NaN,NaN,SKF
Rat,5,5,1,89,Visual,FI,12,12,0,0,SKF
Rat,6,6,1,1,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,2,Visual,FI,12,12,94.7472,94.954175,Saline
Rat,6,6,1,3,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,4,Visual,FI,12,12,17.1985,17.94745,Saline
Rat,6,6,1,5,Visual,FI,12,12,49.39455,49.636525,Saline
Rat,6,6,1,6,Visual,FI,12,12,36.8199,37.447925,Saline
Rat,6,6,1,7,Visual,FI,12,12,21.46435,22.303325,Saline
Rat,6,6,1,8,Visual,FI,12,12,115.5046,115.633525,Saline
Rat,6,6,1,9,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,10,Visual,FI,12,12,15.095575,15.709525,Saline
Rat,6,6,1,11,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,12,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,13,Visual,FI,12,12,17.94345,18.35345,Saline
Rat,6,6,1,14,Visual,FI,12,12,28.913175,29.33015,Saline
Rat,6,6,1,15,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,16,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,17,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,18,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,19,Visual,FI,12,12,12.114725,12.857625,Saline
Rat,6,6,1,20,Visual,FI,12,12,NaN,NaN,Saline
Rat,6,6,1,21,Visual,FI,12,12,29.6841,29.952075,Saline
Rat,6,6,1,22,Visual,FI,12,12,38.80685,39.666825,Saline
Rat,6,6,1,23,Visual,FI,12,12,0,0,Saline
Rat,6,6,1,1,Visual,FI,12,12,NaN,39.683875,SCH
Rat,6,6,1,2,Visual,FI,12,12,21.0784,21.60835,SCH
Rat,6,6,1,3,Visual,FI,12,12,24.5453,24.869275,SCH
Rat,6,6,1,4,Visual,FI,12,12,95.7132,96.13615,SCH
Rat,6,6,1,5,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,6,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,7,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,8,Visual,FI,12,12,70.90495,71.143925,SCH
Rat,6,6,1,9,Visual,FI,12,12,161.265275,161.689275,SCH
Rat,6,6,1,10,Visual,FI,12,12,26.852225,27.1152,SCH
Rat,6,6,1,11,Visual,FI,12,12,35.43695,35.637925,SCH
Rat,6,6,1,12,Visual,FI,12,12,44.20075,44.60975,SCH
Rat,6,6,1,13,Visual,FI,12,12,96.01315,96.7371,SCH
Rat,6,6,1,14,Visual,FI,12,12,58.3193,58.54425,SCH
Rat,6,6,1,15,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,16,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,17,Visual,FI,12,12,46.861625,47.97855,SCH
Rat,6,6,1,18,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,19,Visual,FI,12,12,31.344075,32.056025,SCH
Rat,6,6,1,20,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,21,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,22,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,23,Visual,FI,12,12,26.600225,26.8682,SCH
Rat,6,6,1,24,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,25,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,26,Visual,FI,12,12,44.8237,46.52165,SCH
Rat,6,6,1,27,Visual,FI,12,12,24.1863,24.89325,SCH
Rat,6,6,1,28,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,29,Visual,FI,12,12,36.64095,37.275925,SCH
Rat,6,6,1,30,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,31,Visual,FI,12,12,12.152625,12.226625,SCH
Rat,6,6,1,32,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,33,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,34,Visual,FI,12,12,33.870975,34.324975,SCH
Rat,6,6,1,35,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,36,Visual,FI,12,12,51.154475,51.227475,SCH
Rat,6,6,1,37,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,38,Visual,FI,12,12,18.0045,18.81045,SCH
Rat,6,6,1,39,Visual,FI,12,12,15.06455,15.348525,SCH
Rat,6,6,1,40,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,41,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,42,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,43,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,44,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,45,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,46,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,47,Visual,FI,12,12,16.7275,17.086475,SCH
Rat,6,6,1,48,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,49,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,50,Visual,FI,12,12,19.890425,20.311425,SCH
Rat,6,6,1,51,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,52,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,53,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,54,Visual,FI,12,12,18.837475,19.6954,SCH
Rat,6,6,1,55,Visual,FI,12,12,16.357525,16.936475,SCH
Rat,6,6,1,56,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,57,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,58,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,59,Visual,FI,12,12,14.40055,14.82955,SCH
Rat,6,6,1,60,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,61,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,62,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,63,Visual,FI,12,12,55.66935,55.882325,SCH
Rat,6,6,1,64,Visual,FI,12,12,32.17805,32.480025,SCH
Rat,6,6,1,65,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,66,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,67,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,68,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,69,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,70,Visual,FI,12,12,25.0153,25.492275,SCH
Rat,6,6,1,71,Visual,FI,12,12,16.460525,17.581475,SCH
Rat,6,6,1,72,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,73,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,74,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,75,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,76,Visual,FI,12,12,NaN,NaN,SCH
Rat,6,6,1,77,Visual,FI,12,12,0,0,SCH
Rat,6,6,1,1,Visual,FI,12,12,NaN,49.929525,SKF
Rat,6,6,1,2,Visual,FI,12,12,79.33165,79.793625,SKF
Rat,6,6,1,3,Visual,FI,12,12,20.073375,20.672325,SKF
Rat,6,6,1,4,Visual,FI,12,12,20.805375,21.24935,SKF
Rat,6,6,1,5,Visual,FI,12,12,158.6003,159.336275,SKF
Rat,6,6,1,6,Visual,FI,12,12,42.693725,43.545675,SKF
Rat,6,6,1,7,Visual,FI,12,12,21.97635,22.579325,SKF
Rat,6,6,1,8,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,9,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,10,Visual,FI,12,12,12.453625,14.948525,SKF
Rat,6,6,1,11,Visual,FI,12,12,27.1032,28.45815,SKF
Rat,6,6,1,12,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,13,Visual,FI,12,12,21.53535,23.2363,SKF
Rat,6,6,1,14,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,15,Visual,FI,12,12,25.105275,25.818225,SKF
Rat,6,6,1,16,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,17,Visual,FI,12,12,57.0463,57.326275,SKF
Rat,6,6,1,18,Visual,FI,12,12,13.926625,14.861575,SKF
Rat,6,6,1,19,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,20,Visual,FI,12,12,13.3176,16.2305,SKF
Rat,6,6,1,21,Visual,FI,12,12,30.7281,34.512975,SKF
Rat,6,6,1,22,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,23,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,24,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,25,Visual,FI,12,12,18.281475,19.577425,SKF
Rat,6,6,1,26,Visual,FI,12,12,26.897225,27.1442,SKF
Rat,6,6,1,27,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,28,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,29,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,30,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,31,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,32,Visual,FI,12,12,35.54895,35.811925,SKF
Rat,6,6,1,33,Visual,FI,12,12,36.060925,36.8209,SKF
Rat,6,6,1,34,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,35,Visual,FI,12,12,92.45625,94.169175,SKF
Rat,6,6,1,36,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,37,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,38,Visual,FI,12,12,12.914625,15.7625,SKF
Rat,6,6,1,39,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,40,Visual,FI,12,12,14.850525,23.32425,SKF
Rat,6,6,1,41,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,42,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,43,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,44,Visual,FI,12,12,19.23045,19.9514,SKF
Rat,6,6,1,45,Visual,FI,12,12,13.02065,16.09955,SKF
Rat,6,6,1,46,Visual,FI,12,12,22.45735,22.916325,SKF
Rat,6,6,1,47,Visual,FI,12,12,23.362325,24.17525,SKF
Rat,6,6,1,48,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,49,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,50,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,51,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,52,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,53,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,54,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,55,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,56,Visual,FI,12,12,13.9486,16.4565,SKF
Rat,6,6,1,57,Visual,FI,12,12,37.69585,40.677775,SKF
Rat,6,6,1,58,Visual,FI,12,12,140.3188,140.588775,SKF
Rat,6,6,1,59,Visual,FI,12,12,40.9948,43.2367,SKF
Rat,6,6,1,60,Visual,FI,12,12,87.9014,90.499325,SKF
Rat,6,6,1,61,Visual,FI,12,12,48.331575,49.12755,SKF
Rat,6,6,1,62,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,63,Visual,FI,12,12,83.555475,91.797275,SKF
Rat,6,6,1,64,Visual,FI,12,12,17.8745,18.582475,SKF
Rat,6,6,1,65,Visual,FI,12,12,NaN,NaN,SKF
Rat,6,6,1,66,Visual,FI,12,12,382.008625,382.1616,SKF
Rat,6,6,1,67,Visual,FI,12,12,313.99665,314.057625,SKF
