Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_set,Standard,Comparison,Order,Response,RT
Human,1,1,1,1,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.832,SC,S,0.844726774
Human,1,1,1,2,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.95175,SC,S,1.053178372
Human,1,1,1,3,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.702941176,SC,L,2.823458322
Human,1,1,1,4,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.682857143,SC,L,1.536810397
Human,1,1,1,5,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.330555556,SC,L,1.724587293
Human,1,1,1,6,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.21075,SC,S,1.091092054
Human,1,1,1,7,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.155263158,SC,L,1.227687804
Human,1,1,1,8,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.151282051,SC,L,1.471755961
Human,1,1,1,9,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.5975,SC,L,1.622092183
Human,1,1,1,10,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.60475,SC,S,1.111515008
Human,1,1,1,11,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.2495,SC,S,1.49062134
Human,1,1,1,12,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.276744186,SC,L,1.096043091
Human,1,1,1,13,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.270454545,SC,S,1.006413375
Human,1,1,1,14,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.629,SC,S,0.569159067
Human,1,1,1,15,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.66375,SC,S,1.283644609
Human,1,1,1,16,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.5085,SC,L,2.962445976
Human,1,1,1,17,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.7485,SC,L,1.241581317
Human,1,1,1,18,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.7485,SC,L,1.164866195
Human,1,1,1,19,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.38875,SC,L,0.809521342
Human,1,1,1,20,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.38875,SC,L,0.546395523
Human,1,1,1,21,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.064444444,SC,S,1.21817633
Human,1,1,1,22,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.270454545,SC,S,1.876168971
Human,1,1,1,23,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.649,SC,L,1.041169948
Human,1,1,1,24,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.269,SC,L,0.599700526
Human,1,1,1,25,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.27925,SC,L,0.500884133
Human,1,1,1,26,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.63425,SC,S,1.345066815
Human,1,1,1,27,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.088636364,SC,S,1.290692337
Human,1,1,1,28,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.088636364,SC,S,1.371660002
Human,1,1,1,29,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.270454545,SC,L,1.01905962
Human,1,1,1,30,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.66375,SC,S,0.815190494
Human,1,1,1,31,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.3685,SC,L,0.771360742
Human,1,1,1,32,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.041304348,SC,S,1.124748967
Human,1,1,1,33,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.041304348,SC,S,1.379040676
Human,1,1,1,34,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.064444444,SC,S,0.832217571
Human,1,1,1,35,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.68875,SC,L,0.472654586
Human,1,1,1,36,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.68875,SC,L,0.448636228
Human,1,1,1,37,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.543181818,SC,S,0.597100945
Human,1,1,1,38,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.543181818,SC,S,0.670168744
Human,1,1,1,39,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.309,SC,L,0.945381469
Human,1,1,1,40,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.137209302,SC,S,0.47578332
Human,1,1,1,41,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.27925,SC,L,0.2603824
Human,1,1,1,42,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.14925,SC,L,0.521606226
Human,1,1,1,43,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.569047619,SC,S,0.904625815
Human,1,1,1,44,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.569047619,SC,S,0.459178539
Human,1,1,1,45,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.6195,SC,S,0.577843456
Human,1,1,1,46,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.276744186,SC,S,0.460772337
Human,1,1,1,47,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.63425,SC,L,0.707392987
Human,1,1,1,48,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.113953488,SC,S,0.723820277
Human,1,1,1,49,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.14047619,SC,S,1.284466864
Human,1,1,1,50,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.2495,SC,S,0.935371632
Human,1,1,1,51,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.14925,SC,L,0.495020887
Human,1,1,1,52,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.113953488,SC,S,0.878275321
Human,1,1,1,53,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.63425,SC,S,0.907398058
Human,1,1,1,54,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.270454545,SC,S,0.608578103
Human,1,1,1,55,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.543181818,SC,S,0.478642196
Human,1,1,1,56,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.649,SC,L,0.650696333
Human,1,1,1,57,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.27925,SC,L,0.435288772
Human,1,1,1,58,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.56925,SC,L,0.276604428
Human,1,1,1,59,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.276744186,SC,S,0.429932946
Human,1,1,1,60,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.2495,SC,L,0.462677349
Human,1,1,1,61,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.283333333,SC,S,0.571377102
Human,1,1,1,62,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.0295,SC,L,0.921044654
Human,1,1,1,63,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.60475,SC,S,1.5260752
Human,1,1,1,64,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.0295,SC,L,0.517028886
Human,1,1,1,65,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.569047619,SC,S,1.197496195
Human,1,1,1,66,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.0295,SC,L,0.467530283
Human,1,1,1,67,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.44975,SC,L,0.461838794
Human,1,1,1,68,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.143902439,SC,S,0.670022947
Human,1,1,1,69,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.582926829,SC,S,0.53887509
Human,1,1,1,70,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.19,SC,L,0.293935173
Human,1,1,1,71,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.59,SC,S,1.318199845
Human,1,1,1,72,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.44975,SC,L,0.720133713
Human,1,1,1,73,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.290243902,SC,S,0.937503638
Human,1,1,1,74,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.168292683,SC,S,0.796664099
Human,1,1,1,75,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.5975,SC,S,1.072182303
Human,1,1,1,76,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.1475,SC,S,0.545127125
Human,1,1,1,77,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.2975,SC,S,2.763745224
Human,1,1,1,78,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.151282051,SC,S,0.484522949
Human,1,1,1,79,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.228205128,SC,L,1.069501824
Human,1,1,1,80,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.59,SC,S,1.281417518
Human,1,1,1,81,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.60475,SC,L,1.314878828
Human,1,1,1,82,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.290243902,SC,S,1.050248862
Human,1,1,1,83,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.60475,SC,S,0.71975579
Human,1,1,1,84,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.6195,SC,L,0.484038471
Human,1,1,1,85,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.0295,SC,L,0.811552831
Human,1,1,1,86,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.14047619,SC,L,0.773342726
Human,1,1,1,87,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.137209302,SC,S,1.125619217
Human,1,1,1,88,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.137209302,SC,S,0.454665193
Human,1,1,1,89,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.113953488,SC,S,0.740871503
Human,1,1,1,90,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.569047619,SC,S,0.47714801
Human,1,1,1,91,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.5095,SC,L,0.498241386
Human,1,1,1,92,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.6195,SC,S,0.837357269
Human,1,1,1,93,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.137209302,SC,L,1.676783308
Human,1,1,1,94,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.309,SC,L,0.354135164
Human,1,1,1,95,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.629,SC,L,0.527512335
Human,1,1,1,96,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.309,SC,S,0.868855007
Human,1,1,1,97,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.131111111,SC,L,0.645813817
Human,1,1,1,98,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.041304348,SC,S,0.990004196
Human,1,1,1,99,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.12826087,SC,S,0.454676361
Human,1,1,1,100,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.7485,SC,L,0.715664136
Human,1,1,1,101,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.38875,SC,L,0.366356095
Human,1,1,1,102,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.264444444,SC,S,0.459422439
Human,1,1,1,103,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.064444444,SC,L,0.558193856
Human,1,1,1,104,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.5085,SC,L,0.657648674
Human,1,1,1,105,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.3685,SC,S,0.570075802
Human,1,1,1,106,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.39825,SC,S,0.749196986
Human,1,1,1,107,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.868,SC,L,0.521268449
Human,1,1,1,108,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,0.997916667,SC,S,0.893003465
Human,1,1,1,109,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.247916667,SC,S,0.488012099
Human,1,1,1,110,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.019148936,SC,S,1.174780646
Human,1,1,1,111,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.253191489,SC,S,0.720041647
Human,1,1,1,112,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.39825,SC,S,1.494694581
Human,1,1,1,113,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,0.997916667,SC,S,0.814225461
Human,1,1,1,114,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.868,SC,L,0.851570145
Human,1,1,1,115,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,0.997916667,SC,S,1.300954224
Human,1,1,1,116,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.508510638,SC,S,0.809175717
Human,1,1,1,117,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.253191489,SC,S,0.931097355
Human,1,1,1,118,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.508510638,SC,S,0.534301674
Human,1,1,1,119,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.3685,SC,L,0.455793529
Human,1,1,1,120,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.3685,SC,S,0.653477934
Human,1,1,1,121,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.39825,SC,S,1.040847868
Human,1,1,1,122,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.497916667,SC,S,0.847425364
Human,1,1,1,123,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.868,SC,L,0.50722099
Human,1,1,1,124,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.497916667,SC,S,2.254625106
Human,1,1,1,125,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.39825,SC,S,0.642162268
Human,1,1,1,126,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.748,SC,L,0.472803703
Human,1,1,1,127,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.708,SC,S,0.596741737
Human,1,1,1,128,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.92775,SC,L,0.473332856
Human,1,1,1,129,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.86775,SC,L,0.689872376
Human,1,1,1,130,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.120408163,SC,S,0.690997694
Human,1,1,1,131,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.428,SC,S,0.869542936
Human,1,1,1,132,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.72275,SC,S,0.630737633
Human,1,1,1,133,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.4875,SC,L,1.199099954
Human,1,1,1,134,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.118,SC,S,1.086591989
Human,1,1,1,135,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.9875,SC,L,3.065730438
Human,1,1,1,136,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.45775,SC,S,2.706404108
Human,1,1,1,137,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.7375,SC,S,3.127171661
Human,1,1,1,138,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,3.04725,SC,L,1.463830136
Human,1,1,1,139,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,0.939215686,SC,S,9.952745239
Human,1,1,1,140,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.115686275,SC,S,2.44132317
Human,1,1,1,141,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,0.958,SC,S,0.479208779
Human,1,1,1,142,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.118,SC,S,1.013394694
Human,1,1,1,143,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.118,SC,S,1.121935369
Human,1,1,1,144,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.72275,SC,L,0.83181067
Human,1,1,1,145,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.242857143,SC,S,1.060444039
Human,1,1,1,146,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.120408163,SC,S,1.193757108
Human,1,1,1,147,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.122916667,SC,S,0.842979633
Human,1,1,1,148,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.708,SC,L,0.982813087
Human,1,1,1,149,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.497916667,SC,S,0.853324531
Human,1,1,1,150,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.253191489,SC,S,0.986323971
Human,1,1,1,151,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.80825,SC,L,0.555980348
Human,1,1,1,152,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.019148936,SC,S,0.575872941
Human,1,1,1,153,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.12826087,SC,S,0.543227547
Human,1,1,1,154,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.12826087,SC,S,0.654219593
Human,1,1,1,155,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.258695652,SC,S,0.451946378
Human,1,1,1,156,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.68875,SC,L,2.341982755
Human,1,1,1,157,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.131111111,SC,S,0.816668078
Human,1,1,1,158,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.531111111,SC,S,1.215761484
Human,1,1,1,159,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.134090909,SC,S,0.645673454
Human,1,1,1,160,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.309,SC,L,0.604955231
Human,1,1,1,161,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.629,SC,L,0.500968049
Human,1,1,1,162,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.27925,SC,L,0.66585764
Human,1,1,1,163,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,5.14925,SC,L,0.506551776
Human,1,1,1,164,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.276744186,SC,S,1.160182904
Human,1,1,1,165,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.5095,SC,L,0.45556593
Human,1,1,1,166,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.14047619,SC,S,1.062122357
Human,1,1,1,167,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.283333333,SC,S,0.949452597
Human,1,1,1,168,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.143902439,SC,S,0.978273781
Human,1,1,1,169,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.582926829,SC,L,1.673218996
Human,1,1,1,170,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.283333333,SC,S,0.834915558
Human,1,1,1,171,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.6195,SC,L,0.776917302
Human,1,1,1,172,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.283333333,SC,S,0.47868506
Human,1,1,1,173,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.290243902,SC,S,0.494525844
Human,1,1,1,174,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.44975,SC,L,2.461843322
Human,1,1,1,175,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.21975,SC,S,0.571487883
Human,1,1,1,176,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.5095,SC,L,0.521934343
Human,1,1,1,177,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.14047619,SC,S,0.912248578
Human,1,1,1,178,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.569047619,SC,S,0.76120058
Human,1,1,1,179,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.90975,SC,L,0.488776398
Human,1,1,1,180,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.290243902,SC,S,1.621041726
Human,1,1,1,181,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.90975,SC,L,1.092819574
Human,1,1,1,182,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.59,SC,L,1.862577918
Human,1,1,1,183,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.39,SC,L,0.546104232
Human,1,1,1,184,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.59,SC,S,0.669750674
Human,1,1,1,185,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.90975,SC,L,0.442053057
Human,1,1,1,186,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.90975,SC,L,0.459436928
Human,1,1,1,187,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.143902439,SC,S,0.518073307
Human,1,1,1,188,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.19,SC,L,0.519925493
Human,1,1,1,189,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.5975,SC,S,0.532441337
Human,1,1,1,190,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.5975,SC,S,0.627943053
Human,1,1,1,191,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.67025,SC,L,0.420979604
Human,1,1,1,192,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.228205128,SC,S,0.452352676
Human,1,1,1,193,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.67025,SC,L,0.462264108
Human,1,1,1,194,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.5505,SC,L,0.387302467
Human,1,1,1,195,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.628947368,SC,S,0.417641079
Human,1,1,1,196,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.5605,SC,S,0.386976463
Human,1,1,1,197,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.305128205,SC,S,0.36165107
Human,1,1,1,198,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.612820513,SC,S,0.447325873
Human,1,1,1,199,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.67025,SC,L,0.623987234
Human,1,1,1,200,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.628947368,SC,S,0.828203796
Human,2,1,1,1,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.746323529,SC,S,2.298227059
Human,2,1,1,2,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.950588235,SC,S,1.240374951
Human,2,1,1,3,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.485294118,SC,L,0.840974687
Human,2,1,1,4,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.950294118,SC,L,0.409029367
Human,2,1,1,5,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.970294118,SC,L,0.499108974
Human,2,1,1,6,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.183823529,SC,S,0.935277317
Human,2,1,1,7,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.746323529,SC,S,0.600295827
Human,2,1,1,8,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.746323529,SC,L,0.60381763
Human,2,1,1,9,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.980294118,SC,L,1.020184852
Human,2,1,1,10,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.178253119,SC,S,0.893785126
Human,2,1,1,11,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.950294118,SC,L,0.498923028
Human,2,1,1,12,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.371323529,SC,S,0.790576714
Human,2,1,1,13,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.183823529,SC,S,0.905557673
Human,2,1,1,14,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.183823529,SC,S,0.795686302
Human,2,1,1,15,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.920882353,SC,L,0.589544473
Human,2,1,1,16,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.54459203,SC,L,0.743018643
Human,2,1,1,17,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.470588235,SC,S,0.833309853
Human,2,1,1,18,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.485294118,SC,S,0.831847039
Human,2,1,1,19,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.702422145,SC,S,0.556584662
Human,2,1,1,20,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.03,SC,L,0.723656425
Human,2,1,1,21,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.01,SC,S,0.972359935
Human,2,1,1,22,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.039705882,SC,S,1.888606413
Human,2,1,1,23,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.529411765,SC,L,0.622536584
Human,2,1,1,24,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.163398693,SC,S,0.632379339
Human,2,1,1,25,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.330065359,SC,S,0.554468018
Human,2,1,1,26,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.368067227,SC,S,0.648059466
Human,2,1,1,27,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.514705882,SC,L,0.777391763
Human,2,1,1,28,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.682352941,SC,S,0.821598282
Human,2,1,1,29,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.408304498,SC,L,0.847388008
Human,2,1,1,30,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.089705882,SC,L,0.456995856
Human,2,1,1,31,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.368067227,SC,L,0.885937365
Human,2,1,1,32,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.069411765,SC,L,0.31799226
Human,2,1,1,33,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.330065359,SC,S,0.802494456
Human,2,1,1,34,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.309411765,SC,L,1.204897022
Human,2,1,1,35,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.039705882,SC,S,0.75796857
Human,2,1,1,36,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.663398693,SC,L,0.74876757
Human,2,1,1,37,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.209117647,SC,L,0.851250309
Human,2,1,1,38,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.544117647,SC,L,1.423975672
Human,2,1,1,39,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.099117647,SC,S,0.755305258
Human,2,1,1,40,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.558823529,SC,S,0.909798809
Human,2,1,1,41,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.150829563,SC,S,0.716035663
Human,2,1,1,42,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.328529412,SC,L,0.365441662
Human,2,1,1,43,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.612368024,SC,S,1.537979509
Human,2,1,1,44,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.312693498,SC,S,0.806645638
Human,2,1,1,45,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.128823529,SC,L,0.543648745
Human,2,1,1,46,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.628482972,SC,L,1.608863223
Human,2,1,1,47,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.22775264,SC,S,0.548861871
