Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_set,Standard,Comparison,Order,Response,RT
Human,28,1,1,173,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.34,SC,S,0.552849838
Human,28,1,1,174,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.5015,SC,L,0.495113465
Human,28,1,1,175,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.408823529,SC,L,0.616474493
Human,28,1,1,176,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.09125,SC,S,0.709385704
Human,28,1,1,177,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.531,SC,L,0.546426972
Human,28,1,1,178,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,2.151,SC,L,0.53975598
Human,28,1,1,179,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.311,SC,L,0.552105464
Human,28,1,1,180,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.682857143,SC,S,0.878116202
Human,28,1,1,181,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.682857143,SC,L,0.595313867
Human,28,1,1,182,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.663888889,SC,S,1.004018333
Human,28,1,1,183,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.330555556,SC,S,0.539503328
Human,28,1,1,184,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.071,SC,S,0.210820269
Human,28,1,1,185,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.321621622,SC,S,0.795193668
Human,28,1,1,186,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.294594595,SC,S,0.929036392
Human,28,1,1,187,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.321621622,SC,S,0.365464713
Human,28,1,1,188,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.071,SC,L,1.147886862
Human,28,1,1,189,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,4.311,SC,L,0.681326187
Human,28,1,1,190,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.071,SC,L,0.519252492
Human,28,1,1,191,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.51625,SC,L,0.496987078
Human,28,1,1,192,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.51625,SC,L,0.654333726
Human,28,1,1,193,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.168571429,SC,S,0.557348984
Human,28,1,1,194,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.408823529,SC,S,0.802124556
Human,28,1,1,195,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.0115,SC,L,0.591735076
Human,28,1,1,196,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.702941176,SC,L,0.308818941
Human,28,1,1,197,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.51625,SC,L,0.459468035
Human,28,1,1,198,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.168571429,SC,S,0.478995626
Human,28,1,1,199,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,1.04125,SC,L,0.459987225
Human,28,1,1,200,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.35,SC,L,0.366224783
Human,29,1,1,1,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.746323529,SC,S,1.147927833
Human,29,1,1,2,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.183823529,SC,S,1.529357813
Human,29,1,1,3,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.183823529,SC,S,1.224776676
Human,29,1,1,4,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.54459203,SC,S,1.256820245
Human,29,1,1,5,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.383301708,SC,S,1.184868163
Human,29,1,1,6,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.770398482,SC,S,0.94700517
Human,29,1,1,7,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.596078431,SC,S,0.898404318
Human,29,1,1,8,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.196078431,SC,S,0.998222538
Human,29,1,1,9,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.196078431,SC,S,0.892493612
Human,29,1,1,10,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.731470588,SC,L,0.981867803
Human,29,1,1,11,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.651115619,SC,S,1.339772984
Human,29,1,1,12,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.409736308,SC,S,0.90800948
Human,29,1,1,13,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.411764706,SC,L,3.237354246
Human,29,1,1,14,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.831764706,SC,L,1.277717963
Human,29,1,1,15,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.411764706,SC,L,0.590508464
Human,29,1,1,16,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.612058824,SC,L,0.544782822
Human,29,1,1,17,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.397058824,SC,L,0.773966757
Human,29,1,1,18,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.232058824,SC,L,0.68147436
Human,29,1,1,19,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.918552036,SC,S,2.972729919
Human,29,1,1,20,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.382352941,SC,L,2.504486722
Human,29,1,1,21,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.918552036,SC,S,2.513870923
Human,29,1,1,22,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,1.66381529
Human,29,1,1,23,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.955294118,SC,L,1.135879724
Human,29,1,1,24,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.382352941,SC,L,1.859015607
Human,29,1,1,25,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.382352941,SC,L,0.674130124
Human,29,1,1,26,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.382352941,SC,L,0.613001508
Human,29,1,1,27,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.475294118,SC,S,0.790093589
Human,29,1,1,28,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.492647059,SC,L,0.62421226
Human,29,1,1,29,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.235294118,SC,S,1.230863668
Human,29,1,1,30,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,L,1.515972769
Human,29,1,1,31,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.475294118,SC,S,1.243770869
Human,29,1,1,32,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.367647059,SC,L,0.615182139
Human,29,1,1,33,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,0.90386133
Human,29,1,1,34,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.872941176,SC,L,0.706359638
Human,29,1,1,35,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.495098039,SC,S,3.836330581
Human,29,1,1,36,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.245098039,SC,S,1.490272773
Human,29,1,1,37,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.338235294,SC,L,2.638998836
Human,29,1,1,38,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.683235294,SC,L,1.441679467
Human,29,1,1,39,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,S,0.651773822
Human,29,1,1,40,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.653529412,SC,L,1.579547049
Human,29,1,1,41,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.176470588,SC,S,1.955002026
Human,29,1,1,42,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.653529412,SC,L,3.228177724
Human,29,1,1,43,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.253823529,SC,S,2.86366907
Human,29,1,1,44,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.770689471
Human,29,1,1,45,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.540106952,SC,L,0.536993947
Human,29,1,1,46,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.373235294,SC,L,0.74765942
Human,29,1,1,47,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.753235294,SC,L,0.579485771
Human,29,1,1,48,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,S,1.063658384
Human,29,1,1,49,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.540106952,SC,S,0.726057163
Human,29,1,1,50,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.685963611
Human,29,1,1,51,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.443703735
Human,29,1,1,52,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.308823529,SC,S,0.951909478
Human,29,1,1,53,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.323529412,SC,L,0.816980496
Human,29,1,1,54,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.267379679,SC,L,2.013486053
Human,29,1,1,55,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.753235294,SC,L,0.310166627
Human,29,1,1,56,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.373235294,SC,L,2.291668389
Human,29,1,1,57,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.038363171,SC,S,2.567666471
Human,29,1,1,58,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.176470588,SC,S,2.104865797
Human,29,1,1,59,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.323529412,SC,S,3.820762793
Human,29,1,1,60,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,S,1.196629506
Human,29,1,1,61,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,L,1.99380996
Human,29,1,1,62,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.352941176,SC,L,5.326261461
Human,29,1,1,63,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,L,4.527809275
Human,29,1,1,64,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.235294118,SC,S,1.581516982
Human,29,1,1,65,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,1.996930883
Human,29,1,1,66,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.367647059,SC,L,0.729994313
Human,29,1,1,67,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,L,0.272325549
Human,29,1,1,68,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.475294118,SC,S,4.654508063
Human,29,1,1,69,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,1.108774271
Human,29,1,1,70,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.742647059,SC,L,2.001800476
Human,29,1,1,71,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,0.682059967
Human,29,1,1,72,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,L,0.771308886
Human,29,1,1,73,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.955294118,SC,L,0.541337098
Human,29,1,1,74,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.112352941,SC,L,0.587666459
Human,29,1,1,75,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.918552036,SC,S,2.114000662
Human,29,1,1,76,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.457013575,SC,S,1.166237107
Human,29,1,1,77,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.992647059,SC,L,0.797591471
Human,29,1,1,78,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.742647059,SC,L,0.606919647
Human,29,1,1,79,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.475294118,SC,S,1.290495666
Human,29,1,1,80,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.352941176,SC,L,0.629971734
Human,29,1,1,81,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,S,1.079442002
Human,29,1,1,82,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.495098039,SC,S,1.073577782
Human,29,1,1,83,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.373235294,SC,L,0.702955269
Human,29,1,1,84,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.081841432,SC,S,1.061217852
Human,29,1,1,85,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.255754476,SC,L,0.763876809
Human,29,1,1,86,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.432941176,SC,L,0.62856175
Human,29,1,1,87,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.352941176,SC,L,0.53347789
Human,29,1,1,88,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.432941176,SC,L,0.673942367
Human,29,1,1,89,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.081841432,SC,S,0.959216283
Human,29,1,1,90,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,S,0.751460432
Human,29,1,1,91,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.038363171,SC,S,1.282191819
Human,29,1,1,92,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.653529412,SC,L,1.189741078
Human,29,1,1,93,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.805366159
Human,29,1,1,94,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,0.73946213
Human,29,1,1,95,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,S,0.673463618
Human,29,1,1,96,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.565826331,SC,S,2.444553469
Human,29,1,1,97,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.623823529,SC,L,0.710764067
Human,29,1,1,98,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.623823529,SC,S,1.314013521
Human,29,1,1,99,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.540106952,SC,L,0.554382249
Human,29,1,1,100,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.373235294,SC,S,2.906923994
Human,29,1,1,101,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,L,3.43819903
Human,29,1,1,102,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.492647059,SC,L,0.808017993
Human,29,1,1,103,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.367647059,SC,L,0.527524018
Human,29,1,1,104,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.742647059,SC,S,0.935251374
Human,29,1,1,105,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.457013575,SC,S,0.783692663
Human,29,1,1,106,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.841628959,SC,L,2.02051394
Human,29,1,1,107,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.397058824,SC,L,0.936618796
Human,29,1,1,108,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.88453159,SC,S,1.080902095
Human,29,1,1,109,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.802058824,SC,L,1.611286645
Human,29,1,1,110,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.841628959,SC,S,0.886733835
Human,29,1,1,111,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.918552036,SC,S,0.99396421
Human,29,1,1,112,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.918552036,SC,S,1.412617664
Human,29,1,1,113,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,0.838251614
Human,29,1,1,114,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.915294118,SC,S,0.819251685
Human,29,1,1,115,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.492647059,SC,L,1.087085078
Human,29,1,1,116,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,S,1.60466174
Human,29,1,1,117,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.245098039,SC,S,1.350060046
Human,29,1,1,118,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,S,1.14976193
Human,29,1,1,119,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,L,4.024037242
Human,29,1,1,120,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.352941176,SC,L,0.737392884
Human,29,1,1,121,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.872941176,SC,L,0.705706113
Human,29,1,1,122,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.432941176,SC,S,2.460309618
Human,29,1,1,123,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.235294118,SC,L,3.084583571
Human,29,1,1,124,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.552352941,SC,L,0.90967363
Human,29,1,1,125,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.841628959,SC,S,1.081255874
Human,29,1,1,126,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.112352941,SC,L,0.914935037
Human,29,1,1,127,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.742647059,SC,L,0.692222059
Human,29,1,1,128,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.992647059,SC,L,0.730406351
Human,29,1,1,129,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.235294118,SC,S,1.20608072
Human,29,1,1,130,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,1.043358348
Human,29,1,1,131,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.872941176,SC,L,0.881626074
Human,29,1,1,132,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,0.855351941
Human,29,1,1,133,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.683235294,SC,L,1.097789914
Human,29,1,1,134,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.753235294,SC,L,1.392348719
Human,29,1,1,135,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.255754476,SC,S,1.074440797
Human,29,1,1,136,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,1.116838139
Human,29,1,1,137,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.323529412,SC,L,1.019693185
Human,29,1,1,138,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.323529412,SC,L,0.612667954
Human,29,1,1,139,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.623823529,SC,L,0.93179418
Human,29,1,1,140,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.513823529,SC,L,0.795929434
Human,29,1,1,141,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.565826331,SC,S,1.02494131
Human,29,1,1,142,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,S,0.869766627
Human,29,1,1,143,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,S,0.574826875
Human,29,1,1,144,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.253823529,SC,S,0.816409982
Human,29,1,1,145,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,2.691298068
Human,29,1,1,146,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,1.025830286
Human,29,1,1,147,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.267379679,SC,S,1.005456596
Human,29,1,1,148,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.253823529,SC,S,2.309063935
Human,29,1,1,149,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.085561497,SC,L,2.381583512
Human,29,1,1,150,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.255754476,SC,S,0.956161769
Human,29,1,1,151,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.753235294,SC,L,0.625893012
Human,29,1,1,152,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.753235294,SC,L,0.651295979
Human,29,1,1,153,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.852195399
Human,29,1,1,154,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.540106952,SC,S,0.791307365
Human,29,1,1,155,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.085561497,SC,S,0.976825546
Human,29,1,1,156,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.565826331,SC,S,0.87175105
Human,29,1,1,157,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.513823529,SC,L,0.873683855
Human,29,1,1,158,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.623823529,SC,L,0.625757175
Human,29,1,1,159,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.280112045,SC,S,1.136016164
Human,29,1,1,160,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.253823529,SC,L,1.286678957
Human,29,1,1,161,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.513823529,SC,S,0.786356571
Human,29,1,1,162,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,1.283208783
Human,29,1,1,163,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.176470588,SC,S,1.267144738
Human,29,1,1,164,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,L,1.062702094
Human,29,1,1,165,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,L,1.088698214
Human,29,1,1,166,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.267379679,SC,S,0.769555688
Human,29,1,1,167,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.653529412,SC,L,0.647254385
Human,29,1,1,168,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.633529412,SC,L,0.581972186
Human,29,1,1,169,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.137254902,SC,S,0.97288749
Human,29,1,1,170,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.513823529,SC,L,0.985806161
Human,29,1,1,171,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,S,0.675560333
Human,29,1,1,172,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.280112045,SC,L,0.633296714
Human,29,1,1,173,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.313529412,SC,S,2.4828739
Human,29,1,1,174,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.683235294,SC,L,0.909526021
Human,29,1,1,175,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.338235294,SC,L,0.520878888
Human,29,1,1,176,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.683235294,SC,L,0.61036688
Human,29,1,1,177,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.085561497,SC,S,1.621469566
Human,29,1,1,178,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.085561497,SC,L,1.686279054
Human,29,1,1,179,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.516624041,SC,L,0.609707921
Human,29,1,1,180,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,0.529119042
Human,29,1,1,181,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,0.580726715
Human,29,1,1,182,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,S,0.796685592
Human,29,1,1,183,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.081841432,SC,S,1.023916196
Human,29,1,1,184,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.338235294,SC,S,1.565454749
Human,29,1,1,185,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.495098039,SC,S,2.873321322
Human,29,1,1,186,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.245098039,SC,S,0.811044434
Human,29,1,1,187,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.245098039,SC,S,0.806931903
Human,29,1,1,188,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.683235294,SC,L,0.690456182
Human,29,1,1,189,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.255754476,SC,S,3.804410472
Human,29,1,1,190,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.038363171,SC,S,1.260794826
Human,29,1,1,191,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.323529412,SC,S,1.40558223
Human,29,1,1,192,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.038363171,SC,S,1.368928666
Human,29,1,1,193,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.338235294,SC,S,1.065855316
Human,29,1,1,194,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.872941176,SC,L,0.874592149
Human,29,1,1,195,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.712941176,SC,L,0.772408862
Human,29,1,1,196,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,S,1.30101365
Human,29,1,1,197,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.373235294,SC,S,1.418571536
Human,29,1,1,198,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,2.872941176,SC,L,0.335563557
Human,29,1,1,199,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.995098039,SC,S,1.533805106
Human,29,1,1,200,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,0.995098039,SC,S,1.326858841
Human,30,1,1,1,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.371875,SC,S,1.095017064
Human,30,1,1,2,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.912,SC,L,0.69775048
Human,30,1,1,3,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.472,SC,L,0.816558419
Human,30,1,1,4,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.71225,SC,L,0.494219744
Human,30,1,1,5,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.85225,SC,L,0.502235499
Human,30,1,1,6,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.45725,SC,L,0.594160551
Human,30,1,1,7,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.5925,SC,L,0.533431589
Human,30,1,1,8,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.4425,SC,L,0.684220442
Human,30,1,1,9,Visual,OTHER,0.3;0.6;1.2;2.4,0.3,0.196666667,SC,S,0.847612034
Human,30,1,1,10,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.651724138,SC,S,0.914454159
Human,30,1,1,11,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.86275,SC,L,0.694598512
Human,30,1,1,12,Visual,OTHER,0.3;0.6;1.2;2.4,0.6,0.86275,SC,L,0.483282035
Human,30,1,1,13,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.710714286,SC,S,0.663425966
Human,30,1,1,14,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.673,SC,L,0.704510518
Human,30,1,1,15,Visual,OTHER,0.3;0.6;1.2;2.4,1.2,1.673,SC,L,0.529362285
Human,30,1,1,16,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,1.774074074,SC,S,0.518373562
Human,30,1,1,17,Visual,OTHER,0.3;0.6;1.2;2.4,2.4,3.23325,SC,L,0.454822862
