Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Choice,Reaction_Time,First_Stim,Condition
Human,305,195,1,127,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.155,Low_Tone,3
Human,305,195,1,128,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.15,Low_Tone,3
Human,305,195,1,129,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.45,High_Tone,3
Human,305,195,1,130,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.728,Low_Tone,3
Human,305,195,1,131,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.261,High_Tone,3
Human,305,195,1,132,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.014,Low_Tone,3
Human,305,195,1,133,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,2.186,High_Tone,3
Human,305,195,1,134,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.086,High_Tone,3
Human,305,195,1,135,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.058,High_Tone,3
Human,305,195,1,136,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.271,High_Tone,3
Human,305,195,1,137,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,1.06,High_Tone,3
Human,305,195,1,138,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.253,High_Tone,3
Human,305,195,1,139,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.148,Low_Tone,3
Human,305,195,1,140,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,1.233,Low_Tone,3
Human,305,195,1,141,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.293,Low_Tone,3
Human,305,195,1,142,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,2.195,High_Tone,3
Human,305,195,1,143,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.071,High_Tone,3
Human,305,195,1,144,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.149,Low_Tone,3
Human,305,195,1,145,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.196,Low_Tone,3
Human,305,195,1,146,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,2,1.298,High_Tone,3
Human,305,195,1,147,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.258,Low_Tone,3
Human,305,195,1,148,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.122,Low_Tone,3
Human,305,195,1,149,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.038,High_Tone,3
Human,305,195,1,150,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.08,Low_Tone,3
Human,305,195,1,151,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.041,Low_Tone,3
Human,305,195,1,152,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.148,Low_Tone,3
Human,305,195,1,153,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.376,Low_Tone,3
Human,305,195,1,154,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.916,High_Tone,3
Human,305,195,1,155,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.01,High_Tone,3
Human,305,195,1,156,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.144,High_Tone,3
Human,305,195,1,157,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.124,Low_Tone,3
Human,305,195,1,158,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.151,Low_Tone,3
Human,305,195,1,159,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,1.08,High_Tone,3
Human,305,195,1,160,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.142,High_Tone,3
Human,305,195,1,161,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.042,Low_Tone,3
Human,305,195,1,162,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.232,Low_Tone,3
Human,305,195,1,163,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.146,Low_Tone,3
Human,305,195,1,164,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.985,High_Tone,3
Human,305,195,1,165,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.609,High_Tone,3
Human,305,195,1,166,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.17,High_Tone,3
Human,305,195,1,167,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.708,High_Tone,3
Human,305,195,1,168,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,2,2.906,Low_Tone,3
Human,305,195,1,169,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.075,Low_Tone,2
Human,305,195,1,170,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.742,High_Tone,2
Human,305,195,1,171,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.876,High_Tone,2
Human,305,195,1,172,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.923,Low_Tone,2
Human,305,195,1,173,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.056,Low_Tone,2
Human,305,195,1,174,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.621,Low_Tone,2
Human,305,195,1,175,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.151,High_Tone,2
Human,305,195,1,176,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.068,High_Tone,2
Human,305,195,1,177,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.164,Low_Tone,2
Human,305,195,1,178,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,2,1.521,High_Tone,2
Human,305,195,1,179,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.413,Low_Tone,2
Human,305,195,1,180,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.391,High_Tone,2
Human,305,195,1,181,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.511,High_Tone,2
Human,305,195,1,182,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.454,Low_Tone,2
Human,305,195,1,183,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.244,Low_Tone,2
Human,305,195,1,184,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,1.169,Low_Tone,2
Human,305,195,1,185,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,2,0.212,High_Tone,2
Human,305,195,1,186,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.019,Low_Tone,2
Human,305,195,1,187,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.045,Low_Tone,2
Human,305,195,1,188,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.723,High_Tone,2
Human,305,195,1,189,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,1.842,High_Tone,2
Human,305,195,1,190,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.437,High_Tone,2
Human,305,195,1,191,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,1.916,Low_Tone,2
Human,305,195,1,192,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.067,High_Tone,2
Human,305,195,1,193,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.187,Low_Tone,2
Human,305,195,1,194,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.779,High_Tone,2
Human,305,195,1,195,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.115,Low_Tone,2
Human,305,195,1,196,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.852,High_Tone,2
Human,305,195,1,197,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.192,Low_Tone,2
Human,305,195,1,198,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.22,Low_Tone,2
Human,305,195,1,199,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.074,High_Tone,2
Human,305,195,1,200,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.112,Low_Tone,2
Human,305,195,1,201,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.407,Low_Tone,2
Human,305,195,1,202,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.415,High_Tone,2
Human,305,195,1,203,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.13,High_Tone,2
Human,305,195,1,204,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.067,High_Tone,2
Human,305,195,1,205,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.197,Low_Tone,2
Human,305,195,1,206,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.296,High_Tone,2
Human,305,195,1,207,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.064,High_Tone,2
Human,305,195,1,208,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,1.103,Low_Tone,2
Human,305,195,1,209,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,2,24.557,High_Tone,2
Human,305,195,1,210,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,1.447,Low_Tone,2
Human,305,195,1,211,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,1.735,High_Tone,1
Human,305,195,1,212,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.303,Low_Tone,1
Human,305,195,1,213,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.364,Low_Tone,1
Human,305,195,1,214,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.224,High_Tone,1
Human,305,195,1,215,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.297,Low_Tone,1
Human,305,195,1,216,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,1.896,High_Tone,1
Human,305,195,1,217,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.157,Low_Tone,1
Human,305,195,1,218,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.203,Low_Tone,1
Human,305,195,1,219,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,0.899,High_Tone,1
Human,305,195,1,220,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,2,1.186,High_Tone,1
Human,305,195,1,221,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.17,Low_Tone,1
Human,305,195,1,222,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.396,High_Tone,1
Human,305,195,1,223,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,2,3.006,Low_Tone,1
Human,305,195,1,224,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,1.144,Low_Tone,1
Human,305,195,1,225,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.985,Low_Tone,1
Human,305,195,1,226,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,0.732,High_Tone,1
Human,305,195,1,227,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,2,0.388,High_Tone,1
Human,305,195,1,228,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.276,Low_Tone,1
Human,305,195,1,229,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.247,High_Tone,1
Human,305,195,1,230,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,2,1.757,Low_Tone,1
Human,305,195,1,231,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.972,High_Tone,1
Human,305,195,1,232,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.256,Low_Tone,1
Human,305,195,1,233,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.106,High_Tone,1
Human,305,195,1,234,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,1.544,Low_Tone,1
Human,305,195,1,235,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.335,Low_Tone,1
Human,305,195,1,236,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,2.413,High_Tone,1
Human,305,195,1,237,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,2,2.755,High_Tone,1
Human,305,195,1,238,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,2.212,Low_Tone,1
Human,305,195,1,239,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,2.827,Low_Tone,1
Human,305,195,1,240,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,0.279,High_Tone,1
Human,305,195,1,241,Auditory,TOJ,Adaptive,Duration,0.106,Auditory,0.5,Auditory,0.394,1,1.358,High_Tone,1
Human,305,195,1,242,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,2.081,High_Tone,1
Human,305,195,1,243,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.191,High_Tone,1
Human,305,195,1,244,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.042,High_Tone,1
Human,305,195,1,245,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.243,High_Tone,1
Human,305,195,1,246,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.308,High_Tone,1
Human,305,195,1,247,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.241,Low_Tone,1
Human,305,195,1,248,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,1.079,Low_Tone,1
Human,305,195,1,249,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.003,High_Tone,1
Human,305,195,1,250,Auditory,TOJ,Adaptive,Duration,0.141,Auditory,0.5,Auditory,0.359,1,0.488,Low_Tone,1
Human,305,195,1,251,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.054,Low_Tone,1
Human,305,195,1,252,Auditory,TOJ,Adaptive,Duration,0.176,Auditory,0.5,Auditory,0.324,1,0.22,Low_Tone,1
Human,306,196,1,1,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,1.806,Low_Tone,2
Human,306,196,1,2,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.428,Low_Tone,2
Human,306,196,1,3,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.646,Low_Tone,2
Human,306,196,1,4,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.502,High_Tone,2
Human,306,196,1,5,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,2.829,Low_Tone,2
Human,306,196,1,6,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.506,High_Tone,2
Human,306,196,1,7,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,1.027,Low_Tone,2
Human,306,196,1,8,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,1.457,High_Tone,2
Human,306,196,1,9,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,0.99,High_Tone,2
Human,306,196,1,10,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.187,Low_Tone,2
Human,306,196,1,11,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.828,Low_Tone,2
Human,306,196,1,12,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.362,High_Tone,2
Human,306,196,1,13,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.095,High_Tone,2
Human,306,196,1,14,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,2.079,High_Tone,2
Human,306,196,1,15,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.661,High_Tone,2
Human,306,196,1,16,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.586,Low_Tone,2
Human,306,196,1,17,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,1.598,Low_Tone,2
Human,306,196,1,18,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,2.745,High_Tone,2
Human,306,196,1,19,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.961,High_Tone,2
Human,306,196,1,20,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.963,Low_Tone,2
Human,306,196,1,21,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,0.239,High_Tone,2
Human,306,196,1,22,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.281,High_Tone,2
Human,306,196,1,23,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.252,Low_Tone,2
Human,306,196,1,24,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.348,Low_Tone,2
Human,306,196,1,25,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.743,High_Tone,2
Human,306,196,1,26,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,0.051,High_Tone,2
Human,306,196,1,27,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.478,Low_Tone,2
Human,306,196,1,28,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.607,Low_Tone,2
Human,306,196,1,29,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.014,Low_Tone,2
Human,306,196,1,30,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,1.487,High_Tone,2
Human,306,196,1,31,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,1.91,High_Tone,2
Human,306,196,1,32,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.1,Low_Tone,2
Human,306,196,1,33,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.765,Low_Tone,2
Human,306,196,1,34,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,1.771,High_Tone,2
Human,306,196,1,35,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.172,High_Tone,2
Human,306,196,1,36,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.107,High_Tone,2
Human,306,196,1,37,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.183,Low_Tone,2
Human,306,196,1,38,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.06,High_Tone,2
Human,306,196,1,39,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,0.947,Low_Tone,2
Human,306,196,1,40,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,1.285,Low_Tone,2
Human,306,196,1,41,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.441,High_Tone,2
Human,306,196,1,42,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.427,Low_Tone,2
Human,306,196,1,43,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.2,Low_Tone,1
Human,306,196,1,44,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.103,High_Tone,1
Human,306,196,1,45,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,12.531,High_Tone,1
Human,306,196,1,46,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,14.717,Low_Tone,1
Human,306,196,1,47,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.03,Low_Tone,1
Human,306,196,1,48,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,20.716,Low_Tone,1
Human,306,196,1,49,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,1.546,High_Tone,1
Human,306,196,1,50,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.205,High_Tone,1
Human,306,196,1,51,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.564,High_Tone,1
Human,306,196,1,52,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,2.022,High_Tone,1
Human,306,196,1,53,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,0.062,High_Tone,1
Human,306,196,1,54,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.189,Low_Tone,1
Human,306,196,1,55,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,1.776,Low_Tone,1
Human,306,196,1,56,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.041,Low_Tone,1
Human,306,196,1,57,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,11.922,High_Tone,1
Human,306,196,1,58,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.018,High_Tone,1
Human,306,196,1,59,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,3.821,High_Tone,1
Human,306,196,1,60,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.152,Low_Tone,1
Human,306,196,1,61,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,0.852,Low_Tone,1
Human,306,196,1,62,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.418,High_Tone,1
Human,306,196,1,63,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,4.829,High_Tone,1
Human,306,196,1,64,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,7.662,Low_Tone,1
Human,306,196,1,65,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.15,Low_Tone,1
Human,306,196,1,66,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.568,High_Tone,1
Human,306,196,1,67,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,1.384,High_Tone,1
Human,306,196,1,68,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,0.725,Low_Tone,1
Human,306,196,1,69,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.34,High_Tone,1
Human,306,196,1,70,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.39,Low_Tone,1
Human,306,196,1,71,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,2,0.048,High_Tone,1
Human,306,196,1,72,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,2,0.108,Low_Tone,1
Human,306,196,1,73,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,2.388,Low_Tone,1
Human,306,196,1,74,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,1.606,Low_Tone,1
Human,306,196,1,75,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,0.497,Low_Tone,1
Human,306,196,1,76,Auditory,TOJ,Adaptive,Duration,0.068,Auditory,0.5,Auditory,0.432,1,1.032,High_Tone,1
Human,306,196,1,77,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,1,0.094,High_Tone,1
Human,306,196,1,78,Auditory,TOJ,Adaptive,Duration,0.085,Auditory,0.5,Auditory,0.415,2,0.53,High_Tone,1
Human,306,196,1,79,Auditory,TOJ,Adaptive,Duration,0.051,Auditory,0.5,Auditory,0.449,1,0.207,High_Tone,1
