Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,version
Human,1,1,motor,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.193,Calibrated
Human,1,1,motor,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.557,Calibrated
Human,1,1,motor,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.924,Calibrated
Human,1,1,motor,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.861,Calibrated
Human,1,1,motor,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.119,Calibrated
Human,1,1,motor,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.789,Calibrated
Human,1,1,motor,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.206,Calibrated
Human,1,1,motor,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.301,Calibrated
Human,1,1,motor,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.411,Calibrated
Human,1,1,motor,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.702,Calibrated
Human,1,1,motor,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.216,Calibrated
Human,1,1,motor,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.295,Calibrated
Human,1,1,motor,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.327,Calibrated
Human,1,1,motor,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.539,Calibrated
Human,1,1,motor,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.025,Calibrated
Human,1,1,motor,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.981,Calibrated
Human,1,1,motor,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.07,Calibrated
Human,1,1,motor,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.293,Calibrated
Human,1,1,motor,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.116,Calibrated
Human,1,1,motor,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.363,Calibrated
Human,1,1,motor,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.636,Calibrated
Human,1,1,motor,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.563,Calibrated
Human,1,1,motor,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.319,Calibrated
Human,1,1,motor,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.981,Calibrated
Human,1,1,motor,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.062,Calibrated
Human,1,1,motor,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.811,Calibrated
Human,1,1,motor,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.064,Calibrated
Human,1,1,motor,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.018,Calibrated
Human,1,1,motor,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.169,Calibrated
Human,1,1,motor,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.243,Calibrated
Human,1,1,motor,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.921,Calibrated
Human,1,1,motor,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.008,Calibrated
Human,1,1,motor,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.577,Calibrated
Human,1,1,motor,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.206,Calibrated
Human,1,1,motor,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.348,Calibrated
Human,1,1,motor,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.637,Calibrated
Human,1,1,motor,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.048,Calibrated
Human,1,1,motor,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.418,Calibrated
Human,1,1,line,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.502873104,Calibrated
Human,1,1,line,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.68201421,Calibrated
Human,1,1,line,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.034553616,Calibrated
Human,1,1,line,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.784045669,Calibrated
Human,1,1,line,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.237196303,Calibrated
Human,1,1,line,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.196392956,Calibrated
Human,1,1,line,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.902457026,Calibrated
Human,1,1,line,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.56078835,Calibrated
Human,1,1,line,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.621621634,Calibrated
Human,1,1,line,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.087277547,Calibrated
Human,1,1,line,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.307401604,Calibrated
Human,1,1,line,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.72478958,Calibrated
Human,1,1,line,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.269809096,Calibrated
Human,1,1,line,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.047465495,Calibrated
Human,1,1,line,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.024284485,Calibrated
Human,1,1,line,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.064408052,Calibrated
Human,1,1,line,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.019376009,Calibrated
Human,1,1,line,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.571000129,Calibrated
Human,1,1,line,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.935122041,Calibrated
Human,1,1,line,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.201374481,Calibrated
Human,1,1,line,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.462059192,Calibrated
Human,1,1,line,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.064728019,Calibrated
Human,1,1,line,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.125338837,Calibrated
Human,1,1,line,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.003659589,Calibrated
Human,1,1,line,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.5026772,Calibrated
Human,1,1,line,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.948683513,Calibrated
Human,1,1,line,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.520179096,Calibrated
Human,1,1,line,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.783730229,Calibrated
Human,1,1,line,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.854531997,Calibrated
Human,1,1,line,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.621857082,Calibrated
Human,1,1,line,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.702662047,Calibrated
Human,1,1,line,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.907849377,Calibrated
Human,1,1,line,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.411370976,Calibrated
Human,1,1,line,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.68520724,Calibrated
Human,1,1,line,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.178968938,Calibrated
Human,1,1,line,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.553334324,Calibrated
Human,1,1,line,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.176251633,Calibrated
Human,1,1,line,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.10546858,Calibrated
Human,1,1,digit,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,4.703689563,Calibrated
Human,1,1,digit,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.362217697,Calibrated
Human,1,1,digit,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.331552174,Calibrated
Human,1,1,digit,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.901921232,Calibrated
Human,1,1,digit,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.152083857,Calibrated
Human,1,1,digit,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.141429256,Calibrated
Human,1,1,digit,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.191461539,Calibrated
Human,1,1,digit,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.681784196,Calibrated
Human,1,1,digit,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.761823352,Calibrated
Human,1,1,digit,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.651753778,Calibrated
Human,1,1,digit,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.722427257,Calibrated
Human,1,1,digit,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.362229167,Calibrated
Human,1,1,digit,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.711790465,Calibrated
Human,1,1,digit,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.871257823,Calibrated
Human,1,1,digit,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.821870605,Calibrated
Human,1,1,digit,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.051392638,Calibrated
Human,1,1,digit,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.532314602,Calibrated
Human,1,1,digit,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.18208741,Calibrated
Human,1,1,digit,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.241500463,Calibrated
Human,1,1,digit,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.062018261,Calibrated
Human,1,1,digit,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.852501112,Calibrated
Human,1,1,digit,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.102923937,Calibrated
Human,1,1,digit,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.632377961,Calibrated
Human,1,1,digit,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.291537878,Calibrated
Human,1,1,digit,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.382229825,Calibrated
Human,1,1,digit,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.111409704,Calibrated
Human,1,1,digit,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.331542213,Calibrated
Human,1,1,digit,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.11205145,Calibrated
Human,1,1,digit,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.321544148,Calibrated
Human,1,1,digit,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.172524923,Calibrated
Human,1,1,digit,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.291533351,Calibrated
Human,1,1,digit,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.171453637,Calibrated
Human,1,1,digit,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.511670387,Calibrated
Human,1,1,digit,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.35157034,Calibrated
Human,1,1,digit,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.421618978,Calibrated
Human,1,1,digit,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.101414356,Calibrated
Human,11,1,digit,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.122067832,Calibrated
Human,11,1,digit,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.281498664,Calibrated
Human,11,1,digit,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.601707211,Calibrated
Human,11,1,digit,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.53743428,Calibrated
Human,11,1,digit,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.24212219,Calibrated
Human,11,1,digit,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.545604005,Calibrated
Human,11,1,digit,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.641713054,Calibrated
Human,11,1,digit,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.581691762,Calibrated
Human,11,1,digit,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.828543029,Calibrated
Human,11,1,digit,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.721769417,Calibrated
Human,11,1,digit,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.961935184,Calibrated
Human,11,1,digit,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.601714455,Calibrated
Human,11,1,digit,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.952598183,Calibrated
Human,11,1,digit,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.721789339,Calibrated
Human,11,1,digit,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.312149698,Calibrated
Human,11,1,digit,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.262140054,Calibrated
Human,11,1,digit,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.671810183,Calibrated
Human,11,1,digit,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.953766063,Calibrated
Human,11,1,digit,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.936841616,Calibrated
Human,11,1,digit,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.373649178,Calibrated
Human,11,1,digit,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.791842807,Calibrated
Human,11,1,digit,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.645611219,Calibrated
Human,11,1,digit,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.053256802,Calibrated
Human,11,1,digit,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.261497403,Calibrated
Human,11,1,digit,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.851901228,Calibrated
Human,11,1,digit,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.442232609,Calibrated
Human,11,1,digit,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.881862823,Calibrated
Human,11,1,digit,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.612331023,Calibrated
Human,11,1,digit,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.951913272,Calibrated
Human,11,1,digit,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.912546759,Calibrated
Human,11,1,digit,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.532284621,Calibrated
Human,11,1,digit,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.424477455,Calibrated
Human,11,1,digit,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.132026655,Calibrated
Human,11,1,digit,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.002494028,Calibrated
Human,11,1,line,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.074592266,Calibrated
Human,11,1,line,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.56018756,Calibrated
Human,11,1,line,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.247248304,Calibrated
Human,11,1,line,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.781152889,Calibrated
Human,11,1,line,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.124967156,Calibrated
Human,11,1,line,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.439233974,Calibrated
Human,11,1,line,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.709643571,Calibrated
Human,11,1,line,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.106924334,Calibrated
Human,11,1,line,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.459101815,Calibrated
Human,11,1,line,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.985632367,Calibrated
Human,11,1,line,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.843863414,Calibrated
Human,11,1,line,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.337864485,Calibrated
Human,11,1,line,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.841319072,Calibrated
Human,11,1,line,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.175740797,Calibrated
Human,11,1,line,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.791001535,Calibrated
Human,11,1,line,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.841460643,Calibrated
Human,11,1,line,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.094938851,Calibrated
Human,11,1,line,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.861648149,Calibrated
Human,11,1,line,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.993561815,Calibrated
Human,11,1,line,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.881992319,Calibrated
Human,11,1,line,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.881749627,Calibrated
Human,11,1,line,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.770448783,Calibrated
Human,11,1,line,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.236587665,Calibrated
Human,11,1,line,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.25641868,Calibrated
Human,11,1,line,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.378043896,Calibrated
Human,11,1,line,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.66938447,Calibrated
Human,11,1,line,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.519597927,Calibrated
Human,11,1,line,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.003549315,Calibrated
Human,11,1,line,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.567743914,Calibrated
Human,11,1,line,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.489725984,Calibrated
Human,11,1,line,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.094295596,Calibrated
Human,11,1,line,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.185526657,Calibrated
Human,11,1,line,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.942933668,Calibrated
Human,11,1,line,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.0338508,Calibrated
Human,11,1,line,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.618538987,Calibrated
Human,11,1,line,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.760061626,Calibrated
Human,11,1,line,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.418430078,Calibrated
Human,11,1,line,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.135007782,Calibrated
Human,11,1,motor,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.503,Calibrated
Human,11,1,motor,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.823,Calibrated
Human,11,1,motor,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.525,Calibrated
Human,11,1,motor,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.946,Calibrated
Human,11,1,motor,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.639,Calibrated
Human,11,1,motor,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.596,Calibrated
Human,11,1,motor,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.111,Calibrated
Human,11,1,motor,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.95,Calibrated
Human,11,1,motor,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.563,Calibrated
Human,11,1,motor,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.692,Calibrated
Human,11,1,motor,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.079,Calibrated
Human,11,1,motor,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.004,Calibrated
Human,11,1,motor,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.335,Calibrated
Human,11,1,motor,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.85,Calibrated
Human,11,1,motor,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.438,Calibrated
Human,11,1,motor,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.982,Calibrated
Human,11,1,motor,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.987,Calibrated
Human,11,1,motor,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.115,Calibrated
Human,11,1,motor,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.226,Calibrated
Human,11,1,motor,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.544,Calibrated
Human,11,1,motor,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.657,Calibrated
Human,11,1,motor,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.052,Calibrated
Human,11,1,motor,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.137,Calibrated
Human,11,1,motor,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.272,Calibrated
Human,11,1,motor,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.038,Calibrated
Human,11,1,motor,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.346,Calibrated
Human,11,1,motor,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.039,Calibrated
Human,11,1,motor,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.168,Calibrated
Human,11,1,motor,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.337,Calibrated
Human,11,1,motor,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.55,Calibrated
Human,11,1,motor,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.029,Calibrated
Human,11,1,motor,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.432,Calibrated
Human,11,1,motor,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.3,Calibrated
Human,11,1,motor,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.094,Calibrated
Human,11,1,motor,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.325,Calibrated
Human,11,1,motor,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.304,Calibrated
Human,11,1,motor,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.98,Calibrated
Human,11,1,motor,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.738,Calibrated
Human,13,1,motor,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.966,Calibrated
Human,13,1,motor,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.36,Calibrated
Human,13,1,motor,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.505,Calibrated
Human,13,1,motor,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.123,Calibrated
Human,13,1,motor,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.826,Calibrated
Human,13,1,motor,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.147,Calibrated
Human,13,1,motor,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.164,Calibrated
Human,13,1,motor,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.79,Calibrated
Human,13,1,motor,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.821,Calibrated
Human,13,1,motor,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.045,Calibrated
Human,13,1,motor,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.464,Calibrated
Human,13,1,motor,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,4.176,Calibrated
Human,13,1,motor,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.434,Calibrated
Human,13,1,motor,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.223,Calibrated
Human,13,1,motor,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.16,Calibrated
Human,13,1,motor,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.042,Calibrated
Human,13,1,motor,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.884,Calibrated
Human,13,1,motor,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.057,Calibrated
Human,13,1,motor,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.386,Calibrated
Human,13,1,motor,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.922,Calibrated
Human,13,1,motor,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.398,Calibrated
Human,13,1,motor,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.048,Calibrated
Human,13,1,motor,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.07,Calibrated
Human,13,1,motor,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.627,Calibrated
Human,13,1,motor,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.791,Calibrated
Human,13,1,motor,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.346,Calibrated
Human,13,1,motor,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.419,Calibrated
Human,13,1,motor,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.84,Calibrated
Human,13,1,motor,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.138,Calibrated
Human,13,1,motor,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.996,Calibrated
Human,13,1,motor,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.068,Calibrated
Human,13,1,motor,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.903,Calibrated
Human,13,1,motor,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.252,Calibrated
Human,13,1,motor,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.887,Calibrated
Human,13,1,motor,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.817,Calibrated
Human,13,1,motor,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.799,Calibrated
Human,13,1,motor,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.225,Calibrated
Human,13,1,motor,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.619,Calibrated
Human,13,1,line,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.2889519,Calibrated
Human,13,1,line,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.671730993,Calibrated
Human,13,1,line,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.811432733,Calibrated
Human,13,1,line,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.672137595,Calibrated
