Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,version
Human,50,1,line,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.631563098,Uncalibrated
Human,50,1,line,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.069179822,Uncalibrated
Human,50,1,line,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.329902686,Uncalibrated
Human,50,1,line,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.661347112,Uncalibrated
Human,50,1,line,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.648809573,Uncalibrated
Human,50,1,line,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.479305119,Uncalibrated
Human,50,1,line,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.983352539,Uncalibrated
Human,50,1,line,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.618589379,Uncalibrated
Human,50,1,line,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.094297462,Uncalibrated
Human,50,1,line,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.408485453,Uncalibrated
Human,50,1,line,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.570739053,Uncalibrated
Human,50,1,line,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.479678815,Uncalibrated
Human,50,1,line,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.317506112,Uncalibrated
Human,50,1,line,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.922660404,Uncalibrated
Human,50,1,line,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.00314697,Uncalibrated
Human,50,1,line,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.844226451,Uncalibrated
Human,50,1,line,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.793111867,Uncalibrated
Human,50,1,line,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.945312796,Uncalibrated
Human,50,1,line,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.428608604,Uncalibrated
Human,50,1,line,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.591202998,Uncalibrated
Human,50,1,line,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.760533583,Uncalibrated
Human,50,1,line,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.165357102,Uncalibrated
Human,50,1,line,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.803449489,Uncalibrated
Human,50,1,line,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.874479849,Uncalibrated
Human,50,1,line,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.853837508,Uncalibrated
Human,50,1,line,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.398469609,Uncalibrated
Human,50,1,line,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.53035088,Uncalibrated
Human,50,1,line,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.358063324,Uncalibrated
Human,50,1,line,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.905075852,Uncalibrated
Human,50,1,line,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.097014457,Uncalibrated
Human,50,1,line,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.297143289,Uncalibrated
Human,50,1,line,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.780572215,Uncalibrated
Human,50,1,digit,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.045441054,Uncalibrated
Human,50,1,digit,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.984074576,Uncalibrated
Human,50,1,digit,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.251475675,Uncalibrated
Human,50,1,digit,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.99132211,Uncalibrated
Human,50,1,digit,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.861861412,Uncalibrated
Human,50,1,digit,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.301505091,Uncalibrated
Human,50,1,digit,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.991310639,Uncalibrated
Human,50,1,digit,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.683477597,Uncalibrated
Human,50,1,digit,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.881262526,Uncalibrated
Human,50,1,digit,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.801251684,Uncalibrated
Human,50,1,digit,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.363086188,Uncalibrated
Human,50,1,digit,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.16505887,Uncalibrated
Human,50,1,digit,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.79220419,Uncalibrated
Human,50,1,digit,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.891274749,Uncalibrated
Human,50,1,digit,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.031340209,Uncalibrated
Human,50,1,digit,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.6911269,Uncalibrated
Human,50,1,digit,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.731149225,Uncalibrated
Human,50,1,digit,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.125714511,Uncalibrated
Human,50,1,digit,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.721166887,Uncalibrated
Human,50,1,digit,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,5.404090749,Uncalibrated
Human,50,1,digit,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.971330266,Uncalibrated
Human,50,1,digit,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.484014959,Uncalibrated
Human,50,1,digit,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.52440102,Uncalibrated
Human,50,1,digit,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.901256181,Uncalibrated
Human,50,1,digit,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.771187247,Uncalibrated
Human,50,1,digit,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,3.773057237,Uncalibrated
Human,50,1,digit,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.641726248,Uncalibrated
Human,50,1,digit,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.001951625,Uncalibrated
Human,50,1,digit,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.971929749,Uncalibrated
Human,50,1,digit,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.292524307,Uncalibrated
Human,50,1,digit,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.402210194,Uncalibrated
Human,50,1,digit,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.993204476,Uncalibrated
Human,50,1,digit,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.881246528,Uncalibrated
Human,50,1,digit,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.121398289,Uncalibrated
Human,50,1,digit,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.421589574,Uncalibrated
Human,50,1,digit,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.851224653,Uncalibrated
Human,50,1,digit,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.283587593,Uncalibrated
Human,50,1,digit,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.984347754,Uncalibrated
Human,52,1,motor,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.063,Uncalibrated
Human,52,1,motor,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.493,Uncalibrated
Human,52,1,motor,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.874,Uncalibrated
Human,52,1,motor,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.641,Uncalibrated
Human,52,1,motor,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.222,Uncalibrated
Human,52,1,motor,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.282,Uncalibrated
Human,52,1,motor,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.043,Uncalibrated
Human,52,1,motor,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.001,Uncalibrated
Human,52,1,motor,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.79,Uncalibrated
Human,52,1,motor,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.209,Uncalibrated
Human,52,1,motor,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.601,Uncalibrated
Human,52,1,motor,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.226,Uncalibrated
Human,52,1,motor,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.187,Uncalibrated
Human,52,1,motor,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.38,Uncalibrated
Human,52,1,motor,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.37,Uncalibrated
Human,52,1,motor,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.554,Uncalibrated
Human,52,1,motor,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.185,Uncalibrated
Human,52,1,motor,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.94,Uncalibrated
Human,52,1,motor,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.087,Uncalibrated
Human,52,1,motor,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.908,Uncalibrated
Human,52,1,motor,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.266,Uncalibrated
Human,52,1,motor,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.1,Uncalibrated
Human,52,1,motor,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.426,Uncalibrated
Human,52,1,motor,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.3,Uncalibrated
Human,52,1,motor,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.375,Uncalibrated
Human,52,1,motor,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.199,Uncalibrated
Human,52,1,motor,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.31,Uncalibrated
Human,52,1,motor,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.122,Uncalibrated
Human,52,1,motor,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.415,Uncalibrated
Human,52,1,motor,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.433,Uncalibrated
Human,52,1,motor,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.975,Uncalibrated
Human,52,1,motor,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.102,Uncalibrated
Human,52,1,motor,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.403,Uncalibrated
Human,52,1,motor,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.78,Uncalibrated
Human,52,1,motor,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.987,Uncalibrated
Human,52,1,motor,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.322,Uncalibrated
Human,52,1,motor,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.576,Uncalibrated
Human,52,1,motor,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.23,Uncalibrated
Human,52,1,digit,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.781219316,Uncalibrated
Human,52,1,digit,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.75253649,Uncalibrated
Human,52,1,digit,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,9.146770644,Uncalibrated
Human,52,1,digit,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.893283322,Uncalibrated
Human,52,1,digit,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,5.314226995,Uncalibrated
Human,52,1,digit,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.533050594,Uncalibrated
Human,52,1,digit,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.932738584,Uncalibrated
Human,52,1,digit,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.222175885,Uncalibrated
Human,52,1,digit,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,4.933973825,Uncalibrated
Human,52,1,digit,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.491691153,Uncalibrated
Human,52,1,digit,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,3.392952475,Uncalibrated
Human,52,1,digit,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.192149146,Uncalibrated
Human,52,1,digit,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.022052059,Uncalibrated
Human,52,1,digit,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,4.41364095,Uncalibrated
Human,52,1,digit,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.891959634,Uncalibrated
Human,52,1,digit,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.201499183,Uncalibrated
Human,52,1,digit,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.452989653,Uncalibrated
Human,52,1,digit,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,7.115417197,Uncalibrated
Human,52,1,digit,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,4.59374705,Uncalibrated
Human,52,1,digit,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.882612313,Uncalibrated
Human,52,1,digit,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.782538174,Uncalibrated
Human,52,1,digit,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,4.293550293,Uncalibrated
Human,52,1,digit,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,4.623763224,Uncalibrated
Human,52,1,digit,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,5.224178171,Uncalibrated
Human,52,1,digit,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.802563145,Uncalibrated
Human,52,1,digit,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,5.374262664,Uncalibrated
Human,52,1,digit,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,6.314898046,Uncalibrated
Human,52,1,digit,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.812562801,Uncalibrated
Human,52,1,digit,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,10.61774761,Uncalibrated
Human,52,1,digit,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.051393862,Uncalibrated
Human,52,1,digit,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.612445616,Uncalibrated
Human,52,1,digit,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,10.83792418,Uncalibrated
Human,52,1,digit,103,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.912639958,Uncalibrated
Human,52,1,digit,104,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.425774506,Uncalibrated
Human,52,1,digit,105,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.822582682,Uncalibrated
Human,52,1,digit,106,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.241529503,Uncalibrated
Human,52,1,digit,107,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,3.422966536,Uncalibrated
Human,52,1,digit,108,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.702484478,Uncalibrated
Human,52,1,line,125,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.943172325,Uncalibrated
Human,52,1,line,126,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.540824582,Uncalibrated
Human,52,1,line,127,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.71045619,Uncalibrated
Human,52,1,line,128,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.811573883,Uncalibrated
Human,52,1,line,129,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.821757678,Uncalibrated
Human,52,1,line,130,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.882580013,Uncalibrated
Human,52,1,line,131,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.841779026,Uncalibrated
Human,52,1,line,132,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.963452072,Uncalibrated
Human,52,1,line,133,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.540701722,Uncalibrated
Human,52,1,line,134,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.05446989,Uncalibrated
Human,52,1,line,135,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.659427335,Uncalibrated
Human,52,1,line,136,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.618929725,Uncalibrated
Human,52,1,line,137,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.510188071,Uncalibrated
Human,52,1,line,138,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.669232287,Uncalibrated
Human,52,1,line,139,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.380664363,Uncalibrated
Human,52,1,line,140,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.477058438,Uncalibrated
Human,52,1,line,141,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.327839701,Uncalibrated
Human,52,1,line,142,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.699769786,Uncalibrated
Human,52,1,line,143,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.57828088,Uncalibrated
Human,52,1,line,144,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.588336683,Uncalibrated
Human,52,1,line,145,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.094542772,Uncalibrated
Human,52,1,line,146,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.449248612,Uncalibrated
Human,52,1,line,147,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.60105888,Uncalibrated
Human,52,1,line,148,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.54783062,Uncalibrated
Human,52,1,line,149,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.851659143,Uncalibrated
Human,52,1,line,150,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.669236513,Uncalibrated
Human,52,1,line,151,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.598552476,Uncalibrated
Human,52,1,line,152,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.21903073,Uncalibrated
Human,52,1,line,153,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.669358769,Uncalibrated
Human,52,1,line,154,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.679778322,Uncalibrated
Human,52,1,line,155,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.588544971,Uncalibrated
Human,52,1,line,156,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.821051913,Uncalibrated
Human,52,1,line,157,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.882290522,Uncalibrated
Human,52,1,line,158,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.567931058,Uncalibrated
Human,52,1,line,159,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.902511707,Uncalibrated
Human,52,1,line,160,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,0.861975156,Uncalibrated
Human,52,1,line,161,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.125333236,Uncalibrated
Human,52,1,line,162,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.801170027,Uncalibrated
Human,54,1,line,17,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.155462688,Uncalibrated
Human,54,1,line,18,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.618912941,Uncalibrated
Human,54,1,line,19,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.067012624,Uncalibrated
Human,54,1,line,20,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.750600819,Uncalibrated
Human,54,1,line,21,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.267017997,Uncalibrated
Human,54,1,line,22,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.287525471,Uncalibrated
Human,54,1,line,23,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.13812319,Uncalibrated
Human,54,1,line,24,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,2.117610887,Uncalibrated
Human,54,1,line,25,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.458985254,Uncalibrated
Human,54,1,line,26,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,0.78049993,Uncalibrated
Human,54,1,line,27,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.973426182,Uncalibrated
Human,54,1,line,28,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.611410619,Uncalibrated
Human,54,1,line,29,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,1.469328642,Uncalibrated
Human,54,1,line,30,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.043987673,Uncalibrated
Human,54,1,line,31,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.205742493,Uncalibrated
Human,54,1,line,32,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.074440086,Uncalibrated
Human,54,1,line,33,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.3780357,Uncalibrated
Human,54,1,line,34,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.408900749,Uncalibrated
Human,54,1,line,35,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.357816499,Uncalibrated
Human,54,1,line,36,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,0.65940749,Uncalibrated
Human,54,1,line,37,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.732592409,Uncalibrated
Human,54,1,line,38,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.236840877,Uncalibrated
Human,54,1,line,39,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.297460146,Uncalibrated
Human,54,1,line,40,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.794028801,Uncalibrated
Human,54,1,line,41,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.014144406,Uncalibrated
Human,54,1,line,42,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.953059675,Uncalibrated
Human,54,1,line,43,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.760536702,Uncalibrated
Human,54,1,line,44,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.003413435,Uncalibrated
Human,54,1,line,45,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.740492576,Uncalibrated
Human,54,1,line,46,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.147778649,Uncalibrated
Human,54,1,line,47,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.841843049,Uncalibrated
Human,54,1,line,48,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.60098573,Uncalibrated
Human,54,1,line,49,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,0.689735537,Uncalibrated
Human,54,1,line,50,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.953090464,Uncalibrated
Human,54,1,line,51,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,1.874451013,Uncalibrated
Human,54,1,line,52,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,0.821184647,Uncalibrated
Human,54,1,line,53,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,1.438966183,Uncalibrated
Human,54,1,line,54,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,0.750231649,Uncalibrated
Human,54,1,motor,71,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.454,Uncalibrated
Human,54,1,motor,72,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.123,Uncalibrated
Human,54,1,motor,73,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.892,Uncalibrated
Human,54,1,motor,74,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.148,Uncalibrated
Human,54,1,motor,75,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.925,Uncalibrated
Human,54,1,motor,76,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,4.278,Uncalibrated
Human,54,1,motor,77,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,2.955,Uncalibrated
Human,54,1,motor,78,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,0.971,Uncalibrated
Human,54,1,motor,79,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.404,Uncalibrated
Human,54,1,motor,80,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.471,Uncalibrated
Human,54,1,motor,81,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.074,Uncalibrated
Human,54,1,motor,82,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.53,Uncalibrated
Human,54,1,motor,83,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.018,Uncalibrated
Human,54,1,motor,84,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.287,Uncalibrated
Human,54,1,motor,85,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.101,Uncalibrated
Human,54,1,motor,86,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,3.411,Uncalibrated
Human,54,1,motor,87,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.039,Uncalibrated
Human,54,1,motor,88,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,1.765,Uncalibrated
Human,54,1,motor,89,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.802,Uncalibrated
Human,54,1,motor,90,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,2.543,Uncalibrated
Human,54,1,motor,91,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.425,Uncalibrated
Human,54,1,motor,92,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,2.088,Uncalibrated
Human,54,1,motor,93,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,3.101,Uncalibrated
Human,54,1,motor,94,Visual,TE,1;1.5;2;2.5;3;3.5;4,4,3.893,Uncalibrated
Human,54,1,motor,95,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.248,Uncalibrated
Human,54,1,motor,96,Visual,TE,1;1.5;2;2.5;3;3.5;4,3.5,2.106,Uncalibrated
Human,54,1,motor,97,Visual,TE,1;1.5;2;2.5;3;3.5;4,2.5,2.343,Uncalibrated
Human,54,1,motor,98,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,1.665,Uncalibrated
Human,54,1,motor,99,Visual,TE,1;1.5;2;2.5;3;3.5;4,1,1.356,Uncalibrated
Human,54,1,motor,100,Visual,TE,1;1.5;2;2.5;3;3.5;4,1.5,1.297,Uncalibrated
Human,54,1,motor,101,Visual,TE,1;1.5;2;2.5;3;3.5;4,3,2.269,Uncalibrated
Human,54,1,motor,102,Visual,TE,1;1.5;2;2.5;3;3.5;4,2,3.189,Uncalibrated
