Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Method,Parameter,SOA,Stim_Type_1,Stim_Dur_1,Stim_Type_2,Stim_Dur_2,Accuracy,Reaction_Time
Human,2,2,1,13,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,0.965
Human,2,2,1,14,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,0.7,Auditory,1.045,1,0.722
Human,2,2,1,15,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,0.7,Auditory,1.03,1,0.639
Human,2,2,1,16,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,1,0.895
Human,2,2,1,17,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,0.7,Auditory,1,1,0.539
Human,2,2,1,18,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,1,0.701
Human,2,2,1,19,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,1.03,Auditory,0.7,1,0.611
Human,2,2,1,20,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,0,0.819
Human,2,2,1,21,Auditory,TOJ,Adaptive,Duration,0.36,Auditory,0.7,Auditory,1.06,0,0.966
Human,2,2,1,22,Auditory,TOJ,Adaptive,Duration,0.345,Auditory,1.045,Auditory,0.7,0,0.666
Human,2,2,1,23,Auditory,TOJ,Adaptive,Duration,0.33,Auditory,0.7,Auditory,1.03,0,0.976
Human,2,2,1,24,Auditory,TOJ,Adaptive,Duration,0.315,Auditory,0.7,Auditory,1.015,1,0.788
Human,2,2,1,25,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,0,0.5
Human,2,2,1,26,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.7,Auditory,0.985,0,0.583
Human,2,2,1,27,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,0,0.623
Human,2,2,1,28,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.707
Human,2,2,1,29,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.7,Auditory,0.94,1,0.978
Human,2,2,1,30,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.775
Human,2,2,1,31,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,0.783
Human,2,2,1,32,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,0,0.776
Human,2,2,1,33,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.7,Auditory,0.935,1,0.924
Human,2,2,1,34,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,1,0.988
Human,2,2,1,35,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.927
Human,2,2,1,36,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.945,Auditory,0.7,0,0.94
Human,2,2,1,37,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.935,Auditory,0.7,1,0.986
Human,2,2,1,38,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,0,0.895
Human,2,2,1,39,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.755
Human,2,2,1,40,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,0,0.55
Human,2,2,1,41,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.7,Auditory,0.935,1,0.845
Human,2,2,1,42,Auditory,TOJ,Adaptive,Duration,0.265,Auditory,0.965,Auditory,0.7,1,0.554
Human,2,2,1,43,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,1,0.567
Human,2,2,1,44,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,0,0.75
Human,2,2,1,45,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.7,Auditory,0.935,1,0.887
Human,2,2,1,46,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,0,0.954
Human,2,2,1,47,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.955,Auditory,0.7,0,0.814
Human,2,2,1,48,Auditory,TOJ,Adaptive,Duration,0.245,Auditory,0.7,Auditory,0.945,0,0.504
Human,2,2,1,49,Auditory,TOJ,Adaptive,Duration,0.235,Auditory,0.935,Auditory,0.7,0,0.571
Human,2,2,1,50,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.925,Auditory,0.7,1,0.894
Human,2,2,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,0,0.75
Human,2,2,1,2,Tactile,Training,Adaptive,Duration,0.33,Tactile,1.03,Tactile,0.7,1,0.915
Human,2,2,1,3,Tactile,Training,Adaptive,Duration,0.32,Tactile,1.02,Tactile,0.7,1,0.508
Human,2,2,1,4,Tactile,Training,Adaptive,Duration,0.31,Tactile,1.01,Tactile,0.7,1,0.558
Human,2,2,1,5,Tactile,Training,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.974
Human,2,2,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,0,0.519
Human,2,2,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,1,0.779
Human,2,2,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,1,0.505
Human,2,2,1,4,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,0,0.95
Human,2,2,1,5,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,1,0.831
Human,2,2,1,6,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.674
Human,2,2,1,7,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.7,Tactile,0.91,0,0.869
Human,2,2,1,8,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.553
Human,2,2,1,9,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,0,0.758
Human,2,2,1,10,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.697
Human,2,2,1,11,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.703
Human,2,2,1,12,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.86
Human,2,2,1,13,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,0,0.925
Human,2,2,1,14,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.985,Tactile,0.7,1,0.654
Human,2,2,1,15,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,0,0.508
Human,2,2,1,16,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,1,0.887
Human,2,2,1,17,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,1,0.889
Human,2,2,1,18,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,1,0.96
Human,2,2,1,19,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,0,0.79
Human,2,2,1,20,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.876
Human,2,2,1,21,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,1,0.511
Human,2,2,1,22,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,0,0.687
Human,2,2,1,23,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.943
Human,2,2,1,24,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,0,0.681
Human,2,2,1,25,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,1,0.622
Human,2,2,1,26,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,1,0.509
Human,2,2,1,27,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.7,Tactile,0.97,0,0.812
Human,2,2,1,28,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.7,Tactile,0.955,1,0.994
Human,2,2,1,29,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.7,Tactile,0.94,1,0.939
Human,2,2,1,30,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,0,0.677
Human,2,2,1,31,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.7,Tactile,0.915,0,0.842
Human,2,2,1,32,Tactile,TOJ,Adaptive,Duration,0.245,Tactile,0.7,Tactile,0.945,0,0.761
Human,2,2,1,33,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.935,Tactile,0.7,0,0.939
Human,2,2,1,34,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.7,Tactile,0.925,0,0.626
Human,2,2,1,35,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.915,Tactile,0.7,0,0.973
Human,2,2,1,36,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.905,Tactile,0.7,1,0.993
Human,2,2,1,37,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.871
Human,2,2,1,38,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.519
Human,2,2,1,39,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.875,Tactile,0.7,0,0.717
Human,2,2,1,40,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,1,0.524
Human,2,2,1,41,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,1,0.97
Human,2,2,1,42,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.556
Human,2,2,1,43,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.7,Tactile,0.915,0,0.774
Human,2,2,1,44,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.7,Tactile,0.905,1,0.926
Human,2,2,1,45,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.935,Tactile,0.7,1,0.715
Human,2,2,1,46,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.554
Human,2,2,1,47,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.7,Tactile,0.915,0,0.543
Human,2,2,1,48,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.7,Tactile,0.905,1,1
Human,2,2,1,49,Tactile,TOJ,Adaptive,Duration,0.235,Tactile,0.7,Tactile,0.935,0,0.626
Human,2,2,1,50,Tactile,TOJ,Adaptive,Duration,0.265,Tactile,0.965,Tactile,0.7,1,0.911
Human,3,3,1,1,Visual,Training,Adaptive,Duration,0.3,Visual,0.7,Visual,1,1,0.915
Human,3,3,1,2,Visual,Training,Adaptive,Duration,0.29,Visual,0.7,Visual,0.99,1,0.927
Human,3,3,1,3,Visual,Training,Adaptive,Duration,0.28,Visual,0.7,Visual,0.98,1,0.808
Human,3,3,1,4,Visual,Training,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,1,0.687
Human,3,3,1,5,Visual,Training,Adaptive,Duration,0.26,Visual,0.7,Visual,0.96,1,0.96
Human,3,3,1,1,Visual,TOJ,Adaptive,Duration,0.3,Visual,0.7,Visual,1,0,0.656
Human,3,3,1,2,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.793
Human,3,3,1,3,Visual,TOJ,Adaptive,Duration,0.27,Visual,0.7,Visual,0.97,0,0.584
Human,3,3,1,4,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.612
Human,3,3,1,5,Visual,TOJ,Adaptive,Duration,0.24,Visual,0.7,Visual,0.94,1,0.817
Human,3,3,1,6,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,1,0.926
Human,3,3,1,7,Visual,TOJ,Adaptive,Duration,0.21,Visual,0.7,Visual,0.91,0,0.689
Human,3,3,1,8,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.884
Human,3,3,1,9,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,0,0.763
Human,3,3,1,10,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.568
Human,3,3,1,11,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,1,0.925
Human,3,3,1,12,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.996
Human,3,3,1,13,Visual,TOJ,Adaptive,Duration,0.18,Visual,0.7,Visual,0.88,1,0.911
Human,3,3,1,14,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.586
Human,3,3,1,15,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,0,0.733
Human,3,3,1,16,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.605
Human,3,3,1,17,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,0,0.586
Human,3,3,1,18,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.827
Human,3,3,1,19,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,0,0.949
Human,3,3,1,20,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.552
Human,3,3,1,21,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,0,0.867
Human,3,3,1,22,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,1,0.519
Human,3,3,1,23,Visual,TOJ,Adaptive,Duration,0.09,Visual,0.7,Visual,0.79,1,0.997
Human,3,3,1,24,Visual,TOJ,Adaptive,Duration,0.075,Visual,0.7,Visual,0.775,1,0.692
Human,3,3,1,25,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,0,0.897
Human,3,3,1,26,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,1,0.993
Human,3,3,1,27,Visual,TOJ,Adaptive,Duration,0.15,Visual,0.7,Visual,0.85,0,0.913
Human,3,3,1,28,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.891
Human,3,3,1,29,Visual,TOJ,Adaptive,Duration,0.12,Visual,0.7,Visual,0.82,1,0.966
Human,3,3,1,30,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,0,0.749
Human,3,3,1,31,Visual,TOJ,Adaptive,Duration,0.095,Visual,0.7,Visual,0.795,1,0.977
Human,3,3,1,32,Visual,TOJ,Adaptive,Duration,0.085,Visual,0.7,Visual,0.785,1,0.516
Human,3,3,1,33,Visual,TOJ,Adaptive,Duration,0.075,Visual,0.7,Visual,0.775,1,0.903
Human,3,3,1,34,Visual,TOJ,Adaptive,Duration,0.105,Visual,0.7,Visual,0.805,0,0.936
Human,3,3,1,35,Visual,TOJ,Adaptive,Duration,0.135,Visual,0.7,Visual,0.835,0,0.597
Human,3,3,1,36,Visual,TOJ,Adaptive,Duration,0.125,Visual,0.7,Visual,0.825,1,0.68
Human,3,3,1,37,Visual,TOJ,Adaptive,Duration,0.155,Visual,0.7,Visual,0.855,1,0.915
Human,3,3,1,38,Visual,TOJ,Adaptive,Duration,0.145,Visual,0.7,Visual,0.845,0,0.942
Human,3,3,1,39,Visual,TOJ,Adaptive,Duration,0.175,Visual,0.7,Visual,0.875,1,0.795
Human,3,3,1,40,Visual,TOJ,Adaptive,Duration,0.165,Visual,0.7,Visual,0.865,0,0.865
Human,3,3,1,41,Visual,TOJ,Adaptive,Duration,0.195,Visual,0.7,Visual,0.895,0,0.844
Human,3,3,1,42,Visual,TOJ,Adaptive,Duration,0.225,Visual,0.7,Visual,0.925,0,0.842
Human,3,3,1,43,Visual,TOJ,Adaptive,Duration,0.255,Visual,0.7,Visual,0.955,1,0.746
Human,3,3,1,44,Visual,TOJ,Adaptive,Duration,0.245,Visual,0.7,Visual,0.945,1,0.66
Human,3,3,1,45,Visual,TOJ,Adaptive,Duration,0.275,Visual,0.7,Visual,0.975,1,0.791
Human,3,3,1,46,Visual,TOJ,Adaptive,Duration,0.305,Visual,0.7,Visual,1.005,1,0.648
Human,3,3,1,47,Visual,TOJ,Adaptive,Duration,0.295,Visual,0.7,Visual,0.995,0,0.916
Human,3,3,1,48,Visual,TOJ,Adaptive,Duration,0.285,Visual,0.7,Visual,0.985,0,0.527
Human,3,3,1,49,Visual,TOJ,Adaptive,Duration,0.275,Visual,0.7,Visual,0.975,0,0.903
Human,3,3,1,50,Visual,TOJ,Adaptive,Duration,0.265,Visual,0.7,Visual,0.965,1,0.957
Human,3,3,1,1,Tactile,Training,Adaptive,Duration,0.3,Tactile,0.7,Tactile,1,1,0.995
Human,3,3,1,2,Tactile,Training,Adaptive,Duration,0.29,Tactile,0.7,Tactile,0.99,1,0.594
Human,3,3,1,3,Tactile,Training,Adaptive,Duration,0.28,Tactile,0.7,Tactile,0.98,1,0.529
Human,3,3,1,4,Tactile,Training,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,1,0.61
Human,3,3,1,5,Tactile,Training,Adaptive,Duration,0.26,Tactile,0.7,Tactile,0.96,1,0.508
Human,3,3,1,1,Tactile,TOJ,Adaptive,Duration,0.3,Tactile,1,Tactile,0.7,1,0.907
Human,3,3,1,2,Tactile,TOJ,Adaptive,Duration,0.285,Tactile,0.7,Tactile,0.985,0,0.544
Human,3,3,1,3,Tactile,TOJ,Adaptive,Duration,0.27,Tactile,0.97,Tactile,0.7,0,0.634
Human,3,3,1,4,Tactile,TOJ,Adaptive,Duration,0.255,Tactile,0.955,Tactile,0.7,1,0.646
Human,3,3,1,5,Tactile,TOJ,Adaptive,Duration,0.24,Tactile,0.94,Tactile,0.7,1,0.823
Human,3,3,1,6,Tactile,TOJ,Adaptive,Duration,0.225,Tactile,0.925,Tactile,0.7,1,0.618
Human,3,3,1,7,Tactile,TOJ,Adaptive,Duration,0.21,Tactile,0.91,Tactile,0.7,1,0.898
Human,3,3,1,8,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,0,0.932
Human,3,3,1,9,Tactile,TOJ,Adaptive,Duration,0.18,Tactile,0.7,Tactile,0.88,1,0.693
Human,3,3,1,10,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.865,Tactile,0.7,0,0.575
Human,3,3,1,11,Tactile,TOJ,Adaptive,Duration,0.15,Tactile,0.85,Tactile,0.7,1,0.708
Human,3,3,1,12,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.879
Human,3,3,1,13,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.7,Tactile,0.82,1,0.746
Human,3,3,1,14,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.728
Human,3,3,1,15,Tactile,TOJ,Adaptive,Duration,0.09,Tactile,0.7,Tactile,0.79,1,0.515
Human,3,3,1,16,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.761
Human,3,3,1,17,Tactile,TOJ,Adaptive,Duration,0.12,Tactile,0.82,Tactile,0.7,0,0.926
Human,3,3,1,18,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.805,Tactile,0.7,1,1
Human,3,3,1,19,Tactile,TOJ,Adaptive,Duration,0.09,Tactile,0.79,Tactile,0.7,1,0.931
Human,3,3,1,20,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.7,Tactile,0.775,0,0.952
Human,3,3,1,21,Tactile,TOJ,Adaptive,Duration,0.06,Tactile,0.7,Tactile,0.76,1,0.652
Human,3,3,1,22,Tactile,TOJ,Adaptive,Duration,0.045,Tactile,0.7,Tactile,0.745,1,0.649
Human,3,3,1,23,Tactile,TOJ,Adaptive,Duration,0.03,Tactile,0.7,Tactile,0.73,1,0.975
Human,3,3,1,24,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.775,Tactile,0.7,1,0.885
Human,3,3,1,25,Tactile,TOJ,Adaptive,Duration,0.06,Tactile,0.7,Tactile,0.76,0,0.551
Human,3,3,1,26,Tactile,TOJ,Adaptive,Duration,0.045,Tactile,0.7,Tactile,0.745,1,0.715
Human,3,3,1,27,Tactile,TOJ,Adaptive,Duration,0.03,Tactile,0.73,Tactile,0.7,0,0.68
Human,3,3,1,28,Tactile,TOJ,Adaptive,Duration,0.075,Tactile,0.775,Tactile,0.7,0,0.839
Human,3,3,1,29,Tactile,TOJ,Adaptive,Duration,0.06,Tactile,0.76,Tactile,0.7,1,0.919
Human,3,3,1,30,Tactile,TOJ,Adaptive,Duration,0.105,Tactile,0.7,Tactile,0.805,1,0.915
Human,3,3,1,31,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.7,Tactile,0.835,0,0.588
Human,3,3,1,32,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.7,Tactile,0.825,1,0.81
Human,3,3,1,33,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.7,Tactile,0.855,0,0.836
Human,3,3,1,34,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.7,Tactile,0.845,1,0.674
Human,3,3,1,35,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.7,Tactile,0.875,0,0.588
Human,3,3,1,36,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.7,Tactile,0.905,0,0.758
Human,3,3,1,37,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,1,0.651
Human,3,3,1,38,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.885,Tactile,0.7,0,0.562
Human,3,3,1,39,Tactile,TOJ,Adaptive,Duration,0.215,Tactile,0.7,Tactile,0.915,1,0.927
Human,3,3,1,40,Tactile,TOJ,Adaptive,Duration,0.205,Tactile,0.7,Tactile,0.905,1,0.731
Human,3,3,1,41,Tactile,TOJ,Adaptive,Duration,0.195,Tactile,0.7,Tactile,0.895,1,0.532
Human,3,3,1,42,Tactile,TOJ,Adaptive,Duration,0.185,Tactile,0.7,Tactile,0.885,1,0.525
Human,3,3,1,43,Tactile,TOJ,Adaptive,Duration,0.175,Tactile,0.7,Tactile,0.875,1,0.935
Human,3,3,1,44,Tactile,TOJ,Adaptive,Duration,0.165,Tactile,0.7,Tactile,0.865,1,0.511
Human,3,3,1,45,Tactile,TOJ,Adaptive,Duration,0.155,Tactile,0.855,Tactile,0.7,0,0.802
Human,3,3,1,46,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.7,Tactile,0.845,0,0.606
Human,3,3,1,47,Tactile,TOJ,Adaptive,Duration,0.135,Tactile,0.835,Tactile,0.7,0,0.623
Human,3,3,1,48,Tactile,TOJ,Adaptive,Duration,0.125,Tactile,0.7,Tactile,0.825,0,0.595
Human,3,3,1,49,Tactile,TOJ,Adaptive,Duration,0.115,Tactile,0.7,Tactile,0.815,1,0.828
Human,3,3,1,50,Tactile,TOJ,Adaptive,Duration,0.145,Tactile,0.845,Tactile,0.7,1,0.596
Human,3,3,1,1,Auditory,Training,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.735
Human,3,3,1,2,Auditory,Training,Adaptive,Duration,0.29,Auditory,0.99,Auditory,0.7,1,0.53
Human,3,3,1,3,Auditory,Training,Adaptive,Duration,0.28,Auditory,0.7,Auditory,0.98,1,0.723
Human,3,3,1,4,Auditory,Training,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,0.891
Human,3,3,1,5,Auditory,Training,Adaptive,Duration,0.26,Auditory,0.7,Auditory,0.96,1,0.834
Human,3,3,1,1,Auditory,TOJ,Adaptive,Duration,0.3,Auditory,1,Auditory,0.7,1,0.589
Human,3,3,1,2,Auditory,TOJ,Adaptive,Duration,0.285,Auditory,0.985,Auditory,0.7,1,0.776
Human,3,3,1,3,Auditory,TOJ,Adaptive,Duration,0.27,Auditory,0.97,Auditory,0.7,1,0.622
Human,3,3,1,4,Auditory,TOJ,Adaptive,Duration,0.255,Auditory,0.7,Auditory,0.955,0,0.81
Human,3,3,1,5,Auditory,TOJ,Adaptive,Duration,0.24,Auditory,0.94,Auditory,0.7,0,0.851
Human,3,3,1,6,Auditory,TOJ,Adaptive,Duration,0.225,Auditory,0.7,Auditory,0.925,0,0.828
Human,3,3,1,7,Auditory,TOJ,Adaptive,Duration,0.21,Auditory,0.91,Auditory,0.7,0,0.661
Human,3,3,1,8,Auditory,TOJ,Adaptive,Duration,0.195,Auditory,0.7,Auditory,0.895,0,0.745
Human,3,3,1,9,Auditory,TOJ,Adaptive,Duration,0.18,Auditory,0.7,Auditory,0.88,1,0.682
Human,3,3,1,10,Auditory,TOJ,Adaptive,Duration,0.165,Auditory,0.865,Auditory,0.7,0,0.869
Human,3,3,1,11,Auditory,TOJ,Adaptive,Duration,0.15,Auditory,0.7,Auditory,0.85,0,0.898
Human,3,3,1,12,Auditory,TOJ,Adaptive,Duration,0.135,Auditory,0.7,Auditory,0.835,1,0.979
Human,3,3,1,13,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.87
Human,3,3,1,14,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,1,0.808
Human,3,3,1,15,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,0.794
Human,3,3,1,16,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,0.685
Human,3,3,1,17,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.7,Auditory,0.82,1,0.658
Human,3,3,1,18,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.805,Auditory,0.7,0,0.895
Human,3,3,1,19,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,0.999
Human,3,3,1,20,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,1,0.864
Human,3,3,1,21,Auditory,TOJ,Adaptive,Duration,0.12,Auditory,0.82,Auditory,0.7,0,0.717
Human,3,3,1,22,Auditory,TOJ,Adaptive,Duration,0.105,Auditory,0.7,Auditory,0.805,0,0.551
Human,3,3,1,23,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.7,Auditory,0.79,1,0.909
Human,3,3,1,24,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.775,Auditory,0.7,0,0.74
Human,3,3,1,25,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,0,0.654
Human,3,3,1,26,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.7,Auditory,0.745,1,0.606
Human,3,3,1,27,Auditory,TOJ,Adaptive,Duration,0.09,Auditory,0.79,Auditory,0.7,1,0.629
Human,3,3,1,28,Auditory,TOJ,Adaptive,Duration,0.075,Auditory,0.7,Auditory,0.775,0,0.861
Human,3,3,1,29,Auditory,TOJ,Adaptive,Duration,0.06,Auditory,0.7,Auditory,0.76,1,0.64
Human,3,3,1,30,Auditory,TOJ,Adaptive,Duration,0.045,Auditory,0.745,Auditory,0.7,0,0.712
Human,3,3,1,31,Auditory,TOJ,Adaptive,Duration,0.035,Auditory,0.7,Auditory,0.735,0,0.947
